ID_T,NAME_T,ID_C_T,DATE_T,RANK_T,LINK_T,COUNTRY_T,PRIZE_T,RATING_T,URL_T,LATITUDE_T,LONGITUDE_T,SITE_T,RACE_T,ENTRY_T,SINGLES_T,DOUBLES_T,TIER_T,RESERVE_INT_T,RESERVE_CHAR_T,LIVE_T,RESULT_T
5918,"Vinkovci",2,"08/18/08 00:00:00",0,,"CRO","$10K",,,45.169998,18.49,,,,,,,,,,
5919,"Westende",1,"08/18/08 00:00:00",1,2407,"BEL","$25K",,,51.099998,2.46,,,,,,,,,,
5920,"Zedzierzyn-Kozle",2,"08/18/08 00:00:00",0,,"POL","$10K",,,50.200001,18.08,,,,,,,,,,
5921,"Gimhae",2,"08/18/08 00:00:00",0,2275,"KOR","$10K",,,36.07,128.05,,,,,,,,,,
5922,"Khonkan",1,"08/18/08 00:00:00",0,2362,"THA","$10K",,,16.26,102.5,,,,,,,,,,
5923,"Bell Ville",2,"08/18/08 00:00:00",0,,"ARG","$10K",,,-32.369999,-62.419998,,,,,,,,,,
5924,"Portschach",2,"08/25/08 00:00:00",0,2416,"AUT","$10K",,,46.369999,14.08,,,,,,,,,,
5925,"Mollerusa",1,"08/25/08 00:00:00",0,2418,"ESP","$10K",,,41.630001,0.89999998,,,,,,,,,,
5926,"Katowice",2,"08/25/08 00:00:00",1,2409,"POL","$25K",,,50.16,19,,,,,,,,,,
5927,"Vlaardingen",2,"08/25/08 00:00:00",1,2340,"NED","$25K",,,51.549999,4.21,,,,,,,,,,
5928,"Bucharest",2,"08/25/08 00:00:00",0,,"ROU","$10K",,,44.259998,26.059999,,,,,,,,,,
5929,"Prague",2,"08/25/08 00:00:00",0,2421,"CZE","$10K",,,50.049999,14.26,,,,,,,,,,
5930,"Saitama",2,"08/25/08 00:00:00",0,2422,"JPN","$10K",,,34.080002,133.49001,,,,,,,,,,
5931,"Gimhae",2,"08/25/08 00:00:00",0,2275,"KOR","$10K",,,36.07,128.05,,,,,,,,,,
5932,"Nonthaburi",1,"08/25/08 00:00:00",0,,"THA","$10K",,,13.5,100.29,,,,,,,,,,
5933,"Buenos Aires",2,"08/25/08 00:00:00",0,2621,"ARG","$10K",,,-34.369999,-58.27,,,,,,,,,,
5934,"La Marsa",2,"08/25/08 00:00:00",0,,"TUN","$10K",,,36.529999,10.2,,,,,,,,,,
5935,"Denain",2,"09/01/08 00:00:00",1,2424,"FRA","$75K",,,50.200001,3.23,,,,,,,,,,
5936,"Maribor",2,"09/01/08 00:00:00",1,2406,"SLO","$50K",,,46.330002,15.39,,,,,,,,,,
5937,"Martina Franca",2,"09/01/08 00:00:00",1,1851,"ITA","$25K",,,40.419998,17.209999,,,,,,,,,,
5938,"Alphen",2,"09/01/08 00:00:00",1,,"NED","$25K",,,52.080002,4.4000001,,,,,,,,,,
5939,"Brasov",2,"09/01/08 00:00:00",0,2426,"ROU","$10K",,,45.389999,25.370001,,,,,,,,,,
5940,"Brcko",2,"09/01/08 00:00:00",0,2427,"BIH","$10K",,,44.529999,18.48,,,,,,,,,,
5941,"Tsukuba",1,"09/01/08 00:00:00",1,2448,"JPN","$25K",,,36.130001,140.06,,,,,,,,,,
5942,"Go Yang",1,"09/01/08 00:00:00",0,,"KOR","$10K",,,,,,,,,,,,,,
5943,"Buenos Aires",2,"09/01/08 00:00:00",0,2621,"ARG","$10K",,,-34.369999,-58.27,,,,,,,,,,
5944,"Brno",2,"09/01/08 00:00:00",1,,"CZE","$25K",,,49.119999,16.370001,,,,,,,,,,
5945,"Barueri",1,"09/01/08 00:00:00",0,2431,"BRA","$10K",,,-23.299999,-46.52,,,,,,,,,,
5946,"Sarajevo",2,"09/08/08 00:00:00",1,,"BIH","$25K",,,43.52,18.25,,,,,,,,,,
5947,"Lleida",2,"09/08/08 00:00:00",0,2440,"ESP","$10K",,,41.610001,0.66000003,,,,,,,,,,
5948,"Ciampino",2,"09/08/08 00:00:00",0,2466,"ITA","$10K",,,41.48,12.36,,,,,,,,,,
5949,"Innsbruck",2,"09/08/08 00:00:00",0,2438,"AUT","$10K",,,47.16,11.24,,,,,,,,,,
5950,"Budapest",2,"09/08/08 00:00:00",0,,"HUN","$10K",,,47.299999,19.049999,,,,,,,,,,
5951,"Noto",4,"09/08/08 00:00:00",1,2315,"JPN","$25K",,,37.18,137.09,,,,,,,,,,
5952,"Go Yang",1,"09/08/08 00:00:00",0,,"KOR","$10K",,,,,,,,,,,,,,
5953,"Rockhampton",1,"09/08/08 00:00:00",1,2483,"AUS","$25K",,,-23.23,150.31,,,,,,,,,,
5954,"Athens",2,"09/08/08 00:00:00",1,,"GRE","$100K+H",,,37.580002,23.43,,,,,,,,,,
5955,"Celaya",2,"09/08/08 00:00:00",0,,"MEX","$10K",,,20.309999,-100.49,,,,,,,,,,
5956,"Bogota",2,"09/08/08 00:00:00",0,2338,"COL","$10K",,,4.3600001,-74.050003,,,,,,,,,,
5957,"Santos",2,"09/08/08 00:00:00",0,,"BRA","$10K",,,-23.57,-46.200001,,,,,,,,,,
5958,"Rousse",2,"09/08/08 00:00:00",1,,"BUL","$25K",,,43.849998,25.969999,,,,,,,,,,
5959,"Fed Cup, World Group, F, ESP-RUS 0-4",2,"09/08/08 00:00:00",5,,"ESP",,,,40.240002,-3.4100001,,,,,,,,,,
5960,"Limoges",1,"09/15/08 00:00:00",0,2449,"FRA","$10K",,,45.5,1.16,,,,,,,,,,
5961,"Sofia",2,"09/15/08 00:00:00",1,2437,"BUL","$100K",,,42.41,23.190001,,,,,,,,,,
5962,"Mestre",2,"09/15/08 00:00:00",1,2425,"ITA","$50K",,,45.290001,12.15,,,,,,,,,,
5963,"Madrid",1,"09/15/08 00:00:00",1,2447,"ESP","$25K",,,40.240002,-3.4100001,,,,,,,,,,
5964,"Casale",2,"09/15/08 00:00:00",0,2439,"ITA","$10K",,,45.080002,8.2700005,,,,,,,,,,
5965,"Albuquerque",1,"09/15/08 00:00:00",1,2445,"USA","$75K",,,35.049999,-106.39,,,,,,,,,,
5966,"Karshi",1,"09/15/08 00:00:00",1,,"UZB","$25K",,,41.029999,74.489998,,,,,,,,,,
5967,"Kyoto",4,"09/15/08 00:00:00",0,2430,"JPN","$10K",,,35,135.45,,,,,,,,,,
5968,"Kawana",2,"09/15/08 00:00:00",1,,"AUS","$25K",,,-26.66,153.14,,,,,,,,,,
5969,"Chihuahua",2,"09/15/08 00:00:00",0,2454,"MEX","$10K",,,28.379999,-106.05,,,,,,,,,,
5970,"Clermont Ferrand",2,"09/22/08 00:00:00",0,2460,"FRA","$10K",,,45.470001,3.05,,,,,,,,,,
5971,"Granada",1,"09/22/08 00:00:00",1,2459,"ESP","$25K",,,37.130001,-3.4100001,,,,,,,,,,
5972,"Lecce",2,"09/22/08 00:00:00",1,2446,"ITA","$25K",,,40.23,18.110001,,,,,,,,,,
5973,"Volos",4,"09/22/08 00:00:00",0,2486,"GRE","$10K",,,39.209999,22.559999,,,,,,,,,,
5975,"Shrewsbury",3,"09/22/08 00:00:00",1,,"GBR","$75K",,,52.43,-2.45,,,,,,,,,,
5976,"Podgorica",2,"09/22/08 00:00:00",1,2458,"SCG","$25K",,,42.259998,19.139999,,,,,,,,,,
5977,"Sofia",2,"09/22/08 00:00:00",0,,"BUL","$10K",,,42.41,23.190001,,,,,,,,,,
5978,"Ashland",2,"09/22/08 00:00:00",1,2455,"USA","$50K",,,38.290001,-82.379997,,,,,,,,,,
5979,"Serra Negra",2,"09/22/08 00:00:00",0,2494,"BRA","$10K",,,-22.360001,-46.419998,,,,,,,,,,
5980,"Sandanski",2,"09/29/08 00:00:00",0,,"BUL","$10K",,,41.34,23.17,,,,,,,,,,
5981,"Les Franqueses Del Valles",1,"09/29/08 00:00:00",0,2475,"ESP","$10K",,,41.32,2.02,,,,,,,,,,
5982,"Mytilini",1,"09/29/08 00:00:00",0,2473,"GRE","$10K",,,39.060001,26.32,,,,,,,,,,
5983,"Troy",1,"09/29/08 00:00:00",1,2470,"USA","$50K",,,31.49,-85.580002,,,,,,,,,,
5984,"Helsinki",1,"09/29/08 00:00:00",1,,"FIN","$25K",,,60.099998,24.58,,,,,,,,,,
5985,"Porto",2,"09/29/08 00:00:00",0,2474,"POR","$10K",,,41.110001,-8.3599997,,,,,,,,,,
5986,"Juarez",2,"09/29/08 00:00:00",1,2469,"MEX","$50K+H",,,31.440001,-106.29,,,,,,,,,,
5987,"Curitiba",2,"09/29/08 00:00:00",0,,"BRA","$10K",,,-25.25,-49.16,,,,,,,,,,
5988,"Joue-Les-Tours",3,"10/06/08 00:00:00",1,2480,"FRA","$50K",,,47.209999,0.40000001,,,,,,,,,,
5989,"Barnstaple",3,"10/06/08 00:00:00",1,,"GBR","$50K",,,51.049999,-4.04,,,,,,,,,,
5990,"Pittsburgh",3,"10/06/08 00:00:00",1,2609,"USA","$50K",,,40.259998,-80,,,,,,,,,,
5991,"Jounieh",2,"10/06/08 00:00:00",1,2615,"LIB","$50K+H",,,34.400002,36.400002,,,,,,,,,,
5992,"San Luis Potosi",1,"10/06/08 00:00:00",1,2490,"MEX","$25K",,,22.09,-100.59,,,,,,,,,,
5993,"Reggio Calabria",2,"10/06/08 00:00:00",1,2481,"ITA","$25K",,,38.060001,15.39,,,,,,,,,,
5994,"Traralgon",1,"10/06/08 00:00:00",1,2505,"AUS","$25K",,,-38.119999,146.32001,,,,,,,,,,
5995,"Barcelona",2,"10/06/08 00:00:00",0,2638,"ESP","$10K",,,41.23,2.1099999,,,,,,,,,,
5996,"Thessaloniki",2,"10/06/08 00:00:00",0,2467,"GRE","$10K",,,40.380001,22.559999,,,,,,,,,,
5997,"Espinho",2,"10/06/08 00:00:00",0,2487,"POR","$10K",,,41,-8.3900003,,,,,,,,,,
5998,"Southlake",1,"10/06/08 00:00:00",0,2329,"USA","$10K",,,32.560001,-97.080002,,,,,,,,,,
5999,"Santa Cruz",2,"10/06/08 00:00:00",0,2413,"BOL","$10K",,,-17.799999,-63.16,,,,,,,,,,
6000,"Mogi Das Cruzes",2,"10/06/08 00:00:00",0,,"BRA","$10K",,,-23.309999,-46.110001,,,,,,,,,,
6001,"Ortisei",4,"10/13/08 00:00:00",1,2123,"ITA","$100K+H",,,46.34,11.4,,,,,,,,,,
6002,"Toronto",3,"10/13/08 00:00:00",1,2613,"CAN","$50K",,,43.389999,-79.230003,,,,,,,,,,
6003,"Lawrenceville",1,"10/13/08 00:00:00",1,2488,"USA","$50K",,,33.57,-83.589996,,,,,,,,,,
6004,"Saint-Raphael",3,"10/13/08 00:00:00",1,2489,"FRA","$50K",,,43.419998,6.7600002,,,,,,,,,,
6005,"Lagos",1,"10/13/08 00:00:00",1,2708,"NGR","$25K",,,6.27,3.24,,,,,,,,,,
6006,"Mexico City",1,"10/13/08 00:00:00",1,2506,"MEX","$25K",,,19.24,-99.089996,,,,,,,,,,
6007,"Makinohara",4,"10/13/08 00:00:00",1,2493,"JPN","$25K",,,35.279999,136.05,,,,,,,,,,
6008,"Mount Gambier",1,"10/13/08 00:00:00",1,2634,"AUS","$25K",,,-37.5,140.46001,,,,,,,,,,
6010,"Lima",2,"10/13/08 00:00:00",0,2620,"PER","$10K",,,-12.03,-77.029999,,,,,,,,,,
6011,"St. Louis",1,"10/13/08 00:00:00",0,,"USA","$10K",,,38.380001,-90.120003,,,,,,,,,,
6012,"Sevilla",2,"10/13/08 00:00:00",0,2496,"ESP","$10K",,,-5.5900002,-5.5900002,,,,,,,,,,
6013,"Dubrovnik",2,"10/13/08 00:00:00",0,2497,"CRO","$10K",,,42.380001,18.07,,,,,,,,,,
6014,"Lisbon",1,"10/13/08 00:00:00",0,120,"POR","$10K",,,38.43,-9.0799999,,,,,,,,,,
6015,"Kharkiv",4,"10/13/08 00:00:00",0,,"UKR","$10K",,,50,36.150002,,,,,,,,,,
6016,"Settimo San Pietro",2,"10/13/08 00:00:00",0,2498,"ITA","$10K",,,39.169998,39.169998,,,,,,,,,,
6017,"Taipei",4,"10/20/08 00:00:00",1,,"TPE","$100K+H",,,25.030001,121.31,,,,,,,,,,
6018,"Poitiers",3,"10/20/08 00:00:00",1,2632,"FRA","$100K",,,46.349998,0.2,,,,,,,,,,
6019,"Saguenay",3,"10/20/08 00:00:00",1,2133,"CAN","$50K",,,48.220001,-71,,,,,,,,,,
6020,"Podolsk",4,"10/20/08 00:00:00",1,2501,"RUS","$50K",,,55.259998,37.330002,,,,,,,,,,
6021,"Glasgow",3,"10/20/08 00:00:00",1,2492,"GBR","$25K",,,55.529999,-4.1500001,,,,,,,,,,
6022,"Augusta",1,"10/20/08 00:00:00",1,2507,"USA","$25K",,,33.279999,-82.010002,,,,,,,,,,
6023,"Hamanako",4,"10/20/08 00:00:00",1,2508,"JPN","$25K",,,43.049999,145.10001,,,,,,,,,,
6024,"Lagos",1,"10/20/08 00:00:00",1,2708,"NGR","$25K",,,6.27,3.24,,,,,,,,,,
6025,"Port Pirie",1,"10/20/08 00:00:00",0,2612,"AUS","$25K",,,-33.110001,138.00999,,,,,,,,,,
6026,"Mexico City",1,"10/20/08 00:00:00",0,2506,"MEX","$10K",,,19.24,-99.089996,,,,,,,,,,
6027,"Lima",2,"10/20/08 00:00:00",0,2620,"PER","$10K",,,-12.03,-77.029999,,,,,,,,,,
6028,"St.Cugat",2,"10/20/08 00:00:00",0,2502,"ESP","$10K",,,41.279999,2.05,,,,,,,,,,
6029,"Dubrovnik",2,"10/20/08 00:00:00",0,2497,"CRO","$10K",,,42.380001,18.07,,,,,,,,,,
6030,"Oristano",1,"10/20/08 00:00:00",0,,"ITA","$10K",,,39.540001,8.3599997,,,,,,,,,,
6031,"Valencia",1,"10/20/08 00:00:00",0,2603,"VEN","$10K",,,39.279999,-0.22,,,,,,,,,,
6032,"Pretoria",1,"10/20/08 00:00:00",0,1995,"RSA","$10K",,,-25.450001,28.120001,,,,,,,,,,
6033,"Vila Real De Santo Antonio",2,"10/20/08 00:00:00",0,,"POR","$10K",,,37.119999,-7.25,,,,,,,,,,
6034,"Bratislava",3,"10/27/08 00:00:00",1,2453,"SVK","$100K+H",,,48.09,17.07,,,,,,,,,,
6035,"Nantes",3,"10/27/08 00:00:00",1,2471,"FRA","$50K+H",,,47.130001,-1.33,,,,,,,,,,
6036,"Tokyo",1,"10/27/08 00:00:00",1,2436,"JPN","$50K",,,35.419998,139.46001,,,,,,,,,,
6037,"Istanbul",3,"10/27/08 00:00:00",1,2503,"TUR","$25K",,,41.009998,28.58,,,,,,,,,,
6038,"Lima",2,"10/27/08 00:00:00",0,2620,"PER","$10K",,,-12.03,-77.029999,,,,,,,,,,
6039,"Stockholm",3,"10/27/08 00:00:00",0,2606,"SWE","$10K",,,59.200001,18.030001,,,,,,,,,,
6040,"Ramle",1,"10/27/08 00:00:00",0,,"ISR","$10K",,,31.549999,34.52,,,,,,,,,,
6041,"Mexico City",1,"10/27/08 00:00:00",0,,"MEX","$10K",,,19.24,-99.089996,,,,,,,,,,
6042,"Valencia",1,"10/27/08 00:00:00",0,2495,"VEN","$10K",,,39.279999,-0.22,,,,,,,,,,
6043,"Pretoria",1,"10/27/08 00:00:00",0,,"RSA","$10K",,,-25.450001,28.120001,,,,,,,,,,
6044,"Krakow",3,"11/03/08 00:00:00",1,,"POL","$100K+H",,,50.029999,19.58,,,,,,,,,,
6045,"Auburn",1,"11/03/08 00:00:00",1,,"USA","$50K",,,32.369999,-85.290001,,,,,,,,,,
6046,"Ismaning",4,"11/03/08 00:00:00",1,2614,"GER","$50K",,,48.139999,11.41,,,,,,,,,,
6047,"Le Havre",2,"11/03/08 00:00:00",0,2616,"FRA","$10K",,,49.299999,0.079999998,,,,,,,,,,
6048,"Sunderland",3,"11/03/08 00:00:00",0,2159,"GBR","$10K",,,54.549999,-1.23,,,,,,,,,,
6049,"Mallorca",2,"11/03/08 00:00:00",0,2618,"ESP","$10K",,,39.299999,3,,,,,,,,,,
6050,"Asuncion",2,"11/03/08 00:00:00",0,2608,"PAR","$10K",,,-25.16,-57.400002,,,,,,,,,,
6051,"El Menzah",1,"11/03/08 00:00:00",0,,"TUN","$10K",,,36.41,10.36,,,,,,,,,,
6052,"Muzaffarnagar",5,"11/03/08 00:00:00",0,,"IND","$10K",,,29.280001,77.410004,,,,,,,,,,
6053,"San Diego",1,"11/10/08 00:00:00",1,2037,"USA","$50K",,,32.43,-117.09,,,,,,,,,,
6054,"Minsk",3,"11/10/08 00:00:00",1,2610,"BLR","$50K",,,53.540001,27.34,,,,,,,,,,
6055,"Mallorca",2,"11/10/08 00:00:00",1,2628,"ESP","$10K",,,39.299999,3,,,,,,,,,,
6056,"Jersey",3,"11/10/08 00:00:00",0,2482,"GBR","$10K",,,49.119999,-2.3699999,,,,,,,,,,
6057,"Manila",1,"11/10/08 00:00:00",0,2626,"PHI","$10K",,,14.35,121,,,,,,,,,,
6058,"Santiago",2,"11/10/08 00:00:00",0,2643,"CHI","$10K",,,-33.27,-70.400002,,,,,,,,,,
6059,"Queretaro",2,"11/10/08 00:00:00",0,,"MEX","$10K",,,20.360001,-100.23,,,,,,,,,,
6060,"Pune",1,"11/10/08 00:00:00",1,2629,"IND","$25K",,,18.32,73.519997,,,,,,,,,,
6061,"Asian Hopman Cup - Astana",3,"11/10/08 00:00:00",6,,"KAZ",,,,51.099998,71.260002,,,,,,,,,,
6062,"Brisbane International - Brisbane",1,"01/05/09 00:00:00",2,2645,"AUS","$220K",,"http://www.brisbaneinternational.com.au/",-27.280001,153.02,"734                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"800",,
6063,"ASB Classic - Auckland",1,"01/05/09 00:00:00",2,2646,"NZL","$220K",,"http://www.asbclassic.co.nz/",-36.52,174.46001,"235                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"301",,
6064,"Medibank International - Sydney",1,"01/12/09 00:00:00",2,2647,"AUS","$600K",,"http://www.medibankinternational.com/",-33.52,151.13,"636                                                                                                                                                                                                                                                            ",308,308,6143,6144,,,"702",,
6065,"Moorilla Hobart International - Hobart",1,"01/12/09 00:00:00",2,2648,"AUS","$220K",,"http://www.hobartinternational.com.au/",-42.529999,147.19,"415                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"505",,
6066,"Australian Open - Melbourne",1,"01/19/09 00:00:00",4,2649,"AUS","A$10M",,"http://www.australianopen.com/",-37.490002,144.58,"836                                                                                                                                                                                                                                                            ",310,310,5208,5209,,,"901",,
6067,"Open Gaz De France - Paris",3,"02/09/09 00:00:00",2,2650,"FRA","$700K",,"http://www.opengdfsuez.com/",48.52,2.2,"537                                                                                                                                                                                                                                                            ",308,308,6147,6148,,,"604",,
6068,"Pattaya Women's Open - Pattaya City",1,"02/09/09 00:00:00",2,2651,"THA","$220K",,"http://www.pentanglepromotions.com/",12.57,100.53,"237                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"303",,
6069,"Barclays Dubai Tennis Championships - Dubai",1,"02/16/09 00:00:00",3,2656,"UAE","$2M",,"http://www.dubaitennischampionships.com/",25.18,55.18,"652                                                                                                                                                                                                                                                            ",311,311,6149,6150,,,"718",,
6070,"Regions Morgan Keegan Championships - Memphis",3,"02/16/09 00:00:00",2,2658,"USA","$220K",,"http://www.rmkchampionships.com/",35.09,-90.029999,"985                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"1012",,
6071,"Copa Colsanitas - Bogota",2,"02/16/09 00:00:00",2,2655,"COL","$220K",,"http://www.copacolsanitas.com/",4.3600001,-74.050003,"712                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"894",,
6072,"Abierto Mexicano TELCEL presentado por HSBC - Acapulco",2,"02/23/09 00:00:00",2,2657,"MEX","$220K",,"http://abiertomextenis.com.mx/",16.51,-99.550003,"87                                                                                                                                                                                                                                                             ",309,309,6145,6146,,,"1002",,
6073,"Monterrey Open - Monterrey",1,"03/02/09 00:00:00",2,,"MEX","$220K",,"http://www.abiertodetenismonterrey.com/",16.049999,-93.230003,"1471                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,"1039",,
6074,"BNP Paribas Open - Indian Wells",1,"03/09/09 00:00:00",3,2660,"USA","$4.5M",,"http://www.tennisindianwells.com/",33.43,-116.18,"543                                                                                                                                                                                                                                                            ",312,312,6151,6152,,,"609",,
6075,"Sony Ericsson Open - Miami",1,"03/23/09 00:00:00",3,2661,"USA","$4.5M",,"http://www.sonyericssonopen.com/",25.459999,-80.120003,"837                                                                                                                                                                                                                                                            ",312,312,6151,6152,,,"902",,
6076,"MPS Group Championships - Ponte Vedra Beach",2,"04/06/09 00:00:00",2,2662,"USA","$220K",,"http://mpsgroupchamps.net/",30.139999,-81.230003,"737                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"803",,
6077,"Family Circle Cup - Charleston",2,"04/13/09 00:00:00",2,2663,"USA","$1M",,"http://www.familycirclecup.com/",32.470001,-79.559998,"738                                                                                                                                                                                                                                                            ",313,313,6155,6156,,,"804",,
6078,"Barcelona Ladies Open - Barcelona",2,"04/13/09 00:00:00",2,2673,"ESP","$220K",,"http://www.bcnwta.com/",41.23,2.1099999,"1317                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,"1035",,
6079,"Porsche Tennis Grand Prix - Stuttgart",2,"04/27/09 00:00:00",2,2694,"GER","$700K",,"http://www.porsche-tennis.de/",48.459999,9.1099997,"651                                                                                                                                                                                                                                                            ",308,308,6147,6148,,,"717",,
6080,"Grand Prix De SAR La Princesse Lalla Meryem - Fes",2,"04/27/09 00:00:00",2,2665,"MAR","$220K",,"http://www.frmt.ma/",34.02,-6.5100002,"84                                                                                                                                                                                                                                                             ",309,309,6145,6146,,,"1005",,
6081,"Internazionali BNL d'Italia - Rome",2,"05/04/09 00:00:00",3,2668,"ITA","$2M",,"http://www.internazionalibnlditalia.it/",41.540001,12.29,"643                                                                                                                                                                                                                                                            ",311,311,6149,6150,,,"709",,
6082,"Estoril Open - Estoril",2,"05/04/09 00:00:00",2,2664,"POR","$220K",,"http://www.estorilopen.net/",38.419998,-9.2299995,"292                                                                                                                                                                                                                                                            ",309,309,6157,6158,,,"358",,
6083,"Mutua Madrilena Madrid Open - Madrid",2,"05/09/09 00:00:00",3,,"ESP","$4.5M",,"http://www.madrid-open.com/",40.240002,-3.4100001,"1479                                                                                                                                                                                                                                                           ",314,314,6159,6160,,,"1038",,
6084,"Warsaw Open - Warsaw",2,"05/18/09 00:00:00",2,2064,"POL","$600K",,"http://www.warsawopen.com.pl",52.150002,21,"592                                                                                                                                                                                                                                                            ",308,308,6143,6144,,,"680",,
6085,"Internationaux de Strasbourg - Strasbourg",2,"05/18/09 00:00:00",2,2670,"FRA","$220K",,"http://www.internationaux-de-strasbourg.com/",48.349998,7.4499998,"341                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,"406",,
6086,"French Open - Paris",2,"05/25/09 00:00:00",4,2671,"FRA","€16M",,"http://www.rolandgarros.com/",48.52,2.2,"838                                                                                                                                                                                                                                                            ",310,310,5240,5241,,,"903",,
6087,"AEGON Classic - Birmingham",5,"06/08/09 00:00:00",2,2672,"GBR","$220K",,"http://www.lta.org.uk/Watch/Individual-Tournaments/The-DFS-Classic/",52.299999,-1.5,"438                                                                                                                                                                                                                                                            ",315,315,6161,6162,,,"504",,
6088,"AEGON International - Eastbourne",5,"06/15/09 00:00:00",2,2674,"GBR","$600K",,"http://www.lta.org.uk/Watch/Individual-Tournaments/The-International-Womens-Open/",50.459999,0.17,"644                                                                                                                                                                                                                                                            ",308,308,6143,6144,,,,,
6089,"Ordina Open - 's-Hertogenbosch",5,"06/15/09 00:00:00",2,2675,"NED","$220K",,"http://www.ordina-open.nl/",51.419998,5.1900001,"756                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,,,
6090,"Wimbledon - London",5,"06/22/09 00:00:00",4,2676,"GBR","L12.5M",,"http://www.wimbledon.org/",51.299999,-0.1,"839                                                                                                                                                                                                                                                            ",310,310,5246,5166,,,,,
6091,"Gaz de France Grand Prix - Budapest",2,"07/06/09 00:00:00",2,2677,"HUN","$220K",,"http://www.gazdefrancegrandprix.com/",47.299999,19.049999,"511                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,,,
6092,"Swedish Open Women - Bastad",2,"07/06/09 00:00:00",2,,"SWE","$220K",,"http://www.swedishopen.org/",56.259998,12.51,"986                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,,,
6093,"Internazionali femminili di tennis di Palermo - Palermo",2,"07/13/09 00:00:00",2,2678,"ITA","$220K",,"http://www.countrytimeclub.it/",38.07,13.22,"399                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,,,
6094,"ECM Prague Open - Prague",2,"07/13/09 00:00:00",2,2841,"CZE","$220K",,"http://www.pragueopen.cz/2007/index.php",50.049999,14.26,"1189                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,,,
6095,"Banka Koper Slovenia Open - Portoroz",1,"07/20/09 00:00:00",2,2682,"SLO","$220K",,"http://www.sloveniaopen.si/",45.310001,13.36,"1199                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,,,
6097,"Bank of the West Classic - Stanford",1,"07/27/09 00:00:00",2,2679,"USA","$700K",,"http://www.bankofthewestclassic.com/",37.25,-122.1,"637                                                                                                                                                                                                                                                            ",308,308,6147,6148,,,,,
6098,"Istanbul Cup - Istanbul",1,"07/27/09 00:00:00",2,2669,"TUR","$220K",,"http://www.istanbulcup.com/",41.009998,28.58,"1190                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,,,
6099,"East West Bank Classic presented by Herbalife - Los Angeles",1,"08/03/09 00:00:00",2,2681,"USA","$700K",,"http://www.eastwestbankclassic.com/",34.029999,-118.15,"739                                                                                                                                                                                                                                                            ",313,313,6163,6164,,,,,
6100,"Western & Southern Financial Group Women's Open - Cincinnati",1,"08/10/09 00:00:00",3,2685,"USA","$2M",,"http://www.cincytennis.com/",39.099998,-84.269997,"1118                                                                                                                                                                                                                                                           ",311,311,6149,6150,,,,,
6101,"Rogers Cup - Toronto",1,"08/17/09 00:00:00",3,2683,"CAN","$2M",,"http://www.rogerscup.com/",43.389999,-79.230003,"740                                                                                                                                                                                                                                                            ",311,311,6149,6150,,,,,
6102,"Pilot Pen Tennis presented by Schick - New Haven",1,"08/24/09 00:00:00",2,2686,"USA","$600K",,"http://www.pilotpentennis.com/",41.18,-72.559998,"535                                                                                                                                                                                                                                                            ",308,308,6143,6144,,,,,
6103,"U.S. Open - New York",1,"08/31/09 00:00:00",4,2688,"USA",,,"http://www.usopen.org/",40.43,-74,"840                                                                                                                                                                                                                                                            ",310,310,5255,5187,,,,,
6104,"Guangzhou International Women's Open 2009 - Guangzhou",1,"09/14/09 00:00:00",2,2691,"CHN","$220K",,"http://www.gztennis.com/",23.059999,113.16,"1142                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,,,
6105,"Bell Challenge - Quebec City",3,"09/14/09 00:00:00",2,2702,"CAN","$220K",,"http://www.challengebell.com/",46.490002,-71.139999,"590                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,,,
6106,"Hansol Korea Open - Seoul",1,"09/21/09 00:00:00",2,2693,"KOR","$220K",,"http://www.hansolopen.com/",37.330002,126.58,"1143                                                                                                                                                                                                                                                           ",309,309,6145,6146,,,,,
6107,"Tashkent Open - Tashkent",1,"09/21/09 00:00:00",2,2696,"UZB","$220K",,"http://www.tashkentopen.uz/",41.200001,69.18,"756                                                                                                                                                                                                                                                            ",309,309,6145,6146,,,,,
6108,"Toray Pan Pacific Open - Tokyo",1,"09/28/09 00:00:00",3,2690,"JPN","$4.5M",,"http://www.toray-ppo.co.jp/",35.419998,139.46001,"536                                                                                                                                                                                                                                                            ",311,311,6149,6165,,,,,
