ID_P,NAME_P
621,"Thierry Ascione/Pauline Parmentier"
622,"Bob Bryan/Victoria Azarenka"
623,"Robert Lindstedt/Rennae Stubbs"
624,"Andre Sa/Janette Husarova"
625,"Kevin Ullyett/Bethanie Mattek-Sands"
626,"Edouard Roger-Vasselin/Stephanie Foretz"
627,"Gilles Simon/Camille Pin"
628,"Frantisek Cermak/Iveta Benesova"
629,"Bruno Soares/Maria-Jose Martinez Sanchez"
630,"Agustin Calleri/Kaia Kanepi"
631,"Frantisek Cermak/Lucie Hradecka"
632,"Dusan Vemic/Flavia Pennetta"
633,"Sanchai Ratiwatana/Nuria Llagostera Vives"
634,"David Skoch/Iveta Benesova"
635,"James Auckland/Elena Baltacha"
636,"Rohan Bopanna/Tatiana Poutchek"
637,"Igor Kunitsyn/Elena Vesnina"
638,"Sonchat Ratiwatana/Alisa Kleybanova"
639,"Lukas Dlouhy/Nicole Vaidisova"
640,"Scott Lipsky/Casey Dellacqua"
641,"Fernando Verdasco/Marta Domachowska"
642,"Jamie Delgado/Katie O'Brien"
643,"Eric Butorac/Bethanie Mattek-Sands"
644,"Yves Allegro/Agnes Szavay"
645,"Ross Hutchins/Anne Keothavong"
646,"Todd Perry/Mara Santangelo"
647,"Dmitry Tursunov/Nadezda Petrova"
648,"David Martin/Vania King"
649,"Max Mirnyi/Olga Govortsova"
650,"Robert Lindstedt/Anastasia Rodionova"
651,"Wesley Moodie/Jill Craybas"
652,"Mike Bryan/Katarina Srebotnik"
653,"Martin Damm/Shuai Peng"
654,"Leander Paes/Rennae Stubbs"
655,"Julian Knowle/Latisha Chan"
656,"Daniel Nestor/Chia-Jung Chuang"
657,"Robert Kendrick/Sloane Stephens"
658,"Martin Damm/Vladimira Uhlirova"
659,"Kaes Van't Hof/Riza Zalameda"
660,"Paul Hanley/Shahar Peer"
661,"Leander Paes/Cara Black"
662,"Donald Young/Melanie Oudin"
663,"Jordan Kerr/Casey Dellacqua"
664,"Jonas Bjorkman/Nadezda Petrova"
665,"Max Mirnyi/Anna Chakvetadze"
666,"Mahesh Bhupathi/Samantha Stosur"
667,"Scott Lipsky/Alexa Glatch"
668,"Mariusz Fyrstenberg/Elena Vesnina"
669,"Jeff Coetzee/Janette Husarova"
670,"Marcelo Melo/Lisa Raymond"
671,"Lukas Dlouhy/Shuai Peng"
672,"Eric Butorac/Jill Craybas"
673,"Jurgen Melzer/Dominika Cibulkova"
729,"Eric Butorac/Yaroslava Shvedova"
730,"Johan Brunstrom/Vera Dushevina"
731,"Paul Hanley/Anastasia Rodionova"
732,"Filip Polasek/Andrea Hlavackova"
733,"Travis Parrott/Kateryna Bondarenko"
734,"James Cerretani/Sybille Bammer"
735,"Dick Norman/Liga Dekmeijere"
736,"Fabrice Santoro/Anabel Medina Garrigues"
737,"Lucas Arnold-Ker/Gisela Dulko"
738,"Joshua Goodall/Naomi Cavaday"
739,"Kevin Ullyett/Su-Wei Hsieh"
740,"Mike Bryan/Bethanie Mattek-Sands"
741,"Marcelo Melo/Shuai Peng"
742,"Mahesh Bhupathi/Liezel Huber"
743,"Devin Britton/Mallory Cecil"
744,"Nenad Zimonjic/Bethanie Mattek-Sands"
745,"Scoville Jenkins/Shenay Perry"
746,"Jeff Coetzee/Raquel Atawo"
747,"Simon Aspelin/Alize Cornet"
748,"Daniel Nestor/Sania Mirza"
749,"Ashley Fisher/Akgul Amanmuradova"
750,"Travis Parrott/Carly Gullickson"
751,"Rajeev Ram/Melanie Oudin"
752,"Andre Sa/Maria-Jose Martinez Sanchez"
753,"Mariusz Fyrstenberg/Zi Yan"
754,"Travis Rettenmaier/Angela Haynes"
755,"Robert Kendrick/Abigail Spears"
756,"Oliver Marach/Janette Husarova"
757,"Michal Mertinak/Kaia Kanepi"
758,"Carsten Ball/Sophie Ferguson"
759,"Rik de Voest/Akgul Amanmuradova"
760,"Bernard Tomic/Carly Gullickson"
761,"Christopher Kas/Anna-Lena Groenefeld"
762,"Peter Luczak/Sally Peers"
763,"Andy Ram/Elena Vesnina"
764,"Matthew Ebden/Alicia Molik"
765,"Bob Bryan/Bethanie Mattek-Sands"
766,"Bruno Soares/Su-Wei Hsieh"
767,"Filip Polasek/Chia-Jung Chuang"
768,"Ross Hutchins/Liezel Huber"
769,"Wesley Moodie/Lisa Raymond"
770,"Max Mirnyi/Alisa Kleybanova"
771,"Oliver Marach/Barbora Strycova"
772,"Travis Parrott/Rennae Stubbs"
773,"Marcelo Melo/Flavia Pennetta"
774,"Julian Knowle/Monica Niculescu"
775,"Michal Mertinak/Nuria Llagostera Vives"
776,"Dick Norman/Raquel Atawo"
777,"Nenad Zimonjic/Maria Kirilenko"
778,"Jaroslav Levinsky/Ekaterina Makarova"
779,"Marcin Matkowski/Kveta Peschke"
780,"Daniel Nestor/Daniela Hantuchova"
781,"Andre Sa/Anabel Medina Garrigues"
782,"Michael Llodra/Aurelie Vedy"
783,"Alexandre Sidorenko/Kristina Mladenovic"
784,"Sebastien de Chaunac/Mathilde Johansson"
785,"Marc Lopez/Anabel Medina Garrigues"
786,"Oliver Marach/Nuria Llagostera Vives"
787,"Dick Norman/Virginie Razzano"
788,"Horia Tecau/Ekaterina Makarova"
789,"Ross Hutchins/Anastasia Pavlyuchenkova"
790,"Christopher Kas/Vania King"
791,"Aisam Qureshi/Akgul Amanmuradova"
792,"Michal Mertinak/Andrea Hlavackova"
793,"Michael Kohlmann/Monica Niculescu"
794,"Marcin Matkowski/Tathiana Garbin"
795,"Mark Knowles/Bethanie Mattek-Sands"
796,"Julian Knowle/Yaroslava Shvedova"
797,"Frantisek Cermak/Barbora Strycova"
798,"Daniel Nestor/Patty Schnyder"
799,"Xavier Malisse/Kim Clijsters"
800,"Horia Tecau/Monica Niculescu"
801,"Tommy Robredo/Marie-Eve Pelletier"
802,"Aisam Qureshi/Alla Kudryavtseva"
803,"Philipp Marx/Andrea Petkovic"
804,"Eric Butorac/Olga Govortsova"
805,"Rohan Bopanna/Anastasia Rodionova"
806,"Michael Kohlmann/Julia Goerges"
807,"Santiago Gonzalez/Klaudia Jans-Ignacik"
808,"Leos Friedl/Lucie Hradecka"
809,"Andre Sa/Vera Zvonareva"
810,"Jamie Murray/Laura Robson"
811,"Jonathan Marray/Anna Smith"
812,"Dick Norman/Yanina Wickmayer"
813,"Dmitry Tursunov/Vera Dushevina"
814,"Jean-Julien Rojer/Anastasia Pavlyuchenkova"
815,"Ken Skupski/Elena Baltacha"
816,"David Marrero/Alexandra Dulgheru"
817,"Johan Brunstrom/Timea Bacsinszky"
818,"Nenad Zimonjic/Samantha Stosur"
819,"Marcelo Melo/Rennae Stubbs"
820,"Daniel Nestor/Bethanie Mattek-Sands"
821,"Robert Lindstedt/Ekaterina Makarova"
822,"Mark Knowles/Katarina Srebotnik"
823,"Paul Hanley/Latisha Chan"
824,"Igor Zelenay/Alicja Rosolska"
825,"Ryan Harrison/Melanie Oudin"
826,"Marcin Matkowski/Olga Govortsova"
827,"Oliver Marach/Timea Bacsinszky"
828,"Jack Sock/Beatrice Capra"
829,"Rajeev Ram/Aravane Rezai"
830,"Rohan Bopanna/Zi Yan"
831,"Scott Lipsky/Abigail Spears"
832,"Dick Norman/Rennae Stubbs"
833,"Aisam Qureshi/Kveta Peschke"
834,"Horia Tecau/Vania King"
835,"Michael Russell/Jill Craybas"
836,"Pablo Cuevas/Gisela Dulko"
837,"Mariusz Fyrstenberg/Andrea Petkovic"
838,"Sam Querrey/Nicole Gibbs"
839,"Robert Lindstedt/Kaia Kanepi"
840,"Mark Knowles/Elena Vesnina"
841,"Carsten Ball/Sally Peers"
842,"Eric Butorac/Monica Niculescu"
843,"Marinko Matosevic/Sophie Ferguson"
844,"Matthew Ebden/Olivia Rogowska"
845,"Horia Tecau/Bethanie Mattek-Sands"
846,"Michael Kohlmann/Alexandra Dulgheru"
847,"Dick Norman/Chia-Jung Chuang"
848,"Peter Luczak/Alicia Molik"
849,"Bernard Tomic/Mirjana Lucic-Baroni"
850,"Chris Guccione/Rennae Stubbs"
851,"Andy Ram/Meghann Shaughnessy"
852,"Philipp Petzschner/Sofia Arvidsson"
853,"Jamie Murray/Alicja Rosolska"
854,"David Marrero/Sara Errani"
855,"Mahesh Bhupathi/Anastasia Rodionova"
856,"Nicolas Almagro/Anabel Medina Garrigues"
857,"Daniel Nestor/Katarina Srebotnik"
858,"Marc Lopez/Roberta Vinci"
859,"Marcin Matkowski/Chia-Jung Chuang"
860,"Rohan Bopanna/Sania Mirza"
861,"Leander Paes/Iveta Benesova"
862,"Grigor Dimitrov/Aravane Rezai"
863,"Max Mirnyi/Elena Vesnina"
864,"Mariusz Fyrstenberg/Su-Wei Hsieh"
865,"Jamie Murray/Nadezda Petrova"
866,"Jean-Julien Rojer/Alla Kudryavtseva"
867,"Bruno Soares/Ekaterina Makarova"
868,"Oliver Marach/Lisa Raymond"
869,"Sergiy Stakhovsky/Petra Kvitova"
870,"Frantisek Cermak/Klara Zakopalova"
871,"Thomaz Bellucci/Jarmila Wolfe"
872,"Gilles Simon/Alize Cornet"
873,"Michal Mertinak/Vladimira Uhlirova"
874,"Wesley Moodie/Liezel Huber"
875,"Horia Tecau/Barbora Strycova"
876,"Potito Starace/Flavia Pennetta"
877,"Mark Knowles/Anastasia Rodionova"
878,"Daniel Nestor/Vania King"
879,"Feliciano Lopez/Andrea Petkovic"
880,"Jean-Julien Rojer/Abigail Spears"
881,"Andreas Seppi/Alberta Brianti"
882,"Jonathan Marray/Anne Keothavong"
883,"Rajeev Ram/Alexandra Dulgheru"
884,"Santiago Gonzalez/Rebecca Marino"
885,"Ross Hutchins/Heather Watson"
886,"Rogier Wassen/Alicja Rosolska"
887,"Wesley Moodie/Raquel Atawo"
888,"Jamie Delgado/Melanie South"
889,"Carlos Berlocq/Maria Kondratieva"
890,"Ashley Fisher/Natalie Grandin"
674,"Andre Sa/Kateryna Bondarenko"
675,"Christopher Kas/Tatiana Poutchek"
676,"Fernando Verdasco/Jelena Jankovic"
677,"Nenad Zimonjic/Anna-Lena Groenefeld"
678,"Wesley Moodie/Patty Schnyder"
679,"Bruno Soares/Alisa Kleybanova"
680,"Christopher Kas/Chia-Jung Chuang"
681,"Kevin Ullyett/Galina Voskoboeva"
682,"Tommy Robredo/Anabel Medina Garrigues"
683,"Martin Damm/Elena Vesnina"
684,"Chris Guccione/Sophie Ferguson"
685,"Frantisek Cermak/Rennae Stubbs"
686,"Robert Lindstedt/Shahar Peer"
687,"Andre Sa/Alona Bondarenko"
688,"Jeff Coetzee/Francesca Schiavone"
689,"Marcin Matkowski/Lisa Raymond"
690,"Stephen Huss/Anastasia Rodionova"
691,"Carsten Ball/Jessica Moore"
692,"Daniel Nestor/Aleksandra Wozniak"
693,"Bernard Tomic/Monika Wejnert"
694,"Max Mirnyi/Nadezda Petrova"
695,"Bob Bryan/Liezel Huber"
696,"Frantisek Cermak/Kveta Peschke"
697,"Marc Gicquel/Pauline Parmentier"
698,"Leos Friedl/Vladimira Uhlirova"
699,"Andre Sa/Ai Sugiyama"
700,"Josselin Ouanna/Aurelie Vedy"
701,"Ross Hutchins/Rennae Stubbs"
702,"Mark Knowles/Anna-Lena Groenefeld"
703,"Rik de Voest/Anastasia Rodionova"
704,"Jordan Kerr/Yaroslava Shvedova"
705,"Nenad Zimonjic/Zi Yan"
706,"Daniel Nestor/Elena Vesnina"
707,"Thierry Ascione/Stephanie Cohen-Aloro"
708,"Ashley Fisher/Su-Wei Hsieh"
709,"Eric Butorac/Raquel Atawo"
710,"Marcelo Melo/Vania King"
711,"Robert Lindstedt/Severine Beltrame"
712,"Nicolas Mahut/Julie Coin"
713,"Filip Polasek/Dominika Cibulkova"
714,"Jeff Coetzee/Virginie Razzano"
715,"Michal Mertinak/Mara Santangelo"
716,"Wesley Moodie/Vladimira Uhlirova"
717,"Colin Fleming/Sarah Borwell"
718,"Ken Skupski/Katie O'Brien"
719,"Ashley Fisher/Abigail Spears"
720,"Andrei Pavel/Monica Niculescu"
721,"Jordan Kerr/Vania King"
722,"Jean-Julien Rojer/Galina Voskoboeva"
723,"Jeff Coetzee/Jill Craybas"
724,"Andy Ram/Anna Chakvetadze"
725,"Rogier Wassen/Tamarine Tanasugarn"
726,"Philipp Petzschner/Barbora Strycova"
727,"Scott Lipsky/Ekaterina Makarova"
728,"Rik de Voest/Raquel Atawo"
891,"Marcin Matkowski/Klaudia Jans-Ignacik"
892,"Igor Zelenay/Vladimira Uhlirova"
893,"Colin Fleming/Jocelyn Rae"
894,"Marc Lopez/Arantxa Parra-Santonja"
895,"Mike Bryan/Samantha Stosur"
896,"Alexander Waske/Jasmin Woehr"
897,"Jamie Murray/Jarmila Wolfe"
898,"Eduardo Schwank/Alla Kudryavtseva"
899,"Dustin Brown/Vania King"
900,"Paul Hanley/Su-Wei Hsieh"
901,"Juan-Sebastian Cabal/Polona Hercog"
902,"David Marrero/Andrea Hlavackova"
903,"Jurgen Melzer/Iveta Melzer"
904,"Mark Knowles/Nadezda Petrova"
905,"Daniel Nestor/Latisha Chan"
906,"Dick Norman/Lisa Raymond"
907,"Mahesh Bhupathi/Elena Vesnina"
908,"Martin Damm/Renata Voracova"
909,"Max Mirnyi/Yaroslava Shvedova"
910,"Christopher Kas/Anastasia Rodionova"
911,"Jack Sock/Melanie Oudin"
912,"Filip Polasek/Vladimira Uhlirova"
913,"David Martin/Christina Fusano"
914,"Rohan Bopanna/Vania King"
915,"Jean-Julien Rojer/Natalie Grandin"
916,"Donald Young/Taylor Townsend"
917,"Mariusz Fyrstenberg/Latisha Chan"
918,"Leander Paes/Elena Vesnina"
919,"Eduardo Schwank/Gisela Dulko"
920,"Eric Butorac/Coco Vandeweghe"
921,"Michael Russell/Mashona Washington"
922,"Scott Lipsky/Lisa Raymond"
923,"Daniele Bracciali/Flavia Pennetta"
924,"Bruno Soares/Jarmila Wolfe"
925,"Alexander Peya/Tamira Paszek"
926,"Rajeev Ram/Raquel Atawo"
927,"Travis Parrott/Abigail Spears"
928,"Steve Johnson/Irina Falconi"
929,"Horia Tecau/Andrea Hlavackova"
930,"Daniele Bracciali/Roberta Vinci"
931,"Mike Bryan/Kveta Peschke"
932,"Kei Nishikori/Kimiko Date-Krumm"
933,"Bernard Tomic/Jelena Jankovic"
934,"Benjamin Mitchell/Ashleigh Barty"
935,"Aisam Qureshi/Andrea Hlavackova"
936,"Paul Hanley/Jelena Dokic"
937,"Rohan Bopanna/Lisa Raymond"
938,"Alexander Peya/Galina Voskoboeva"
939,"Matthew Ebden/Casey Dellacqua"
940,"Marinko Matosevic/Olivia Rogowska"
941,"Marcin Matkowski/Su-Wei Hsieh"
942,"Marcelo Melo/Nadezda Petrova"
943,"Max Mirnyi/Anastasia Pavlyuchenkova"
944,"Scott Lipsky/Vladimira Uhlirova"
945,"Colin Fleming/Liezel Huber"
946,"Andy Ram/Yaroslava Shvedova"
947,"Mariusz Fyrstenberg/Abigail Spears"
948,"Jamie Murray/Shuai Peng"
949,"Max Mirnyi/Liezel Huber"
950,"Juan-Sebastian Cabal/Vera Dushevina"
951,"Alexander Peya/Alicja Rosolska"
952,"Marc Gicquel/Mathilde Johansson"
953,"Paul Hanley/Natalie Grandin"
954,"Filip Polasek/Alla Kudryavtseva"
955,"Marcin Matkowski/Anna-Lena Groenefeld"
956,"Daniel Nestor/Nadezda Petrova"
957,"Daniele Bracciali/Galina Voskoboeva"
958,"Bob Bryan/Serena Williams"
959,"Michael Llodra/Amandine Hesse"
960,"Nicolas Devilder/Virginie Razzano"
961,"David Marrero/Yaroslava Shvedova"
962,"Benoit Paire/Pauline Parmentier"
963,"Johan Brunstrom/Andreja Klepac"
964,"Jean-Julien Rojer/Klaudia Jans-Ignacik"
965,"Julian Knowle/Tamira Paszek"
966,"Marc Lopez/Janette Husarova"
967,"Mikhail Elgin/Galina Voskoboeva"
968,"Santiago Gonzalez/Shuai Zhang"
969,"Ashley Fisher/Mona Barthel"
970,"Dick Norman/Alicja Rosolska"
971,"Mikhail Kukushkin/Yaroslava Shvedova"
972,"Kevin Anderson/Chanelle Scheepers"
973,"Paul Hanley/Alla Kudryavtseva"
974,"Colin Fleming/Su-Wei Hsieh"
975,"Andre Sa/Anastasia Rodionova"
976,"Dominic Inglot/Laura Robson"
977,"Scott Lipsky/Natalie Grandin"
978,"Ken Skupski/Melanie South"
979,"Eric Butorac/Varvara Lepchenko"
980,"Filip Polasek/Daniela Hantuchova"
981,"Philipp Petzschner/Angelique Kerber"
982,"Frank Moser/Vladimira Uhlirova"
983,"Marcelo Melo/Vera Zvonareva"
984,"Treat Conrad Huey/Raquel Atawo"
985,"Mark Knowles/Ekaterina Makarova"
986,"Robert Farah/Monica Niculescu"
987,"Andy Ram/Kveta Peschke"
988,"James Cerretani/Petra Martic"
989,"Daniel Nestor/Julia Goerges"
990,"Fabio Fognini/Sara Errani"
991,"David Marrero/Nuria Llagostera Vives"
992,"Rohan Bopanna/Jie Zheng"
993,"Alexander Peya/Anna-Lena Groenefeld"
994,"Bradley Klahn/Grace Min"
995,"Rajeev Ram/Sloane Stephens"
996,"Brian Battistone/Nicole Melichar"
997,"Mahesh Bhupathi/Andrea Hlavackova"
998,"Mitchell Krueger/Samantha Crawford"
999,"Aisam Qureshi/Su-Wei Hsieh"
1000,"Filip Polasek/Barbora Strycova"
1001,"Colin Fleming/Sania Mirza"
1002,"Eric Butorac/Andrea Petkovic"
1003,"Donald Young/Varvara Lepchenko"
1004,"Jonathan Marray/Vladimira Uhlirova"
1005,"Mariusz Fyrstenberg/Klaudia Jans-Ignacik"
1006,"Robert Lindstedt/Daniela Hantuchova"
1007,"Jean-Julien Rojer/Anastasia Rodionova"
1008,"Bob Bryan/Kim Clijsters"
1009,"Leander Paes/Sania Mirza"
1010,"Andreas Seppi/Sara Errani"
1011,"Juan Martin Del Potro/Gisela Dulko"
1012,"Mikhail Youzhny/Elena Vesnina"
1013,"Andy Murray/Laura Robson"
1014,"Radek Stepanek/Lucie Hradecka"
1015,"Lleyton Hewitt/Samantha Stosur"
1016,"Marcin Matkowski/Agnieszka Radwanska"
1017,"Christopher Kas/Sabine Lisicki"
3699,"Unknown Player/Unknown Player"
1018,"Bernard Tomic/Ashleigh Barty"
1019,"Andreas Seppi/Francesca Schiavone"
1021,"Tommy Haas/Andrea Petkovic"
1022,"Jo-Wilfried Tsonga/Mathilde Johansson"
1025,"John Isner/Venus Williams"
1026,"Tommy Haas/Tatjana Maria"
1027,"Thanasi Kokkinakis/Venus Williams"
1028,"Thanasi Kokkinakis/Tatjana Maria"
3716,"Chris Guccione/Bojana Bobusic"
3701,"Bruno Soares/Anabel Medina Garrigues"
3702,"Jack Sock/Ashleigh Barty"
3703,"Rohan Bopanna/Su-Wei Hsieh"
3704,"Martin Klizan/Yanina Wickmayer"
3705,"Robert Lindstedt/Anna-Lena Groenefeld"
3706,"Bob Bryan/Sania Mirza"
3707,"Luke Saville/Samantha Stosur"
3708,"John-Patrick Smith/Casey Dellacqua"
3709,"Daniele Bracciali/Andrea Hlavackova"
3710,"Denis Istomin/Yaroslava Shvedova"
3711,"Juan-Sebastian Cabal/Maria-Jose Martinez Sanchez"
3712,"Mahesh Bhupathi/Nadezda Petrova"
3713,"Frederik Nielsen/Sabine Lisicki"
3714,"Matthew Ebden/Jarmila Wolfe"
3715,"Aisam Qureshi/Sofia Arvidsson"
3717,"Santiago Gonzalez/Zi Yan"
3718,"Andre Sa/Vladimira Uhlirova"
3719,"Fabio Fognini/Daniela Hantuchova"
3720,"Rajeev Ram/Natalie Grandin"
3721,"Robert Lindstedt/Sania Mirza"
3722,"Aisam Qureshi/Cara Black"
3723,"David Marrero/Sorana Cirstea"
3724,"Frederik Nielsen/Su-Wei Hsieh"
3725,"Juan-Sebastian Cabal/Nadezda Petrova"
3726,"Alexander Peya/Mandy Minella"
3727,"Santiago Gonzalez/Anastasia Rodionova"
3728,"Mahesh Bhupathi/Casey Dellacqua"
3729,"Marc Gicquel/Caroline Garcia"
3730,"Jonathan Marray/Heather Watson"
3731,"Jeremy Chardy/Alize Lim"
3732,"Julian Knowle/Shuai Zhang"
3733,"Daniel Nestor/Kristina Mladenovic"
3734,"Marcelo Melo/Liezel Huber"
3735,"Benoit Paire/Severine Beltrame"
3736,"Leander Paes/Jelena Jankovic"
3737,"Lukas Dlouhy/Andrea Hlavackova"
3738,"Bruno Soares/Lisa Raymond"
3739,"Horia Tecau/Anna-Lena Groenefeld"
3740,"Colin Fleming/Kirsten Flipkens"
3741,"Rohan Bopanna/Ashleigh Barty"
3742,"Jean-Julien Rojer/Daniela Hantuchova"
3743,"Filip Polasek/Natalie Grandin"
3745,"Colin Fleming/Laura Robson"
3746,"Filip Polasek/Janette Husarova"
3747,"Kyle Edmund/Eugenie Bouchard"
3748,"Frederik Nielsen/Sofia Arvidsson"
3749,"Ivan Dodig/Marina Erakovic"
3750,"John Peers/Ashleigh Barty"
3751,"Rajeev Ram/Francesca Schiavone"
3752,"Raven Klaasen/Anastasia Rodionova"
3753,"Max Mirnyi/Andrea Hlavackova"
3754,"Jean-Julien Rojer/Vera Dushevina"
3755,"Jamie Murray/Su-Wei Hsieh"
3756,"Robin Haase/Alicja Rosolska"
3757,"David Marrero/Kimiko Date-Krumm"
3758,"Johan Brunstrom/Katalin Marosi"
3759,"Paul Hanley/Hao-Ching Chan"
3760,"Robert Farah/Darija Jurak Schreiber"
3761,"Nicholas Monroe/Marion Bartoli"
3762,"Santiago Gonzalez/Natalie Grandin"
3763,"Andy Ram/Abigail Spears"
3764,"Fabio Fognini/Flavia Pennetta"
3765,"Jamie Delgado/Tara Moore"
3766,"James Blake/Donna Vekic"
3767,"Lukas Dlouhy/Lucie Safarova"
3768,"Dominic Inglot/Johanna Konta"
3769,"Nicolas Almagro/Maria-Teresa Torro-Flor"
3770,"Mark Knowles/Sabine Lisicki"
3771,"Leander Paes/Saisai Zheng"
3772,"Eric Butorac/Alize Cornet"
3773,"Martin Emmrich/Julia Goerges"
3774,"Juan-Sebastian Cabal/Bojana Jovanovski"
3775,"Horia Tecau/Sania Mirza"
3776,"James Cerretani/Mona Barthel"
3777,"Jaroslav Levinsky/Liga Dekmeijere"
3778,"Colin Fleming/Nuria Llagostera Vives"
3779,"Lukas Dlouhy/Saisai Zheng"
3780,"Austin Krajicek/Melanie Oudin"
3781,"Rohan Bopanna/Julia Goerges"
3782,"Santiago Gonzalez/Abigail Spears"
3783,"Jarmere Jenkins/Sabrina Santamaria"
3784,"Edouard Roger-Vasselin/Alize Cornet"
3785,"Donald Young/Victoria Duval"
3786,"Dennis Novikov/Kaitlyn Christian"
3787,"Robert Lindstedt/Latisha Chan"
3788,"Eric Roberson/Yasmin Schnack"
3789,"Mariusz Fyrstenberg/Anastasia Rodionova"
3790,"Jean-Julien Rojer/Lisa Raymond"
3791,"Eric Butorac/Megan Moulton-Levy"
3792,"Jack Sock/Sloane Stephens"
3793,"Martin Emmrich/Hao-Ching Chan"
3794,"Bernard Tomic/Samantha Stosur"
3795,"Milos Raonic/Eugenie Bouchard"
3796,"Oliver Anderson/Flavia Pennetta"
3797,"Grzegorz Panfil/Agnieszka Radwanska"
3798,"Radek Stepanek/Petra Kvitova"
3799,"Jo-Wilfried Tsonga/Alize Cornet"
3800,"John Isner/Sloane Stephens"
3801,"Daniel Munoz-De La Nava/Anabel Medina Garrigues"
3802,"Andreas Seppi/Flavia Pennetta"
3803,"Andreas Seppi/Bojana Bobusic"
3804,"Samuel Groth/Eugenie Bouchard"
3805,"Scott Lipsky/Jie Zheng"
3806,"Dominic Inglot/Abigail Spears"
3807,"Jamie Murray/Cara Black"
3808,"Mariusz Fyrstenberg/Lisa Raymond"
3809,"Raven Klaasen/Su-Wei Hsieh"
3810,"James Duckworth/Ajla Tomljanovic"
3811,"Leander Paes/Daniela Hantuchova"
3812,"David Marrero/Arantxa Parra-Santonja"
3813,"Robert Lindstedt/Hao-Ching Chan"
3814,"Nenad Zimonjic/Svetlana Kuznetsova"
3815,"Colin Fleming/Anastasia Rodionova"
3816,"Thanasi Kokkinakis/Donna Vekic"
3817,"Aisam Qureshi/Julia Goerges"
3818,"Ross Hutchins/Casey Dellacqua"
3819,"Nick Kyrgios/Arina Rodionova"
3820,"Chris Guccione/Storm Hunter"
3821,"John-Patrick Smith/Olivia Rogowska"
3822,"Rohan Bopanna/Katarina Srebotnik"
3823,"Martin Emmrich/Lucie Hradecka"
3824,"Johan Brunstrom/Alicja Rosolska"
3825,"Alexander Peya/Abigail Spears"
3827,"Santiago Gonzalez/Arantxa Parra-Santonja"
3828,"John Peers/Lisa Raymond"
3829,"Jean-Julien Rojer/Anna-Lena Groenefeld"
3830,"Mariusz Fyrstenberg/Lucie Hradecka"
3831,"Bruno Soares/Yaroslava Shvedova"
3832,"Jamie Murray/Casey Dellacqua"
3833,"Adrian Mannarino/Mathilde Johansson"
3834,"Raven Klaasen/Raquel Atawo"
3835,"Max Mirnyi/Hao-Ching Chan"
3836,"David Marrero/Anabel Medina Garrigues"
3844,"Nicholas Monroe/Megan Moulton-Levy"
3837,"Dominic Inglot/Klaudia Jans-Ignacik"
3838,"Eric Butorac/Timea Babos"
3839,"Nenad Zimonjic/Julia Goerges"
3840,"Juan-Sebastian Cabal/Liezel Huber"
3841,"Robert Farah/Cara Black"
3842,"Treat Conrad Huey/Alla Kudryavtseva"
3843,"Marc Lopez/Andrea Hlavackova"
3846,"Henri Kontinen/Alla Kudryavtseva"
3847,"Chris Guccione/Oksana Kalashnikova"
3848,"Tomasz Bednarek/Vania King"
3849,"Divij Sharan/Shuko Aoyama"
3850,"Rohan Bopanna/Barbora Strycova"
3851,"Daniele Bracciali/Karin Knapp"
3852,"Mate Pavic/Bojana Jovanovski"
3853,"Jurgen Melzer/Anabel Medina Garrigues"
3854,"Lukas Rosol/Klara Koukalova"
3855,"Martin Klizan/Belinda Bencic"
3856,"James Ward/Anna Smith"
3857,"Nicholas Monroe/Shuai Zhang"
3858,"Bruno Soares/Martina Hingis"
3859,"Jaroslav Levinsky/Janette Husarova"
3860,"Dmitry Tursunov/Megan Moulton-Levy"
3861,"Treat Conrad Huey/Lisa Raymond"
3862,"Lukas Dlouhy/Liezel Huber"
3863,"Rohan Bopanna/Andrea Hlavackova"
3864,"Mikhail Elgin/Anastasia Rodionova"
3865,"Scott Lipsky/Raquel Atawo"
3866,"Martin Emmrich/Michaella Krajicek"
3867,"Santiago Gonzalez/Latisha Chan"
3868,"Philipp Oswald/Yvonne Meusburger"
3869,"Andre Begemann/Olga Savchuk"
3870,"Florin Mergea/Elina Svitolina"
3871,"Neal Skupski/Naomi Broady"
3872,"Aisam Qureshi/Vera Dushevina"
3873,"Oliver Marach/Karolina Pliskova"
3874,"Raven Klaasen/Marina Erakovic"
3875,"Bob Bryan/Kveta Peschke"
3876,"Michael Venus/Alicja Rosolska"
3877,"Jesse Huta Galung/Andreja Klepac"
3878,"Andre Sa/Renata Voracova"
3879,"Bruno Soares/Sania Mirza"
3880,"Ernesto Escobedo/Tornado Alicia Black"
3881,"Raven Klaasen/Anabel Medina Garrigues"
3882,"Marin Draganja/Michaella Krajicek"
3883,"Nicholas Monroe/Lauren Davis"
3884,"Ross Hutchins/Latisha Chan"
3885,"Treat Conrad Huey/Alize Cornet"
3886,"Robert Lindstedt/Martina Hingis"
3887,"Stefan Kozlov/Christina Mchale"
3888,"Robert Farah/Anastasia Rodionova"
3889,"Bradley Klahn/Shelby Rogers"
3890,"Horia Tecau/Lucie Hradecka"
3891,"Taylor Harry Fritz/Asia Muhammad"
3892,"Joel Kielbowicz/Jacqueline Cako"
3893,"Alexander Peya/Andrea Hlavackova"
3894,"Jaroslav Levinsky/Klara Koukalova"
3895,"Vasek Pospisil/Eugenie Bouchard"
