ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
746,,,,,,,,,"http://www.atpworldtour.com/en/players/bastian-gronefeld/g563/overview",,,,"01.01.2023"
747,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/sebastian-jaeger/j182/overview",,,,"01.01.2023"
748,"2001",84,185,"Glogow, Poland","Wroclaw, Poland","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/michal-przysiezny/p701/overview",,,,"01.01.2023"
749,"2002",88,191,"Boleslawiec, Poland","Lubin, Poland","Right-Handed, Two-Handed Backhand","Jan Stoces","http://www.lukasz-kubot.com/","http://www.atpworldtour.com/en/players/lukasz-kubot/k540/overview","https://twitter.com/LukaszKubot","https://www.facebook.com/%C5%81ukasz-Kubot-98450103581","https://www.instagram.com/kubot.lukasz","01.01.2023"
750,,,,,,,,,"http://www.atpworldtour.com/en/players/dominique-coene/c664/overview",,,,"01.01.2023"
751,"1997",82,191,"Havirov, Czech Republic","Ostrava, Czech Republic","Left-Handed, Unknown Backhand",,"http://www.pavelsnobel.com","http://www.atpworldtour.com/en/players/pavel-snobel/s799/overview",,,,"01.01.2023"
752,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/michal-gawlowski/g326/overview",,,,"01.01.2023"
753,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/cedric-lenoir/l288/overview",,,,"01.01.2023"
754,"1998",82,183,"Lahore, Pakistan","Lahore, Pakistan","Right-Handed, One-Handed Backhand","Robert Davis, Jalil Khan, Abid Ali Akbar","http://www.aisam-qureshi.com","http://www.atpworldtour.com/en/players/aisam-ul-haq-qureshi/q019/overview","https://twitter.com/aisamhqureshi","https://www.facebook.com/aisamulhaqofficial","https://www.instagram.com/aisamqureshi/","01.01.2023"
755,,,,,,,,,"http://www.atpworldtour.com/en/players/benjamin-kohlloeffel/k539/overview",,,,"01.01.2023"
756,"1998",71,185,"Siracusa, Italy","Siracusa, Italy","Left-Handed, Unknown Backhand","Fabio Rizzo",,"http://www.atpworldtour.com/en/players/alessio-di-mauro/d330/overview",,,,"01.01.2023"
757,"2001",75,193,"Maaseik, Belgium","Maaseik, Belgium","Right-Handed, Two-Handed Backhand","Thierry Meeuws","http://www.kristof-vliegen.com","http://www.atpworldtour.com/en/players/kristof-vliegen/v309/overview",,"https://www.facebook.com/Kvliegen/",,"01.01.2023"
758,,,,,,,,,"http://www.atpworldtour.com/en/players/nikolai-soloviev/sc87/overview",,,,"01.01.2023"
759,,,,,,,,,"http://www.atpworldtour.com/en/players/olivier-mauger/mb86/overview",,,,"01.01.2023"
760,"2001",77,185,"Bayreuth, Germany","Pulheim, Germany","Right-Handed, One-Handed Backhand","Stefan Eriksson","http://www.philipp-petzschner.de","http://www.atpworldtour.com/en/players/philipp-petzschner/p624/overview","https://twitter.com/ppetzschner","https://www.facebook.com/pages/Philipp-Petzschner/136037483125004","https://www.instagram.com/petzsche/","01.01.2023"
761,"2002",75,183,"Heidelberg, Germany","Heidelberg, Germany","Left-Handed, Unknown Backhand","Helmut Luethy",,"http://www.atpworldtour.com/en/players/simon-stadler/s944/overview",,,,"01.01.2023"
762,"2001",74,180,"Taipei, Chinese Taipei","Taipei, Chinese Taipei","Right-Handed, Two-Handed Backhand","Stephen Koon","http://www.RendyLu.com","http://www.atpworldtour.com/en/players/yen-hsun-lu/l575/overview","https://twitter.com/LuRendy","https://www.facebook.com/LuRendy","https://www.instagram.com/lurendy/","01.01.2023"
763,"2001",73,180,"Saudi Arabia","Taipei, Chinese Taipei","Right-Handed, Two-Handed Backhand","Dejan Petrovic & Vahe Assadourian",,"http://www.atpworldtour.com/en/players/jimmy-wang/w373/overview",,,,"01.01.2023"
764,,,,,,,,,"http://www.atpworldtour.com/en/players/minh-quan-do/d532/overview",,,,"01.01.2023"
765,,,,,,,,,"http://www.atpworldtour.com/en/players/chi-khuong-huynh/h695/overview",,,,"01.01.2023"
766,,66,178,"Bandung, Indonesia",,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/suwandi-suwandi/s537/overview",,,,"01.01.2023"
767,"1997",77,180,"Hoorn","Amsterdam","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/melvyn-op-der-heijde/o150/overview",,,,"01.01.2023"
768,,,,,,,,,"http://www.atpworldtour.com/en/players/attapol-rithiwattanapong/r472/overview",,,,"01.01.2023"
769,,,,,,,,,"http://www.atpworldtour.com/en/players/yusuke-egawa/e234/overview",,,,"01.01.2023"
770,,,,,,,,,"http://www.atpworldtour.com/en/players/yasuo-miyazaki/m847/overview",,,,"01.01.2023"
771,"2001",81,183,"Magdeburg, Germany","Erkrath,Germany","Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/martin-emmrich/e223/overview","https://twitter.com/martinemmrich",,,"01.01.2023"
772,,,,,,,,,"http://www.atpworldtour.com/en/players/branislav-repa/r650/overview",,,,"01.01.2023"
773,,88,180,"Berlin","Munich","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/lars-uebel/u045/overview",,,,"01.01.2023"
774,,,,,,,,,"http://www.atpworldtour.com/en/players/iphton-louis/l542/overview",,,,"01.01.2023"
775,"2000",85,185,"Basel, Switzerland","Basel, Switzerland","Right-Handed, Two-Handed Backhand","Jan Vacek","https://www.chiudinelli.ch/","http://www.atpworldtour.com/en/players/marco-chiudinelli/c582/overview","https://twitter.com/mchiudinelli33",,"https://www.instagram.com/marco_chiudinelli/","01.01.2023"
776,"1998",85,188,"dublin","dublin, ireland","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/peter-clarke/c526/overview",,,,"01.01.2023"
777,"1999",79,,"Norwich","London","Right-Handed, Unknown Backhand","Neville Godwin",,"http://www.atpworldtour.com/en/players/james-auckland/a373/overview",,,,"01.01.2023"
778,"2003",92,201,"Melbourne, Australia","New York, NY, USA","Left-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/chris-guccione/g621/overview",,,,"01.01.2023"
779,"1999",68,180,"Milan, Italy","Vancouver, Canada","Right-Handed, Two-Handed Backhand",,"http://www.rikdevoest.com/","http://www.atpworldtour.com/en/players/rik-de-voest/d424/overview",,"https://www.facebook.com/rikdevoestrealestate/","https://www.instagram.com/rikdevoest","01.01.2023"
780,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/john-doran/d395/overview",,,,"01.01.2023"
781,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/or-dekel/d376/overview",,,,"01.01.2023"
782,"2003",79,188,"Belo Horizonte, Brazil","Sydney, NSW, Australia","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/raphael-durek/d526/overview",,,,"01.01.2023"
783,"1997",69,178,"St. Petersburg, South Africa","Johannesburg, South Africa","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/louis-vosloo/v223/overview",,,,"01.01.2023"
784,,,,,,,,,"http://www.atpworldtour.com/en/players/atsuo-ogawa/o196/overview",,,,"01.01.2023"
785,"1997",85,183,"Buenos Aires, Argentina","Buenos Aires, Argentina","Right-Handed, Unknown Backhand","Alejandro Lombardo",,"http://www.atpworldtour.com/en/players/mariano-delfino/d347/overview",,,,"01.01.2023"
786,,,,,,,,,"http://www.atpworldtour.com/en/players/parsa-samii/sb69/overview",,,,"01.01.2023"
787,,,,,,,,,"http://www.atpworldtour.com/en/players/alberto-koffman/k690/overview",,,,"01.01.2023"
788,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/miguel-gallardo-valles/g510/overview",,,,"01.01.2023"
789,,,,,,,,,"http://www.atpworldtour.com/en/players/simon-rea/r615/overview",,,,"01.01.2023"
790,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/james-shortall/s764/overview",,,,"01.01.2023"
791,"2002",78,191,"Bolzano, Italy","Caldaro, Italy","Right-Handed, Two-Handed Backhand","Massimo Sartori","http://www.andreasseppi.com/","http://www.atpworldtour.com/en/players/andreas-seppi/sa93/overview","https://twitter.com/andreasseppi","https://www.facebook.com/andreasseppi/","https://instagram.com/andyseppio","01.01.2023"
792,,,,,,,,,"http://www.atpworldtour.com/en/players/tewfiq-hadj-slimane/h660/overview",,,,"01.01.2023"
793,,,,,,,,,"http://www.atpworldtour.com/en/players/fabio-docche/d450/overview",,,,"01.01.2023"
794,,,,,,,,,"http://www.atpworldtour.com/en/players/massimo-bosa/ba62/overview",,,,"01.01.2023"
795,"1997",75,188,"Florence, Italy","Florence, Italy","Left-Handed, Unknown Backhand","Massimo Ardinghi",,"http://www.atpworldtour.com/en/players/leonardo-azzaro/a303/overview",,,,"01.01.2023"
796,,,170,"Buenos Aires",,"Right-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/gustavo-marcaccio/m812/overview",,,,"01.01.2023"
797,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/phillip-harboe/h465/overview",,,,"01.01.2023"
798,,,,,,,,,"http://www.atpworldtour.com/en/players/marcello-amador/a361/overview",,,,"01.01.2023"
799,"2000",84,183,"Mexico City, Mexico","Mexico City, Mexico","Right-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/bruno-echagaray/e212/overview",,,,"01.01.2023"
800,,74,180,"Leon, Mexico","Atlanta, GA, USA","Ambidextrous, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/juan-manuel-elizondo/e232/overview",,,,"01.01.2023"
801,"2001",92,191,"Cordoba, Mexico","Cordoba, Mexico","Right-Handed, Two-Handed Backhand","Matias Gonzalez","http://santyoficial.com/","http://www.atpworldtour.com/en/players/santiago-gonzalez/g551/overview","https://twitter.com/gonzalezsanty","https://www.facebook.com/SantiagoGonzalezOficial","https://www.instagram.com/gonzalezsanty/","01.01.2023"
802,"1991",70,178,"Lodi, Italy","Lodi, Italy","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/nicola-bruno/b407/overview",,,,"01.01.2023"
803,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/issam-jellali/j223/overview",,,,"01.01.2023"
804,"2001",88,185,"Pisek, Czech Republic","Monte Carlo, Monaco","Right-Handed, Unknown Backhand","Karel Novacek, James Dicker",,"http://www.atpworldtour.com/en/players/lukas-dlouhy/d487/overview",,,,"01.01.2023"
805,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/walid-jallali/j173/overview",,,,"01.01.2023"
806,"2002",84,188,"Tarzana","Los Angeles","Right-Handed, Unknown Backhand","Alex O'Brien",,"http://www.atpworldtour.com/en/players/travis-rettenmaier/r616/overview",,,,"01.01.2023"
807,,,,,,,,,"http://www.atpworldtour.com/en/players/aaron-badart/ba29/overview",,,,"01.01.2023"
808,,,,,,,,,"http://www.atpworldtour.com/en/players/christian-perrone/p637/overview",,,,"01.01.2023"
809,,,,,,,,,"http://www.atpworldtour.com/en/players/sergio-parente-vazquez/p587/overview",,,,"01.01.2023"
810,,,,,,,,,"http://www.atpworldtour.com/en/players/stefano-dolce/d445/overview",,,,"01.01.2023"
811,,,,,,,,,"http://www.atpworldtour.com/en/players/james-collieson/c719/overview",,,,"01.01.2023"
812,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/giancarlo-petrazzuolo/p529/overview",,,,"01.01.2023"
813,,,,,,,,,"http://www.atpworldtour.com/en/players/pietro-ansaldo/a516/overview",,,,"01.01.2023"
814,"2001",84,188,"Benevento, Italy","Cervinara, Italy","Right-Handed, Two-Handed Backhand","Fabrizio Fanucci",,"http://www.atpworldtour.com/en/players/potito-starace/s843/overview",,"https://www.facebook.com/Potito-Starace-368534426512125/","https://www.instagram.com/staracepotito/","01.01.2023"
815,,,,,,,,,"http://www.atpworldtour.com/en/players/antonio-pastorino/p603/overview",,,,"01.01.2023"
816,,,,,,,,,"http://www.atpworldtour.com/en/players/marco-de-sanctis/d609/overview",,,,"01.01.2023"
817,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/adriano-albanesi/a345/overview",,,,"01.01.2023"
818,,,,,,,,,"http://www.atpworldtour.com/en/players/matija-zgaga/z138/overview",,,,"01.01.2023"
819,,,,,,,,,"http://www.atpworldtour.com/en/players/bostjan-osabnik/o189/overview",,,,"01.01.2023"
820,"2000",79,183,"Orenbourg","Moscow","Right-Handed, Unknown Backhand","Dirk Hordorff",,"http://www.atpworldtour.com/en/players/dmitri-sitak/sa81/overview",,,,"01.01.2023"
821,,85,180,"Tashkent, Uzbekistan","Tashkent, Uzbekistan","Right-Handed, Two-Handed Backhand","Ikramov",,"http://www.atpworldtour.com/en/players/sarvar-ikramov/i164/overview",,,,"01.01.2023"
822,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/dimitri-mazur/m690/overview",,,,"01.01.2023"
823,,,,,,,,,"http://www.atpworldtour.com/en/players/murad-inoyatov/i151/overview",,,,"01.01.2023"
824,,88,198,"Trencin, Slovakia",,"Right-Handed, Two-Handed Backhand","Patrik Fabian",,"http://www.atpworldtour.com/en/players/igor-zelenay/z134/overview",,,"https://www.instagram.com/igorzelenay","01.01.2023"
825,,,,,,,,,"http://www.atpworldtour.com/en/players/peter-capkovic/c785/overview",,,,"01.01.2023"
826,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/artemon-apostu-efremov/a392/overview",,,,"01.01.2023"
828,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/anton-kokurin/k327/overview",,,,"01.01.2023"
829,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/dimitri-lorin/l399/overview",,,,"01.01.2023"
830,,,,,,,,,"http://www.atpworldtour.com/en/players/dirk-stegmann/s920/overview",,,,"01.01.2023"
831,"2002",91,196,"Valasske Mezirici, CZE","Monte Carlo, Monaco","Right-Handed, Two-Handed Backhand","Martin Stepanek","http://www.tomasberdych.cz","http://www.atpworldtour.com/en/players/tomas-berdych/ba47/overview","https://twitter.com/tomasberdych","https://www.facebook.com/tomasberdych","https://www.instagram.com/tomasberdych/","01.01.2023"
832,,,,,,,,,"http://www.atpworldtour.com/en/players/dusan-karol/k585/overview",,,,"01.01.2023"
833,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/aaron-marchetti/m804/overview",,,,"01.01.2023"
834,"2001",77,185,"Newport News, Virginia, USA","Chapel Hill, NC, USA","Right-Handed, Unknown Backhand","Sam Paul, Calvin Davis",,"http://www.atpworldtour.com/en/players/tripp-phillips/p452/overview",,,,"01.01.2023"
835,,81,,"New York New York","Coral Gables, FL","Right-Handed, Unknown Backhand","Jorge Todero",,"http://www.atpworldtour.com/en/players/andres-pedroso/p440/overview",,,,"01.01.2023"
836,"2001",86,183,"Alicante, Spain","S. Vicente, Alicante, Spain","Right-Handed, One-Handed Backhand","Israel Sevilla",,"http://www.atpworldtour.com/en/players/ivan-navarro/n309/overview",,,,"01.01.2023"
837,,,,,,,,,"http://www.atpworldtour.com/en/players/david-villanueva-perez/v411/overview",,,,"01.01.2023"
838,"2004",80,183,"Valencia, Spain","Nules, Castellon, Spain","Right-Handed, Two-Handed Backhand","Jorge Montesinos & Sergio Gallego",,"http://www.atpworldtour.com/en/players/daniel-gimeno-traver/g676/overview","https://twitter.com/dani_gimeno","https://www.facebook.com/pages/Daniel-Gimeno-Traver/40795704018","https://www.instagram.com/dani.gimeno.traver/","01.01.2023"
839,"2000",84,188,"Elche, Spain","Elche, Spain","Right-Handed, Unknown Backhand","Israel Sevilla, Manolo Sandov",,"http://www.atpworldtour.com/en/players/miguel-angel-lopez-jaen/l513/overview",,,,"01.01.2023"
840,"2000",75,183,"Zagreb, Croatia","Zagreb, Croatia","Right-Handed, Two-Handed Backhand","Robert Suevic",,"http://www.atpworldtour.com/en/players/roko-karanusic/k371/overview",,,,"01.01.2023"
841,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/ivan-cinkus/c531/overview",,,,"01.01.2023"
842,,,,,,,,,"http://www.atpworldtour.com/en/players/alexej-beljajev/ba06/overview",,,,"01.01.2023"
843,,,,,,,,,"http://www.atpworldtour.com/en/players/zsolt-tatar/t731/overview",,,,"01.01.2023"
844,,,,,,,,,"http://www.atpworldtour.com/en/players/jochen-matschke/mb98/overview",,,,"01.01.2023"
845,"2001",72,178,"Buenos Aires, Argentina","Buenos Aires, Argentina","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/juan-pablo-brzezicki/b764/overview","https://twitter.com/polacobrzezicki","https://www.facebook.com/brzezicki.tenis.3/",,"01.01.2023"
846,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/gabor-jaross/j171/overview",,,,"01.01.2023"
847,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/jan-weinzierl/w201/overview",,,,"01.01.2023"
848,,,,,,,,,"http://www.atpworldtour.com/en/players/stefan-wauters/w306/overview",,,,"01.01.2023"
849,,,,,,,,,"http://www.atpworldtour.com/en/players/filippo-figliomeni/f500/overview",,,,"01.01.2023"
850,"1998",70,180,"Barcelona, Spain","Barcelona, Spain","Right-Handed, One-Handed Backhand","Marcos Roy",,"http://www.atpworldtour.com/en/players/oscar-hernandez/h472/overview",,,,"01.01.2023"
851,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/branislav-sekac/s862/overview",,,,"01.01.2023"
852,,,,,,,,,"http://www.atpworldtour.com/en/players/antonio-gramaglia/g578/overview",,,,"01.01.2023"
853,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/gabriel-trujillo-soler/t296/overview",,,,"01.01.2023"
854,"2001",82,191,"Bayreuth, Germany","Bayreuth, Germany","Right-Handed, Two-Handed Backhand","Tobias Summerer",,"http://www.atpworldtour.com/en/players/florian-mayer/mb02/overview","https://twitter.com/flomayer","https://www.facebook.com/FlorianMayerTennis",,"01.01.2023"
855,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/jan-minar/m800/overview",,,,"01.01.2023"
856,,,,,,,,,"http://www.atpworldtour.com/en/players/michal-navratil/n343/overview",,,"https://www.instagram.com/navi_houmi/","01.01.2023"
857,"1998",77,175,"Cordoba, Argentina","Coral Springs, Florida, USA","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/diego-ayala/a316/overview",,,,"01.01.2023"
858,,,,,"Tallahassee, FL, USA","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/keith-from/f317/overview",,,,"01.01.2023"
859,"1999",78,,"Florida, USA","Caracas, Venezuela","Right-Handed, Unknown Backhand","Jorge Todero",,"http://www.atpworldtour.com/en/players/jose-de-armas/d353/overview",,,,"01.01.2023"
860,,,,,,,,,"http://www.atpworldtour.com/en/players/xavier-luscan/l563/overview",,,,"01.01.2023"
861,,,,,"Bradenton, Florida, USA","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/lazar-magdincev/m723/overview",,,,"01.01.2023"
862,"1999",86,193,"Como, Italy","Terni, Italy","Right-Handed, Unknown Backhand","Gianmarco Costa",,"http://www.atpworldtour.com/en/players/massimo-dellacqua/d361/overview",,,,"01.01.2023"
863,"2001",71,183,"Sonthofen, Germany","Blaichach, Germany","Right-Handed, Unknown Backhand","Elliot Giebe Management GHM",,"http://www.atpworldtour.com/en/players/dieter-kindlmann/k436/overview",,,,"01.01.2023"
864,"2002",78,191,"Santiago, Chile","Vitacura, Chile","Right-Handed, Two-Handed Backhand","Andres Schniter",,"http://www.atpworldtour.com/en/players/paul-capdeville/c634/overview","https://twitter.com/PaulCapdeville","https://www.facebook.com/Paul-Capdeville-28416961935/",,"01.01.2023"
865,,79,188,"Paramaribo, Suriname","Santiago, Chile/Miami, FL, USA","Right-Handed, One-Handed Backhand","Dan Grossman",,"http://www.atpworldtour.com/en/players/julio-peralta/p519/overview",,,"https://www.instagram.com/jperalta_09/","01.01.2023"
866,,,,"Munich, Germany",,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/mark-joachim/j102/overview",,,,"01.01.2023"
867,,78,183,"Zurich, Switzerland","Adliswil, Switzerland","Right-Handed, Unknown Backhand","Dario Camenzind",,"http://www.atpworldtour.com/en/players/roman-valent/v311/overview",,,,"01.01.2023"
868,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/alessandro-da-col/d384/overview",,,,"01.01.2023"
869,,80,185,"Kilchberg, Switzerland","Dubendorf, Switzerland","Right-Handed, Unknown Backhand","Dario Camenzind",,"http://www.atpworldtour.com/en/players/michael-lammer/l523/overview",,,,"01.01.2023"
870,"1999",75,185,"Paris, France","Paris, France","Left-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/benjamin-cassaigne/c603/overview",,,,"01.01.2023"
871,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/trent-aaron/a250/overview",,,,"01.01.2023"
872,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/carl-hagman/h460/overview",,,,"01.01.2023"
873,,,,,,,,,"http://www.atpworldtour.com/en/players/kenneth-tuilier-curco/t779/overview",,,,"01.01.2023"
874,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/joan-jimenez-guerra/j159/overview",,,,"01.01.2023"
875,"2005",88,191,"Moscow, Russia","Monte Carlo, Monaco","Left-Handed, Two-Handed Backhand","Alexander Zverev Sr., Arturs Kazijevs, Mikhail Ledovskikh",,"http://www.atpworldtour.com/en/players/mischa-zverev/z168/overview","https://twitter.com/ZverevMischa22","https://www.facebook.com/MischaZverev123/","https://www.instagram.com/mischazverevofficial/","01.01.2023"
876,,,,,,,,,"http://www.atpworldtour.com/en/players/vitali-chvets/s908/overview",,,,"01.01.2023"
877,,,,,,,,,"http://www.atpworldtour.com/en/players/luca-fereghino/f461/overview",,,,"01.01.2023"
878,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/vladimir-pavicevic/p371/overview",,,,"01.01.2023"
879,"2001",78,183,"Castellon, Spain","Burriana, Spain","Right-Handed, Two-Handed Backhand","Diego Dinomo",,"http://www.atpworldtour.com/en/players/santiago-ventura/v251/overview","https://twitter.com/santi_ventura",,,"01.01.2023"
880,"1998",82,191,"Valencia, Spain","Valencia, Spain","Left-Handed, Unknown Backhand","Jose Altur",,"http://www.atpworldtour.com/en/players/francisco-fogues/f303/overview",,,,"01.01.2023"
881,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/sebastian-fitz/f323/overview",,,,"01.01.2023"
882,"2003",89,191,"Weingarten, Germany","Stuttgart, Germany","Left-Handed, Two-Handed Backhand","Louk Sorensen","http://www.andi-beck.com","http://www.atpworldtour.com/en/players/andreas-beck/ba86/overview","https://twitter.com/andi_beck",,,"01.01.2023"
883,,,193,"Sheffield, England","Sheffield, England","Right-Handed, Unknown Backhand","John Gledden",,"http://www.atpworldtour.com/en/players/david-sherwood/s818/overview",,,,"01.01.2023"
884,"2003",84,193,"Bangalore, India","Bangalore, India","Right-Handed, One-Handed Backhand","Scott Davidoff",,"http://www.atpworldtour.com/en/players/rohan-bopanna/b757/overview","https://twitter.com/rohanbopanna","https://www.facebook.com/Rohan.Bofors.Bopanna","https://www.instagram.com/rohanbopanna0403/","01.01.2023"
885,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/simon-dickson/d383/overview",,,,"01.01.2023"
886,"2002",92,193,"Miami, Florida, USA","Tampa, Florida, USA","Right-Handed, Unknown Backhand","Scott Davidoff",,"http://www.atpworldtour.com/en/players/graydon-oliver/o171/overview",,,,"01.01.2023"
887,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/radoslav-lukaev/l504/overview",,,,"01.01.2023"
888,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/david-mcnamara/m796/overview",,,,"01.01.2023"
889,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/brandon-hawk/h417/overview",,,,"01.01.2023"
890,,,,,,,,,"http://www.atpworldtour.com/en/players/andrew-nisker/n371/overview",,,,"01.01.2023"
891,"2003",79,185,"Niagara Falls, Canada","Niagara Falls, Canada","Right-Handed, One-Handed Backhand","Dejan Cvetkovic",,"http://www.atpworldtour.com/en/players/frank-dancevic/d499/overview","https://twitter.com/fdancevic","https://www.facebook.com/Frank-Dancevic-332182600226059/","https://www.instagram.com/frankdancevic/","01.01.2023"
892,"1996",,168,"fukuoka","japan","Left-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/tasuku-iwami/i063/overview",,,,"01.01.2023"
893,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/kornel-bardoczky/b649/overview",,,,"01.01.2023"
894,,,,"Dinsburg, Germany",,,,,"http://www.atpworldtour.com/en/players/tobias-huelsen/h637/overview",,,,"01.01.2023"
895,"2000",74,180,"Paris, France","Bordeaux, France","Right-Handed, Unknown Backhand","Elliot Giebe Management GHM",,"http://www.atpworldtour.com/en/players/xavier-pujo/p516/overview",,,,"01.01.2023"
896,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/sander-hommel/h370/overview",,,,"01.01.2023"
897,,,,,,,,,"http://www.atpworldtour.com/en/players/boy-wijnmalen/w372/overview",,,,"01.01.2023"
898,,,,,"Deerfield Beach, FL, USA","Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/matias-boeker/b699/overview",,,,"01.01.2023"
899,"2003",79,185,"Montebello, California, USA","San Jose, CA, USA","Right-Handed, One-Handed Backhand","John Pierre Fruttero",,"http://www.atpworldtour.com/en/players/john-paul-fruttero/f378/overview",,"https://www.facebook.com/jpfrutterotennis/","https://www.instagram.com/jpfrutterotennis","01.01.2023"
900,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/michael-quintero/q017/overview",,,,"01.01.2023"
901,,86,188,"Sydney, Australia","Sydney, Austrailia","Right-Handed, Unknown Backhand","Tony Roche",,"http://www.atpworldtour.com/en/players/luke-bourgeois/b600/overview",,,,"01.01.2023"
902,"2000",76,183,"Liverpool, England","Sheffield, England","Right-Handed, One-Handed Backhand","Louis Cayer, David Marray",,"http://www.atpworldtour.com/en/players/jonathan-marray/m983/overview",,,,"01.01.2023"
903,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/maxime-boye/b491/overview",,,,"01.01.2023"
904,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/alexander-sikanov/s833/overview",,,,"01.01.2023"
905,,,,,,,,,"http://www.atpworldtour.com/en/players/sergei-pozdnev/p513/overview",,,,"01.01.2023"
906,,,,,,,,,"http://www.atpworldtour.com/en/players/dmitri-lomakin/l525/overview",,,,"01.01.2023"
907,,,,,"Russia",,,,"http://www.atpworldtour.com/en/players/ruslan-nurmatov/n502/overview",,,,"01.01.2023"
908,,105,196,"Samara","Moscow, Russia","Right-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/alexander-pavlioutchenkov/p564/overview",,,,"01.01.2023"
