ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
22446,,,,,,,,,"http://www.atpworldtour.com/en/players/olivier-duberville/db13/overview",,,,"01.01.2023"
22447,,,,,,,,,"http://www.atpworldtour.com/en/players/philippe-vadel/v774/overview",,,,"01.01.2023"
22448,,87,198,"Heilbronn, Germany","Lauffen am Neckar, Germany","Right-Handed, Two-Handed Backhand","Boris Conkic",,"http://www.atpworldtour.com/en/players/christian-hirschmueller/hb04/overview",,,,"01.01.2023"
22449,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/danilo-casanova/cf34/overview",,,,"01.01.2023"
22450,,,,,,,,,"http://www.atpworldtour.com/en/players/sebastian-bader/be05/overview",,,,"01.01.2023"
22451,,,,,,,,,"http://www.atpworldtour.com/en/players/melvin-prada/pg00/overview",,,,"01.01.2023"
22456,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/blagovest-petrov/p257/overview",,,,"01.01.2023"
22457,,,,,,,,,"http://www.atpworldtour.com/en/players/arnaud-dairaine/d591/overview",,,,"01.01.2023"
22458,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/ryoma-sloane/so64/overview",,,,"01.01.2023"
22459,,70,183,"Singapore","Singapore","Right-Handed, One-Handed Backhand","Shane Marshall, Art Hobbs",,"http://www.atpworldtour.com/en/players/roy-hobbs/ha90/overview",,,,"01.01.2023"
22460,,,,,,,,,"http://www.atpworldtour.com/en/players/benjamin-simonet/so61/overview",,,,"01.01.2023"
22461,,,,,,,,,"http://www.atpworldtour.com/en/players/fabrice-de-fondaumiere/db14/overview",,,,"01.01.2023"
22476,,,,,,,,,"http://www.atpworldtour.com/en/players/vincent-dhoir/db17/overview",,,,"01.01.2023"
22477,,,,,,,,,"http://www.atpworldtour.com/en/players/sebastien-rocher/ra59/overview",,,,"01.01.2023"
22478,,,,,,,,,"http://www.atpworldtour.com/en/players/gregory-bayane/bk13/overview",,,,"01.01.2023"
22479,,91,196,"Bordeaux, France","Bordeaux, France","Right-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/joffrey-de-schepper/da41/overview",,,,"01.01.2023"
22480,,,,,,,,,"http://www.atpworldtour.com/en/players/joachim-sternbach/so65/overview",,,,"01.01.2023"
22481,,,,,,,,,"http://www.atpworldtour.com/en/players/joao-batista-de-pontes/pg02/overview",,,,"01.01.2023"
22482,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/arthur-karagezian/kd41/overview",,,,"01.01.2023"
22483,,,,,,,,,"http://www.atpworldtour.com/en/players/luciano-ramazzini/rb15/overview",,,,"01.01.2023"
22484,,,,,,,,,"http://www.atpworldtour.com/en/players/thomas-weigel/w661/overview",,,,"01.01.2023"
22485,,,,,,,,,"http://www.atpworldtour.com/en/players/sandro-viaene-pieras/v777/overview",,,,"01.01.2023"
22486,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/francesc-manresa-canabate/mm45/overview",,,,"01.01.2023"
22489,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/anvar-akhmetov/ab50/overview",,,,"01.01.2023"
22490,,,,,,,,,"http://www.atpworldtour.com/en/players/oskar-davleev/db18/overview",,,,"01.01.2023"
22491,,,,,,,,,"http://www.atpworldtour.com/en/players/ilnur-bashirov/bk15/overview",,,,"01.01.2023"
22492,,,,,,,,,"http://www.atpworldtour.com/en/players/aydin-akhmetshin/ab49/overview",,,,"01.01.2023"
22493,,,,,,,,,"http://www.atpworldtour.com/en/players/salikh-gilmutdinov/gd81/overview",,,,"01.01.2023"
22494,,,,,,,,,"http://www.atpworldtour.com/en/players/alessandro-vittone/v778/overview",,,,"01.01.2023"
22495,,,,,,,,,"http://www.atpworldtour.com/en/players/ettore-damiani/db19/overview",,,,"01.01.2023"
22506,,,,,,,,,"http://www.atpworldtour.com/en/players/dillon-porter/pg01/overview",,,,"01.01.2023"
22524,,,,,,,,,"http://www.atpworldtour.com/en/players/nicolas-dubau/db15/overview",,,,"01.01.2023"
22555,,78,188,"Saint Denis Reunion","Dijon","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/quentin-robert/rb04/overview",,,,"01.01.2023"
22556,,,,,,,,,"http://www.atpworldtour.com/en/players/alexsandro-porfiriio/pg05/overview",,,,"01.01.2023"
22557,,77,,"Bucaramanga, Colombia","Bogota, Colombia","Right-Handed, Two-Handed Backhand","Jaime Cortes",,"http://www.atpworldtour.com/en/players/mateo-andres-ruiz-naranjo/rc33/overview",,,,"01.01.2023"
22558,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/nikko-madregallejo/mm25/overview",,,,"01.01.2023"
22559,,,,,,,,,"http://www.atpworldtour.com/en/players/mario-gehrlein/gc28/overview",,,,"01.01.2023"
22560,,87,188,"Riga, Latvia","Bauska, Latvia","Right-Handed, Two-Handed Backhand","Alvis Podzus",,"http://www.atpworldtour.com/en/players/martins-podzus/pg04/overview","https://twitter.com/martinspodzus","https://www.facebook.com/martins.podzus.9/","https://www.instagram.com/podzus/","01.01.2023"
22590,,78,183,"Umtata, South Africa","Noosa Heads, Australia","Right-Handed, Two-Handed Backhand","Ryan Sevil",,"http://www.atpworldtour.com/en/players/calum-puttergill/pg03/overview",,,"https://www.instagram.com/calumputtergill","01.01.2023"
22591,,95,198,"Brisbane","Australia","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/scott-puodziunas/pe39/overview",,"https://www.facebook.com/scott.puodziunas/",,"01.01.2023"
22592,,,,,,,,,"http://www.atpworldtour.com/en/players/steven-duluard/db20/overview",,,,"01.01.2023"
22593,,,,,,,,,"http://www.atpworldtour.com/en/players/thierry-le-rest/lc43/overview",,,,"01.01.2023"
22594,,,,,,,,,"http://www.atpworldtour.com/en/players/nicolas-spanos/so68/overview",,,,"01.01.2023"
22595,,,,,,,,,"http://www.atpworldtour.com/en/players/matthieu-lesaint/lc45/overview",,,,"01.01.2023"
22596,,,,,,,,,"http://www.atpworldtour.com/en/players/damien-cueff/cf91/overview",,,,"01.01.2023"
22597,,,,,,,,,"http://www.atpworldtour.com/en/players/glenn-le-flochmoen/lc46/overview",,,,"01.01.2023"
22598,,,,,,,,,"http://www.atpworldtour.com/en/players/bryan-laurent/lc44/overview",,,,"01.01.2023"
22599,,,,,,,,,"http://www.atpworldtour.com/en/players/jerome-bouthier/bk16/overview",,,,"01.01.2023"
22600,"2014",83,191,"London, England","London, England","Right-Handed, One-Handed Backhand","Justin Sherring, David O'Hare",,"http://www.atpworldtour.com/en/players/joe-salisbury/so70/overview","https://twitter.com/joesalisbury92","https://www.facebook.com/joe.salisbury.10/","https://www.instagram.com/joesalisbury92/","01.01.2023"
22617,,,,,,,,,"http://www.atpworldtour.com/en/players/eric-fleming/f839/overview",,,,"01.01.2023"
22618,,,,,,,,,"http://www.atpworldtour.com/en/players/lucas-okita/o470/overview",,,,"01.01.2023"
22619,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/juan-jose-mateus-rubiano/mm46/overview",,,,"01.01.2023"
22620,,,,,,,,,"http://www.atpworldtour.com/en/players/jefferson-brand/bk20/overview",,,,"01.01.2023"
22621,,,,,,,,,"http://www.atpworldtour.com/en/players/walner-espinoza/e778/overview",,,,"01.01.2023"
22622,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/ignaci-roca/r759/overview",,,,"01.01.2023"
22623,,,,,,,,,"http://www.atpworldtour.com/en/players/jose-gilbert-gomez/gc32/overview",,,,"01.01.2023"
22645,,,,,,,,,"http://www.atpworldtour.com/en/players/frederic-le-bian/lc42/overview",,,,"01.01.2023"
22646,,,,,,,,,"http://www.atpworldtour.com/en/players/kevin-nerzic/n702/overview",,,,"01.01.2023"
22649,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/khalid-allouch/ab52/overview",,,,"01.01.2023"
22650,,,,,,,,,"http://www.atpworldtour.com/en/players/ismael-dinia/db23/overview",,,,"01.01.2023"
22651,,,,,,,,,"http://www.atpworldtour.com/en/players/youssef-tamimount/tb98/overview",,,,"01.01.2023"
22652,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/khalil-naji/n704/overview",,,,"01.01.2023"
22653,,,,,,,,,"http://www.atpworldtour.com/en/players/mehdi-laalej/lc47/overview",,,,"01.01.2023"
22654,,,,,,,,,"http://www.atpworldtour.com/en/players/ali-bougzoul/bk17/overview",,,,"01.01.2023"
22655,,,,,,,,,"http://www.atpworldtour.com/en/players/soufiane-benchinguer/bi14/overview",,,,"01.01.2023"
22656,,,,,,,,,"http://www.atpworldtour.com/en/players/amine-mchichou/mm49/overview",,,,"01.01.2023"
22657,,,,,,,,,"http://www.atpworldtour.com/en/players/mostapha-belkora/bk18/overview",,,,"01.01.2023"
22672,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/ivan-luka-sablic/so72/overview",,,,"01.01.2023"
22684,,,,,,,,,"http://www.atpworldtour.com/en/players/abdelkader-benabdellah/bk23/overview",,,,"01.01.2023"
22685,,,,,,,,,"http://www.atpworldtour.com/en/players/sam-dowler/db25/overview",,,,"01.01.2023"
22686,,73,183,"San Antonio",,"Right-Handed, Two-Handed Backhand","Steve Denton",,"http://www.atpworldtour.com/en/players/harrison-adams/ab54/overview",,,,"01.01.2023"
22687,,86,191,"Oklahoma City","Oklahoma City","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/christopher-g-haworth/hb06/overview",,,,"01.01.2023"
22690,,,,,,,,,"http://www.atpworldtour.com/en/players/julius-hennecke/ha72/overview",,,,"01.01.2023"
22691,,,,,,,,,"http://www.atpworldtour.com/en/players/marek-pesicka/pf59/overview",,,,"01.01.2023"
22697,,,,,,,,,"http://www.atpworldtour.com/en/players/nicholas-agritelley/ab53/overview",,,,"01.01.2023"
22698,,,,,,,,,"http://www.atpworldtour.com/en/players/taylor-cramer/cf94/overview",,,,"01.01.2023"
22699,,,,,,,,,"http://www.atpworldtour.com/en/players/jeff-scarella/s940/overview",,,,"01.01.2023"
22703,,,,,,,,,"http://www.atpworldtour.com/en/players/maksim-malyshev/mm55/overview",,,,"01.01.2023"
22704,,,,,,"Left-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/vladyslav-manafov/mm54/overview",,"https://www.facebook.com/vladislav.manafov/","https://www.instagram.com/vladislavmanafov/","01.01.2023"
22705,,,,,,,,,"http://www.atpworldtour.com/en/players/javier-bacaicoa/ba94/overview",,,,"01.01.2023"
22706,,,,,,,,,"http://www.atpworldtour.com/en/players/aggelos-venizelos/v772/overview",,,,"01.01.2023"
22707,,84,193,"Faro, Portugal",,"Right-Handed, Two-Handed Backhand","Joao Antunes, Andre Podalca",,"http://www.atpworldtour.com/en/players/andre-gaspar-murta/gd84/overview",,,,"01.01.2023"
22708,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/daniel-ferretti/f841/overview",,,,"01.01.2023"
22709,,,,,,,,,"http://www.atpworldtour.com/en/players/kim-moellers/mm51/overview",,,,"01.01.2023"
22710,,83,180,"Adelaide",,"Right-Handed, One-Handed Backhand",,,"http://www.atpworldtour.com/en/players/li-tu/tc01/overview",,,,"01.01.2023"
22711,,,,,,,,,"http://www.atpworldtour.com/en/players/justin-robinson/rc35/overview",,,,"01.01.2023"
22723,,,,,,,,,"http://www.atpworldtour.com/en/players/samir-iftikhar/i308/overview",,,,"01.01.2023"
22727,,,,,,,,,"http://www.atpworldtour.com/en/players/leon-soonalole/so74/overview",,,,"01.01.2023"
22728,,,,,,,,,"http://www.atpworldtour.com/en/players/alberto-emmanuel-alvarado-larin/ab55/overview",,,,"01.01.2023"
22730,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/ricardo-gonzalez-diaz/ge70/overview",,,,"01.01.2023"
22732,,,,,,,,,"http://www.atpworldtour.com/en/players/chris-brandi/bd45/overview",,,,"01.01.2023"
22733,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/jean-marc-bazanne/bk25/overview",,,,"01.01.2023"
22735,,,,,,,,,"http://www.atpworldtour.com/en/players/joel-allen/a621/overview",,,,"01.01.2023"
22751,,,,,,,,,"http://www.atpworldtour.com/en/players/andrew-korinek/kc78/overview",,,,"01.01.2023"
22761,"2014",88,191,"Sarajevo, Bosnia & Herzegovina","Sarajevo, Bosnia & Herzegovina","Right-Handed, Two-Handed Backhand","Patricio Remondegui",,"http://www.atpworldtour.com/en/players/nerman-fatic/f840/overview",,"https://www.facebook.com/faticnerman/","https://www.instagram.com/nermanf","01.01.2023"
22762,,,,,,,,,"http://www.atpworldtour.com/en/players/adi-malicbegovic/ml61/overview",,,,"01.01.2023"
22763,,,,,,,,,"http://www.atpworldtour.com/en/players/resad-tvrtkovic/tb99/overview",,,,"01.01.2023"
22764,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/miran-pasic/pg08/overview",,,,"01.01.2023"
22765,,,,,,,,,"http://www.atpworldtour.com/en/players/takehiro-uragami/u145/overview",,,,"01.01.2023"
22771,,88,193,"Riga, Latvia","Bauska, Latvia","Left-Handed, One-Handed Backhand","Alvis Podzus",,"http://www.atpworldtour.com/en/players/janis-podzus/pg10/overview",,,,"01.01.2023"
22772,,,,,,,,,"http://www.atpworldtour.com/en/players/joshua-jones/j434/overview",,,,"01.01.2023"
22773,,66,170,"Oklahoma City, OK, USA","Corvallis","Right-Handed, Two-Handed Backhand","BJ Stearns",,"http://www.atpworldtour.com/en/players/mico-santiago/so75/overview",,,,"01.01.2023"
22774,,,,,,"Left-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/denys-mylokostov/mm56/overview",,,,"01.01.2023"
22791,,,,,,,,,"http://www.atpworldtour.com/en/players/hufu-wang/w664/overview",,,,"01.01.2023"
22792,,,,,,,,,"http://www.atpworldtour.com/en/players/shenghan-li/lc16/overview",,,,"01.01.2023"
22793,,,,,,,,,"http://www.atpworldtour.com/en/players/bin-liu/lc51/overview",,,,"01.01.2023"
22794,,,,,,,,,"http://www.atpworldtour.com/en/players/abdelhakim-el-khoumri/e827/overview",,,,"01.01.2023"
22795,,,,,,,,,"http://www.atpworldtour.com/en/players/harris-trismen/tb96/overview",,,,"01.01.2023"
22797,,,,,,,,,"http://www.atpworldtour.com/en/players/ignacio-huertas-barrantes/ha55/overview",,,,"01.01.2023"
22798,,80,,"Lecco, Italy","Lecco","Right-Handed, Two-Handed Backhand","Adamo Panzeri",,"http://www.atpworldtour.com/en/players/lorenzo-frigerio/f774/overview",,,,"01.01.2023"
22799,,,,,,,,,"http://www.atpworldtour.com/en/players/filippo-sacco/so76/overview",,,,"01.01.2023"
22800,,82,185,"Paris, France","Paris, France","Left-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/romain-bauvy/bk31/overview",,,,"01.01.2023"
22801,,,,,,,,,"http://www.atpworldtour.com/en/players/arthur-pain/pg11/overview",,,,"01.01.2023"
22802,,,,,,,,,"http://www.atpworldtour.com/en/players/antso-rakotondramanga/rc36/overview",,,,"01.01.2023"
22803,,,,,,,,,"http://www.atpworldtour.com/en/players/adam-sanjurjo-hermida/so57/overview",,,,"01.01.2023"
22804,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/sergey-dyakonov/db30/overview",,,,"01.01.2023"
22805,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/kirill-lazutin/lc53/overview",,,,"01.01.2023"
22806,,,,,,"Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/mikhail-evtimyev/e828/overview",,,,"01.01.2023"
22807,"2014",83,198,"Moscow, Russia","Monte Carlo, Monaco","Right-Handed, Two-Handed Backhand","Gilles Cervara",,"http://www.atpworldtour.com/en/players/daniil-medvedev/mm58/overview","https://twitter.com/DaniilMedwed","https://www.facebook.com/TeamDaniil/","https://www.instagram.com/medwed33/","01.01.2023"
22808,"2017",83,185,"Pune, India","Pune, Maharashtra State, India","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/arjun-kadhe/kd43/overview","https://twitter.com/arjunkadhe","https://www.facebook.com/arjun.kadhe.3/","https://www.instagram.com/arjunkadhe/","01.01.2023"
22809,,,,,,,,,"http://www.atpworldtour.com/en/players/baris-firat/f843/overview",,,,"01.01.2023"
22851,,,,,,,,,"http://www.atpworldtour.com/en/players/taha-tifnouti/tc02/overview",,,,"01.01.2023"
22852,,,,,,,,,"http://www.atpworldtour.com/en/players/cosimo-munzone/mg24/overview",,,,"01.01.2023"
22853,,,,,,,,,"http://www.atpworldtour.com/en/players/antonio-amore/a807/overview",,,,"01.01.2023"
22854,,,,,,,,,"http://www.atpworldtour.com/en/players/michele-damico/db29/overview",,,,"01.01.2023"
22861,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/sander-brendmoe/bk29/overview",,,,"01.01.2023"
22862,,,,,,,,,"http://www.atpworldtour.com/en/players/emre-aydin/ab33/overview",,,,"01.01.2023"
22863,,83,188,"Reus, Spain","Barcelona, Spain","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/eduard-esteve-lobato/e830/overview","https://twitter.com/esteve94",,"https://www.instagram.com/eduardesteve7/","01.01.2023"
22864,,,,,,,,,"http://www.atpworldtour.com/en/players/cristian-batlle-rodriguez/bk04/overview",,,,"01.01.2023"
22865,,78,170,"MUMBAI","MUMBAI, INDIA","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/haadin-salim-bava/bk35/overview",,,,"01.01.2023"
22866,,75,170,"Delhi",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/jatin-dahiya/db33/overview",,,,"01.01.2023"
22867,,,,,,,,,"http://www.atpworldtour.com/en/players/robert-ziganshin/z346/overview",,,,"01.01.2023"
22868,,,,,,,,,"http://www.atpworldtour.com/en/players/alexey-eliseev/e829/overview",,,,"01.01.2023"
22892,,78,191,"Buenos Aires, Argentina","Argentina","Right-Handed, Two-Handed Backhand","Angel Gimenez",,"http://www.atpworldtour.com/en/players/manuel-barros/bk30/overview",,,,"01.01.2023"
22893,,,,,,,,,"http://www.atpworldtour.com/en/players/mathieu-boubennec/bk28/overview",,,,"01.01.2023"
22894,,,,,,,,,"http://www.atpworldtour.com/en/players/gary-lorcy/lc52/overview",,,,"01.01.2023"
22895,,,,,,,,,"http://www.atpworldtour.com/en/players/santiago-gutierrez/gd85/overview",,,,"01.01.2023"
22897,,72,183,"Cali, Colombia","Cali, Colombia","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/luis-valero/v781/overview",,,,"01.01.2023"
22898,,,,,,,,,"http://www.atpworldtour.com/en/players/ashok-narayana/n705/overview",,,,"01.01.2023"
22899,,,,,,,,,"http://www.atpworldtour.com/en/players/stuart-kenyon/kd45/overview",,,,"01.01.2023"
22906,,73,180,"Nambour, Australia","Bribie Island, Queensland, AUS","Right-Handed, Two-Handed Backhand","National Academy & Greg Smith",,"http://www.atpworldtour.com/en/players/gavin-van-peperzeel/v784/overview",,,,"01.01.2023"
22936,,,,,,,,,"http://www.atpworldtour.com/en/players/fabio-paterno/pe06/overview",,,,"01.01.2023"
22937,,,,,,,,,"http://www.atpworldtour.com/en/players/jacopo-bartolini/bk37/overview",,,,"01.01.2023"
22938,,,,,,,,,"http://www.atpworldtour.com/en/players/luca-andrea-magni/mj12/overview",,,,"01.01.2023"
22939,,,,,,,,,"http://www.atpworldtour.com/en/players/warren-kuhn/kd47/overview",,,,"01.01.2023"
22948,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/antonio-vega-cayuela/v741/overview",,,,"01.01.2023"
22949,,81,180,"Brisbane, Australia","Melbourne, Australia","Right-Handed, Two-Handed Backhand","Gary Stickler",,"http://www.atpworldtour.com/en/players/steven-de-waard/db34/overview",,,,"01.01.2023"
22975,,,,,,,,,"http://www.atpworldtour.com/en/players/mateus-bresot-silva/bk39/overview",,,,"01.01.2023"
22976,,,,,,,,,"http://www.atpworldtour.com/en/players/andreas-konstantinos-stergiou/so48/overview",,,,"01.01.2023"
22977,,,,,,,,,"http://www.atpworldtour.com/en/players/athanasios-verbis/v786/overview",,,,"01.01.2023"
22978,,,,,,,,,"http://www.atpworldtour.com/en/players/filippos-papachristopoulos/p680/overview",,,,"01.01.2023"
22979,"2012",95,191,"Marousi, Greece","Nea Ionia, Greece","Right-Handed, Two-Handed Backhand","Elina Neplii",,"http://www.atpworldtour.com/en/players/markos-kalovelonis/kd48/overview",,"https://www.facebook.com/MarkosKalovelonis/",,"01.01.2023"
22980,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/costas-karlis/kd49/overview",,,,"01.01.2023"
22981,,,,,,,,,"http://www.atpworldtour.com/en/players/george-giotopoulos/gd88/overview",,,,"01.01.2023"
22982,,,,,,,,,"http://www.atpworldtour.com/en/players/vasilios-stavroploulos/so82/overview",,,,"01.01.2023"
22983,,,,,,,,,"http://www.atpworldtour.com/en/players/alexandros-manolis/mm65/overview",,,,"01.01.2023"
22984,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/artiom-podgainii/pg15/overview",,,,"01.01.2023"
22985,,,,,,,,,"http://www.atpworldtour.com/en/players/terence-celestine/cf11/overview",,,,"01.01.2023"
22986,,,,,,,,,"http://www.atpworldtour.com/en/players/zurab-zhvania/z347/overview",,,,"01.01.2023"
22987,,,,,,,,,"http://www.atpworldtour.com/en/players/deo-ray-brown/bj19/overview",,,,"01.01.2023"
22988,,,,,,,,,"http://www.atpworldtour.com/en/players/wayne-montgomery/mm63/overview",,,,"01.01.2023"
22989,,,,,,,,,"http://www.atpworldtour.com/en/players/gerhard-gruindelingh/gd87/overview",,,,"01.01.2023"
22990,,,,,,,,,"http://www.atpworldtour.com/en/players/sean-van-der-vyver/v785/overview",,,,"01.01.2023"
22991,,,,,,,,,"http://www.atpworldtour.com/en/players/tshegofatso-lebelo/lc55/overview",,,,"01.01.2023"
22992,,86,198,"Harare, Zimbabwe","Tallahassee, FL, USA","Right-Handed, Two-Handed Backhand","Ryler Deheart, Dwayne Hultquist, Nick Crowell",,"http://www.atpworldtour.com/en/players/benjamin-lock/lc54/overview","https://twitter.com/Benjamm1ng","https://www.facebook.com/Benjamm1ng/","https://www.instagram.com/benjaminlock1/","01.01.2023"
22993,,,,,,,,,"http://www.atpworldtour.com/en/players/reinhardt-trollip/tc04/overview",,,,"01.01.2023"
22994,,,,,,,,,"http://www.atpworldtour.com/en/players/redge-rostron/rc38/overview",,,,"01.01.2023"
22995,,,,,,"Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/vaughn-hunter/hb07/overview",,,,"01.01.2023"
22996,,,,,,,,,"http://www.atpworldtour.com/en/players/peter-bleach/bk38/overview",,,,"01.01.2023"
22997,,,,,,,,,"http://www.atpworldtour.com/en/players/donovan-mcseveney/mm64/overview",,,,"01.01.2023"
22998,,,,,,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/marthinus-visser/v748/overview",,,,"01.01.2023"
22999,,,,,,,,,"http://www.atpworldtour.com/en/players/dion-paul-roos/ra44/overview",,,,"01.01.2023"
23007,,,,,,,,,"http://www.atpworldtour.com/en/players/daniel-bustamante/bk42/overview",,,,"01.01.2023"
23008,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/ajay-yadav/y198/overview",,,,"01.01.2023"
23009,,,,,,"Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/eugenio-romero/rc40/overview",,,,"01.01.2023"
23010,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/benjamin-tenti/tc05/overview",,,,"01.01.2023"
23011,,,,,,,,,"http://www.atpworldtour.com/en/players/rodrigo-jardim/j491/overview",,,,"01.01.2023"
23012,,83,183,"Buenos Aires, Argentina","Buenos Aires, Argentina","Right-Handed, Two-Handed Backhand","Oscar Galarza",,"http://www.atpworldtour.com/en/players/juan-ignacio-galarza/gd91/overview","https://twitter.com/juanigalarza1",,"https://www.instagram.com/juanigalarza1/","01.01.2023"
23013,,,,,,"Left-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/jose-angel-carrizo/ce34/overview",,,,"01.01.2023"
23014,,,,,,,,,"http://www.atpworldtour.com/en/players/changwei-peng/pg16/overview",,,,"01.01.2023"
23072,,76,183,"Longjumeau","Paris","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/yanais-laurent/lc18/overview",,,,"01.01.2023"
23073,,,,,,,,,"http://www.atpworldtour.com/en/players/rishabdev-raman/rc42/overview",,,,"01.01.2023"
23074,,,,,,,,,"http://www.atpworldtour.com/en/players/fabio-costa/cg06/overview",,,,"01.01.2023"
23075,,75,183,"Buenos Aires","Rome","Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/tomas-lipovsek-puches/lc58/overview","https://twitter.com/tomilipovsek",,"https://www.instagram.com/tomilipovsek","01.01.2023"
23076,,,,,,,,,"http://www.atpworldtour.com/en/players/yi-feng-li/lc17/overview",,,,"01.01.2023"
23077,,,,,,,,,"http://www.atpworldtour.com/en/players/ju-shan-sun/so84/overview",,,,"01.01.2023"
23078,,77,183,,,,,,"http://www.atpworldtour.com/en/players/allan-gomes-oliveira/o471/overview",,,,"01.01.2023"
23079,,75,185,"Sao Bernardo do Campo",,"Right-Handed, Two-Handed Backhand",,,"http://www.atpworldtour.com/en/players/enrique-bogo/bk43/overview",,,,"01.01.2023"
23080,,,,,,,,,"http://www.atpworldtour.com/en/players/francisco-farias/f844/overview",,,,"01.01.2023"
23081,,,,,,,,,"http://www.atpworldtour.com/en/players/fabrizio-rosini/rc39/overview",,,,"01.01.2023"
23082,,77,188,"Ostrava, Czech Republic","Ostrava, Czech Republic","Right-Handed, Two-Handed Backhand","Jiri Novak",,"http://www.atpworldtour.com/en/players/david-poljak/ph77/overview",,"https://www.facebook.com/david.poljak.9/","https://www.instagram.com/poljak.d/","01.01.2023"
23083,,,,,,"Right-Handed, Unknown Backhand",,,"http://www.atpworldtour.com/en/players/jakub-hadrava/hb08/overview",,,,"01.01.2023"
23084,,,,,,,,,"http://www.atpworldtour.com/en/players/alexander-sendegeya/so83/overview",,,,"01.01.2023"
23085,,,,,,,,,"http://www.atpworldtour.com/en/players/sergiu-pletosu/pg18/overview",,,,"01.01.2023"
23086,,,,,,,,,"http://www.atpworldtour.com/en/players/rodrigo-valls/v788/overview",,,,"01.01.2023"
23087,,,,,,,,,"http://www.atpworldtour.com/en/players/ryotero-matsumura/mm67/overview",,,,"01.01.2023"
23088,,,,,,,,,"http://www.atpworldtour.com/en/players/carlos-nicolopulos/n706/overview",,,,"01.01.2023"
23089,,,,,,,,,"http://www.atpworldtour.com/en/players/siddhartha-chappidi/cg02/overview",,,,"01.01.2023"
23090,,75,180,"Fukuoka, Japan","Bradenton, FL, USA","Right-Handed, Two-Handed Backhand","Kenichi Nakagawa",,"http://www.atpworldtour.com/en/players/naoki-nakagawa/n707/overview",,,,"01.01.2023"
23091,,,,,,,,,"http://www.atpworldtour.com/en/players/felipe-hernandez/hb09/overview",,,,"01.01.2023"
