id_p,tm,tmw,tml,aces,df,fs,wfs,wss,bps,bpw,fsp,fssp
27114,68,38,30,557,173,62,72,52,68,41,0,0
74151,73,43,30,232,223,65,67,50,58,45,0,0
49987,56,36,20,251,97,66,67,50,57,44,0,0
92094,49,24,25,305,123,63,71,53,67,44,0,0
84323,60,34,26,389,142,62,71,52,66,39,0,0
73241,80,51,29,564,186,61,74,52,68,41,0,0
23335,89,53,36,257,415,56,66,47,58,46,0,0
92649,79,43,36,200,123,56,66,51,60,46,0,0
104215,35,24,11,83,86,59,65,53,60,51,0,0
40187,66,41,25,96,287,62,65,47,60,46,0,0
41747,54,28,26,191,118,69,67,50,60,41,0,0
92247,64,34,30,232,195,61,67,47,59,43,0,0
95698,54,31,23,136,137,59,67,51,57,41,0,0
58726,61,34,27,178,174,62,69,50,58,42,0,0
20650,20,6,14,87,64,59,66,49,54,33,206,186
53207,38,20,18,73,100,60,65,47,49,45,0,0
76940,52,29,23,70,68,68,61,50,53,45,0,0
41680,66,37,29,294,171,66,68,51,63,44,0,0
30931,38,20,18,98,151,62,66,48,50,48,0,0
11373,42,22,20,148,67,59,71,53,62,41,0,0
71177,61,40,21,263,144,63,71,51,64,46,0,0
29943,59,31,28,150,108,66,67,52,61,44,0,0
59355,64,38,26,317,158,63,70,49,59,45,0,0
84557,59,28,31,92,172,68,63,48,58,39,0,0
59165,59,31,28,91,198,66,63,44,55,47,0,0
69838,71,39,32,64,188,69,62,46,53,45,0,0
22686,45,27,18,147,112,60,70,52,60,40,0,0
18612,47,26,21,67,57,62,63,52,58,41,0,0
58591,52,29,23,211,83,59,68,51,61,43,0,0
71836,57,28,29,367,235,63,71,49,59,42,0,0
76725,72,44,28,361,343,63,71,45,59,45,0,0
5136,30,8,22,167,92,56,70,49,55,32,203,187
89099,65,40,25,124,126,67,66,49,60,45,0,0
95537,71,42,29,105,141,63,64,51,57,42,0,0
56420,80,41,39,223,208,59,67,49,56,43,0,0
83306,48,33,15,26,66,74,62,52,58,48,0,0
92640,60,33,27,239,123,62,68,53,59,43,0,0
68301,68,37,31,136,98,63,64,51,58,44,0,0
18016,28,10,18,103,118,58,68,47,61,38,188,174
83696,48,26,22,235,147,65,69,50,58,43,0,0
56211,63,37,26,375,145,70,70,52,56,40,0,0
88200,40,30,10,37,64,71,61,50,56,49,0,0
20702,61,34,27,436,185,63,74,52,62,42,0,0
62465,41,23,18,240,79,64,71,54,60,41,0,0
44217,44,27,17,85,51,65,64,51,58,47,0,0
71614,36,24,12,23,120,64,64,49,47,48,0,0
31335,53,26,27,127,91,64,66,49,56,44,0,0
33740,55,22,33,352,213,58,70,47,57,35,0,0
70459,57,25,32,177,200,55,65,46,59,44,0,0
46749,38,25,13,85,136,58,67,51,63,43,0,0
36793,55,31,24,264,233,55,71,46,58,42,0,0
45977,47,26,21,125,89,64,65,51,57,49,0,0
25451,63,36,27,167,145,63,66,52,57,40,0,0
55868,40,22,18,109,107,60,67,49,57,38,0,0
10014,52,30,22,163,86,64,71,50,59,42,0,0
99846,55,34,21,138,116,68,66,51,60,49,0,0
43553,51,32,19,168,155,60,67,48,57,43,0,0
83330,62,35,27,218,187,62,68,51,59,42,0,0
25795,72,45,27,184,184,70,66,47,62,44,0,0
75024,29,12,17,92,89,65,65,47,59,43,0,0
75042,48,29,19,86,112,65,62,48,56,48,0,0
75660,51,31,20,143,160,58,67,50,59,47,0,0
29800,57,25,32,256,156,62,67,51,61,38,0,0
73055,70,45,25,213,159,62,67,50,58,48,0,0
37580,60,33,27,233,92,58,68,50,65,44,0,0
98265,65,35,30,100,175,56,64,46,58,47,0,0
50146,73,40,33,342,222,61,70,50,61,39,0,0
68297,26,16,10,89,82,60,67,49,54,42,0,0
70035,52,32,20,269,118,61,71,49,62,44,0,0
85119,55,35,20,115,144,55,64,50,58,48,0,0
69539,78,46,32,105,282,62,63,49,56,47,0,0
70477,35,25,10,35,51,66,66,54,55,51,0,0
63016,30,18,12,180,95,56,75,51,56,46,0,0
29937,49,29,20,203,160,65,69,53,62,38,0,0
19871,49,24,25,139,103,59,66,47,57,44,0,0
76126,48,28,20,44,60,69,61,56,50,52,0,0
33166,53,27,26,147,162,62,67,48,59,38,0,0
21177,61,32,29,134,132,60,64,48,57,43,0,0
36278,28,13,15,185,80,55,75,48,56,52,0,0
79066,35,19,16,123,102,60,67,47,56,50,0,0
16994,40,19,21,142,127,63,69,50,63,42,0,0
28346,44,20,24,155,73,63,69,49,60,40,0,0
104494,48,30,18,45,84,71,62,53,60,47,0,0
95883,48,32,16,79,143,57,67,50,57,46,0,0
83105,44,25,19,104,159,64,68,49,55,43,193,176
54358,48,25,23,151,153,61,67,51,54,44,0,0
16998,22,15,7,67,33,67,73,52,61,45,0,0
67853,27,20,7,18,61,71,65,51,62,44,0,0
85862,31,19,12,40,83,73,61,45,51,48,0,0
51854,31,23,8,17,196,66,61,41,58,54,0,0
81138,41,29,12,144,177,58,72,47,58,50,0,0
59443,45,25,20,410,168,64,73,49,62,38,0,0
71979,54,29,25,193,155,63,66,47,60,41,0,0
59423,52,30,22,93,74,69,64,53,58,45,0,0
30743,66,39,27,338,210,62,70,49,58,42,0,0
80960,54,29,25,38,136,68,62,47,51,50,0,0
37720,62,33,29,84,141,67,64,49,59,46,0,0
83679,60,32,28,232,132,57,70,48,60,47,0,0
36257,60,33,27,77,159,63,63,50,53,46,0,0
90029,62,35,27,36,86,74,59,49,55,49,0,0
13032,40,18,22,74,90,66,63,48,56,43,0,0
86275,47,31,16,56,126,68,63,47,53,47,0,0
34605,49,28,21,203,100,59,69,49,58,45,0,0
53157,19,13,6,118,47,61,75,47,65,37,0,0
38391,57,23,34,143,114,60,66,48,57,41,0,0
65733,53,29,24,110,168,62,61,45,53,47,0,0
68405,64,34,30,90,132,58,65,52,56,47,0,0
62404,60,30,30,437,223,59,73,49,59,37,0,0
37035,33,14,19,31,104,65,61,47,58,49,0,0
13820,31,14,17,125,119,57,68,48,57,37,204,186
77866,49,34,15,71,108,62,64,51,59,47,0,0
25703,43,27,16,145,80,63,70,49,59,49,0,0
38463,59,29,30,221,204,63,68,49,58,39,0,0
90015,63,37,26,87,149,64,65,48,55,44,0,0
28586,41,24,17,146,164,67,69,48,58,43,0,0
53159,35,21,14,233,163,59,75,48,60,40,0,0
45938,44,29,15,123,84,59,71,56,56,43,0,0
71976,45,25,20,134,151,56,66,47,57,50,0,0
43868,57,34,23,106,116,67,64,48,58,51,0,0
51081,46,24,22,122,82,69,63,49,52,49,0,0
64266,62,36,26,159,108,58,65,52,61,41,0,0
87625,59,32,27,138,209,63,67,46,59,49,0,0
100202,58,31,27,75,81,67,61,49,53,47,0,0
39306,12,5,7,38,46,62,66,43,59,40,205,185
87360,31,22,9,188,79,62,70,53,62,44,0,0
83312,57,36,21,139,147,64,67,52,58,45,0,0
7805,62,31,31,309,174,69,69,48,57,39,0,0
85075,50,26,24,125,161,63,65,46,58,46,0,0
37199,71,34,37,189,311,59,66,44,52,42,0,0
14745,12,8,4,67,28,61,70,51,54,39,199,180
87767,18,14,4,62,33,59,71,55,60,53,0,0
13277,18,8,10,47,27,67,66,49,56,44,183,166
38469,43,23,20,255,74,51,73,51,58,43,0,0
18497,42,25,17,101,65,56,69,51,57,41,0,0
64258,47,31,16,46,122,63,64,50,54,49,0,0
95918,57,32,25,236,191,64,67,44,54,45,0,0
65253,67,34,33,78,168,61,63,48,57,43,0,0
10202,38,13,25,90,116,64,64,49,58,39,195,179
95681,44,25,19,86,122,51,68,53,53,38,0,0
29829,57,32,25,36,152,65,61,47,57,47,0,0
84227,53,28,25,423,180,59,74,46,56,39,0,0
33775,64,31,33,181,211,56,67,49,55,43,0,0
94591,21,13,8,58,41,56,68,52,60,46,0,0
78284,26,19,7,39,54,64,65,51,55,48,0,0
63847,47,26,21,98,159,59,65,51,58,47,0,0
61856,48,22,26,444,199,59,73,48,62,36,0,0
36842,57,29,28,596,180,69,75,50,64,33,0,0
45300,66,33,33,153,205,61,64,46,51,43,0,0
12276,26,17,9,55,90,63,63,49,54,46,0,0
13957,27,15,12,79,61,59,66,52,61,50,0,0
96788,34,22,12,173,60,62,72,51,55,44,0,0
51700,44,31,13,36,92,62,66,51,61,45,0,0
50385,55,34,21,153,166,64,67,47,57,48,0,0
84195,58,34,24,65,113,70,63,51,55,46,0,0
50391,49,24,25,112,109,61,63,50,56,38,0,0
86070,57,30,27,153,211,57,67,49,59,40,0,0
71628,37,17,20,256,178,52,69,46,57,39,0,0
62046,34,17,17,109,87,65,66,52,61,39,0,0
27110,49,29,20,96,70,67,65,51,59,46,0,0
30099,49,27,22,81,126,63,66,47,56,48,0,0
54146,54,26,28,160,133,61,65,50,60,40,0,0
81115,60,35,25,233,258,56,70,49,60,45,0,0
21332,51,23,28,296,115,64,71,52,59,40,0,0
65558,58,25,33,188,129,58,65,52,60,38,0,0
79842,29,20,9,116,67,62,70,48,54,49,0,0
78906,32,21,11,98,70,63,70,52,64,45,0,0
44252,37,22,15,68,111,63,66,50,56,44,0,0
61997,43,24,19,115,117,59,69,53,61,39,0,0
36897,45,23,22,78,242,62,65,42,51,46,0,0
56831,45,24,21,176,182,55,70,50,59,40,0,0
37735,53,27,26,80,90,68,63,44,56,44,0,0
63240,62,40,22,296,113,64,70,52,66,44,0,0
81612,33,19,14,85,66,59,67,53,58,41,0,0
33298,31,12,19,329,169,56,77,51,59,30,0,0
84237,34,23,11,225,87,62,74,52,54,44,0,0
63018,41,24,17,58,90,67,66,50,57,50,0,0
80945,48,26,22,210,161,56,72,49,64,41,0,0
65731,48,27,21,204,136,62,70,52,60,40,0,0
77575,61,35,26,107,126,62,65,49,55,46,0,0
54365,43,26,17,77,77,66,65,49,60,40,0,0
26960,38,22,16,302,75,64,72,51,62,38,0,0
29667,40,17,23,136,101,62,68,48,55,43,0,0
83921,51,27,24,110,85,65,64,49,56,46,0,0
82262,29,19,10,185,89,60,76,53,69,38,0,0
38550,34,20,14,138,88,57,71,53,60,40,0,0
67979,35,15,20,92,92,57,64,51,58,37,0,0
91863,52,30,22,285,103,59,71,47,56,39,0,0
48023,52,26,26,288,309,62,69,46,58,42,0,0
58999,59,29,30,312,211,59,69,47,63,38,0,0
59499,61,32,29,95,158,69,61,49,57,46,0,0
66500,54,24,30,134,180,63,60,42,51,44,0,0
34861,23,14,9,147,143,56,73,47,64,36,0,0
63451,29,13,16,203,114,53,72,51,63,37,0,0
92050,50,24,26,97,200,59,64,46,58,46,0,0
85513,45,25,20,261,96,58,71,50,61,45,0,0
81959,55,26,29,48,189,67,60,48,56,49,0,0
57038,52,27,25,83,91,58,67,49,59,43,0,0
32811,53,28,25,32,128,73,57,44,54,50,0,0
46164,52,24,28,143,129,61,63,47,55,47,0,0
81144,20,16,4,96,42,62,69,54,66,44,0,0
9229,19,8,11,145,59,57,74,49,54,37,0,0
87282,40,20,20,114,59,58,65,48,54,39,0,0
38250,53,25,28,297,139,59,69,46,56,43,0,0
88897,59,30,29,165,164,60,67,49,58,41,0,0
37275,21,15,6,75,43,62,70,53,65,41,0,0
85763,50,26,24,84,94,62,62,49,55,47,0,0
93888,46,23,23,56,105,64,61,47,51,46,0,0
47778,55,29,26,239,163,60,66,48,56,41,0,0
55642,59,27,32,47,127,71,59,46,56,40,0,0
22056,41,16,25,177,92,55,69,47,55,38,0,0
89402,46,22,24,282,93,63,70,52,59,36,0,0
53138,53,29,24,126,164,59,65,47,54,43,0,0
96547,49,25,24,142,160,61,64,48,51,43,0,0
65267,47,23,24,186,123,63,65,49,57,44,0,0
54973,53,26,27,74,120,65,62,50,54,38,0,0
32910,68,36,32,43,208,70,61,47,54,50,0,0
11923,11,6,5,30,23,60,68,54,59,42,0,0
17788,30,14,16,84,112,57,67,45,51,45,0,0
50128,43,23,20,345,212,60,73,47,58,39,0,0
77443,47,25,22,119,159,60,68,50,57,41,0,0
62996,55,27,28,90,151,66,63,46,58,43,0,0
45175,69,37,32,236,227,61,69,49,58,44,0,0
99918,25,16,9,16,71,70,58,45,55,54,0,0
9094,21,8,13,163,131,52,77,44,65,38,0,0
82492,27,13,14,145,57,61,70,50,60,37,0,0
37053,44,24,20,223,181,54,71,49,59,37,0,0
39445,48,24,24,28,142,70,60,47,55,48,0,0
78285,51,22,29,194,134,57,70,48,52,42,0,0
51086,63,33,30,115,150,63,64,50,51,43,0,0
20819,11,4,7,101,37,59,75,49,69,33,0,0
68638,16,10,6,83,38,60,75,49,55,52,0,0
85445,43,26,17,57,97,71,62,47,60,50,0,0
84332,47,27,20,89,121,59,63,47,55,43,0,0
34829,47,25,22,82,266,57,63,45,55,49,0,0
13804,50,20,30,70,67,58,63,51,54,43,0,0
82696,46,21,25,192,123,64,69,51,61,42,0,0
36620,54,28,26,78,85,70,61,51,52,44,0,0
103365,18,14,4,69,35,72,68,52,61,44,0,0
48228,24,18,6,50,78,55,72,53,51,40,0,0
87770,36,18,18,56,163,67,65,46,55,44,0,0
28073,32,20,12,33,113,65,63,49,50,54,0,0
80008,30,15,15,163,81,57,71,47,60,40,0,0
51046,34,15,19,140,142,60,67,46,60,39,0,0
55657,48,23,25,133,171,55,66,47,54,42,0,0
48631,40,22,18,103,74,60,67,50,59,43,0,0
86687,34,14,20,35,62,67,61,49,55,43,0,0
42150,49,26,23,40,174,67,63,49,59,47,0,0
30978,47,20,27,120,197,57,64,49,56,37,0,0
71631,53,29,24,38,114,67,60,50,55,46,0,0
43949,49,22,27,49,146,70,63,47,54,48,0,0
87512,15,9,6,52,36,54,73,54,60,50,0,0
28924,16,11,5,37,65,61,67,51,67,52,0,0
30944,24,16,8,68,56,62,65,54,50,40,0,0
13348,24,16,8,58,42,65,66,47,51,41,0,0
17359,24,12,12,48,71,55,65,47,47,49,0,0
70062,40,22,18,121,164,63,66,43,53,44,0,0
36883,42,20,22,161,85,56,70,48,61,42,0,0
59366,48,26,22,22,70,72,59,50,54,45,0,0
66878,16,12,4,13,34,66,65,54,61,55,0,0
48075,20,13,7,90,73,63,71,50,65,45,0,0
35597,31,19,12,71,114,61,68,48,55,47,0,0
39851,39,22,17,75,110,65,66,50,53,50,0,0
94315,34,18,16,93,123,56,64,47,57,49,0,0
54761,48,20,28,96,107,59,64,44,52,42,0,0
92087,46,25,21,160,200,61,66,46,55,45,0,0
68639,47,24,23,108,126,64,64,46,50,41,0,0
83525,50,24,26,130,86,65,64,46,54,43,0,0
32349,46,24,22,124,118,57,67,47,57,43,0,0
62709,50,23,27,220,147,60,68,52,63,44,0,0
94765,58,28,30,181,197,64,66,49,54,43,0,0
43645,45,24,21,98,159,66,65,47,60,43,0,0
36170,45,24,21,131,77,59,66,50,53,45,0,0
43237,41,22,19,261,108,61,73,46,59,36,0,0
38275,36,15,21,80,134,59,63,45,56,47,0,0
96145,42,24,18,110,234,54,65,47,56,44,0,0
70909,46,23,23,125,191,67,64,42,52,46,0,0
48872,47,25,22,162,97,62,65,50,55,48,0,0
35321,50,27,23,72,78,64,63,48,57,42,0,0
54812,58,31,27,199,132,61,67,49,59,40,0,0
101158,6,3,3,30,14,56,68,53,63,40,0,0
13269,26,15,11,137,70,60,69,49,56,47,0,0
18648,23,10,13,16,47,61,60,46,54,48,195,175
65506,38,27,11,361,84,60,76,54,61,44,0,0
30211,32,13,19,253,137,57,72,50,61,42,0,0
52552,31,18,13,113,79,62,69,50,64,44,0,0
72640,51,29,22,28,114,72,57,45,55,50,0,0
90178,55,28,27,103,218,58,62,49,55,43,0,0
71795,52,23,29,239,153,62,69,49,63,41,0,0
9649,6,4,2,22,10,65,72,55,72,37,0,0
12594,16,8,8,42,74,54,69,49,55,40,0,0
28071,23,16,7,61,38,57,70,52,58,42,0,0
23634,22,13,9,65,38,62,67,53,47,48,0,0
92054,29,14,15,36,32,65,62,47,50,46,0,0
99265,34,16,18,159,122,56,71,49,55,34,195,179
92243,40,21,19,98,68,65,67,50,59,41,0,0
83858,36,16,20,134,185,55,68,43,53,44,0,0
99969,53,31,22,103,239,63,65,45,55,45,0,0
91428,48,23,25,107,128,61,65,49,59,47,0,0
100225,50,26,24,47,150,58,61,50,56,45,0,0
36772,24,9,15,100,60,65,69,45,58,30,0,0
50511,18,10,8,59,34,64,68,51,57,42,0,0
92056,20,13,7,38,49,58,62,49,46,52,0,0
67838,31,18,13,120,86,60,68,49,57,41,0,0
30210,59,31,28,142,106,69,65,49,59,40,0,0
38400,35,14,21,248,86,62,72,47,50,35,0,0
98385,42,22,20,25,93,61,60,50,51,46,0,0
56591,45,23,22,258,97,67,70,52,64,38,0,0
62180,50,29,21,85,190,63,66,48,55,41,0,0
31650,44,22,22,191,166,61,70,46,57,42,0,0
59003,42,14,28,136,205,61,67,43,58,36,0,0
67172,52,22,30,231,157,59,68,46,58,44,0,0
77720,17,11,6,42,58,60,66,46,62,43,0,0
78052,33,21,12,14,175,63,62,43,55,48,0,0
28742,31,14,17,144,63,60,67,50,55,40,0,0
99755,39,22,17,381,90,73,74,52,69,32,0,0
84373,43,23,20,114,154,63,61,48,57,48,0,0
31327,42,22,20,166,92,63,70,49,57,45,0,0
80222,46,24,22,142,94,67,68,52,61,41,0,0
31944,41,17,24,194,106,63,66,46,60,44,0,0
68635,62,31,31,47,47,71,57,48,53,47,0,0
86692,51,23,28,60,276,66,62,41,50,44,0,0
111954,21,14,7,53,80,60,65,50,65,42,0,0
92573,23,8,15,76,99,56,63,47,49,35,188,165
79673,41,24,17,201,193,54,73,49,60,42,0,0
49999,41,18,23,155,183,59,69,45,59,39,0,0
57258,36,17,19,60,85,61,61,47,57,45,0,0
34538,37,14,23,113,57,65,61,48,50,39,0,0
100196,42,18,24,38,124,60,62,50,49,39,0,0
36743,46,21,25,166,119,56,65,48,56,46,0,0
68702,60,31,29,312,198,60,69,46,58,42,0,0
90774,53,22,31,309,170,57,70,48,59,38,0,0
25810,11,5,6,113,64,58,72,48,59,35,0,0
20694,12,5,7,10,43,65,62,47,51,37,0,0
100201,20,10,10,68,59,64,69,49,59,37,0,0
96297,29,16,13,107,132,59,72,46,59,41,0,0
75578,41,20,21,117,73,59,64,49,53,39,0,0
99145,34,16,18,63,83,62,59,48,51,45,0,0
30692,52,29,23,35,90,64,61,51,51,48,0,0
87624,47,22,25,118,161,58,63,47,54,45,0,0
23993,51,26,25,105,173,61,63,48,56,42,0,0
96542,57,28,29,206,156,57,67,48,55,45,0,0
21498,60,26,34,65,145,71,58,46,53,47,0,0
78644,20,13,7,59,25,65,71,51,62,46,0,0
92059,21,11,10,26,48,69,61,48,58,46,0,0
22437,35,18,17,80,170,64,66,47,53,43,0,0
31320,35,17,18,110,52,68,66,51,50,41,0,0
95954,45,19,26,175,124,61,66,46,56,44,0,0
50848,53,21,32,97,130,61,65,48,56,42,0,0
66526,30,13,17,83,91,61,64,46,56,40,0,0
25408,31,17,14,59,63,65,65,44,57,45,0,0
52543,38,16,22,142,85,59,66,43,55,43,0,0
89694,40,18,22,71,87,65,60,47,47,44,0,0
50519,39,16,23,71,124,63,63,41,55,41,0,0
55841,12,8,4,126,31,59,78,55,61,44,0,0
73569,21,12,9,73,45,60,69,56,54,43,0,0
96765,24,13,11,46,69,59,65,50,58,44,0,0
59762,31,18,13,102,136,56,70,47,54,38,0,0
17018,13,5,8,20,46,62,65,46,56,42,0,0
50250,40,25,15,63,77,67,63,53,50,47,0,0
45254,44,23,21,74,124,64,67,48,53,45,0,0
51859,29,11,18,105,71,59,70,47,57,34,0,0
89202,37,19,18,129,89,58,66,47,55,46,0,0
31698,43,18,25,31,103,65,64,46,55,43,0,0
27082,43,19,24,193,101,59,69,47,58,40,0,0
75750,43,20,23,117,100,57,64,49,55,42,0,0
36211,46,17,29,198,157,60,64,46,54,44,0,0
64037,54,27,27,70,130,64,60,50,55,45,0,0
82983,53,21,32,169,114,60,66,48,56,42,0,0
87771,21,15,6,54,63,61,67,52,59,45,0,0
37297,18,8,10,41,46,62,62,45,53,48,0,0
97984,17,10,7,53,90,52,66,44,55,47,0,0
33439,29,17,12,84,78,70,66,51,54,54,0,0
61691,26,11,15,45,54,65,65,47,58,35,0,0
83906,30,13,17,56,78,63,62,48,51,44,0,0
61281,43,23,20,167,197,60,68,50,64,40,0,0
20900,44,22,22,120,84,66,66,48,59,41,0,0
37062,50,23,27,308,153,63,71,47,63,39,0,0
78053,47,22,25,45,112,63,59,46,53,45,0,0
73730,51,26,25,125,71,63,66,51,54,42,0,0
15000,56,24,32,83,158,60,62,47,53,44,0,0
84712,51,22,29,260,184,62,67,45,56,42,0,0
33947,51,16,35,238,103,69,65,48,59,30,0,0
86746,8,6,2,10,14,64,69,56,51,53,0,0
35337,15,4,11,82,65,61,67,44,58,29,0,0
99691,11,6,5,14,26,58,62,46,50,41,0,0
30748,11,7,4,25,31,60,66,50,51,44,0,0
46167,19,12,7,50,43,56,65,55,62,46,0,0
106767,14,8,6,60,52,54,68,49,57,47,0,0
63231,37,24,13,109,111,63,68,51,55,47,0,0
67424,22,13,9,199,44,59,78,50,64,33,0,0
87626,19,7,12,75,40,59,66,47,51,38,0,0
84710,22,12,10,63,53,56,67,46,53,41,0,0
876,10,4,6,26,27,55,65,49,60,42,0,0
900,1,0,1,0,2,68,58,54,40,60,0,0
909,1,0,1,4,4,49,64,24,54,0,0,0
918,17,11,6,56,102,55,71,47,57,47,0,0
1075,20,7,13,112,37,58,72,51,55,32,204,182
1125,3,0,3,16,12,58,69,47,35,30,0,0
1128,5,2,3,9,27,58,64,46,50,39,0,0
1742,21,6,15,98,72,59,70,51,53,39,0,0
1823,1,0,1,0,3,53,50,37,50,8,0,0
2066,2,0,2,7,14,49,70,47,41,41,0,0
2139,2,1,1,16,2,68,77,47,71,28,0,0
2804,1,0,1,2,5,55,69,37,66,33,0,0
3577,2,0,2,4,3,50,54,32,58,0,192,172
5069,32,20,12,286,58,65,76,48,62,37,0,0
5131,2,1,1,1,2,62,66,44,16,50,0,0
6081,3,1,2,11,15,62,75,38,62,29,0,0
6150,1,0,1,0,3,66,64,25,33,50,0,0
6188,9,3,6,2,24,67,60,39,52,53,0,0
6254,30,13,17,61,63,70,67,46,58,46,0,0
6267,3,2,1,2,2,69,64,44,63,47,0,0
6875,1,0,1,1,3,51,76,28,50,33,0,0
7202,7,2,5,15,12,61,60,44,44,27,0,0
7348,9,2,7,49,30,59,68,43,72,36,0,0
7462,5,1,4,28,11,60,70,45,57,22,0,0
7757,4,1,3,19,17,46,68,46,42,66,0,0
8089,4,3,1,3,11,73,59,45,61,44,0,0
8295,1,0,1,0,1,65,58,38,40,0,0,0
8313,12,3,9,60,40,61,67,46,53,29,0,0
8354,4,1,3,11,12,59,62,52,53,44,0,0
8483,4,1,3,7,16,70,65,39,50,50,0,0
8580,2,0,2,5,3,50,73,48,50,33,0,0
8662,4,2,2,4,3,58,55,65,52,43,0,0
8722,1,1,0,0,1,71,67,50,75,45,0,0
8818,7,1,6,5,37,57,60,37,50,39,0,0
9475,18,12,6,64,38,66,72,48,47,38,0,0
9521,1,0,1,1,4,60,42,29,33,0,0,0
9543,5,1,4,24,18,51,70,47,57,41,0,0
9658,4,2,2,13,10,64,75,41,52,50,0,0
9806,3,2,1,1,4,61,64,43,60,47,0,0
9831,2,1,1,5,1,63,61,53,62,41,193,178
9997,15,3,12,16,36,64,60,46,58,44,0,0
10494,8,2,6,8,14,62,58,47,49,42,0,0
10500,18,13,5,73,29,55,71,54,66,47,0,0
10819,1,0,1,7,5,53,64,29,55,0,0,0
10920,3,2,1,16,2,73,73,65,75,44,0,0
10971,16,6,10,28,57,60,63,47,59,47,0,0
11005,8,2,6,42,25,63,72,43,44,41,0,0
11178,5,2,3,25,14,56,75,54,58,23,0,0
11303,3,0,3,5,10,54,62,39,56,23,0,0
11701,17,8,9,28,24,58,66,49,54,44,0,0
11779,1,0,1,2,2,65,57,27,69,25,0,0
11815,1,0,1,4,3,65,66,41,37,22,0,0
11884,7,4,3,38,5,60,73,51,63,42,0,0
12226,4,1,3,16,5,55,72,45,52,28,0,0
12539,1,0,1,1,1,74,60,33,33,75,0,0
12588,3,1,2,6,3,70,73,52,33,50,0,0
12614,10,5,5,40,36,53,66,46,64,49,0,0
12977,1,0,1,2,5,65,46,21,16,0,0,0
13022,1,0,1,3,2,77,60,42,53,35,0,0
13070,1,0,1,2,2,50,50,58,20,50,0,0
13445,17,12,5,40,18,68,69,52,64,49,0,0
13611,6,1,5,10,22,64,65,43,47,36,0,0
13638,1,0,1,3,0,45,62,36,66,0,0,0
13722,10,3,7,25,15,60,62,45,52,41,0,0
13758,9,6,3,14,12,69,64,47,50,48,0,0
13799,3,0,3,9,8,56,69,43,55,0,0,0
13944,11,8,3,35,16,68,66,53,59,43,0,0
13950,1,0,1,0,0,64,56,61,55,80,0,0
13970,1,0,1,4,2,74,46,27,37,100,0,0
14107,1,0,1,1,6,58,38,23,28,0,0,0
14194,10,5,5,24,24,67,69,48,54,52,0,0
14304,2,1,1,4,3,46,70,49,53,50,0,0
14534,4,2,2,23,24,46,78,37,42,36,0,0
14715,3,0,3,6,19,60,59,39,70,61,0,0
14790,1,0,1,0,1,73,58,52,66,20,0,0
14814,1,0,1,1,2,70,47,23,53,16,0,0
14860,4,3,1,62,10,58,88,61,75,36,0,0
14883,1,0,1,2,0,63,46,40,16,66,0,0
14884,28,11,17,68,79,67,63,46,55,39,0,0
14982,1,0,1,0,2,37,47,35,50,0,0,0
15036,2,0,2,4,9,50,52,29,58,30,0,0
15045,2,0,2,2,4,56,47,41,52,100,0,0
17115,1,0,1,3,1,62,57,52,73,41,0,0
17267,11,3,8,33,27,65,63,49,56,52,0,0
17960,2,0,2,5,8,70,55,37,35,40,0,0
17969,2,0,2,4,5,56,57,27,35,20,0,0
18138,1,0,1,7,0,50,76,46,50,0,0,0
18230,14,4,10,22,46,55,62,42,45,45,0,0
18457,1,0,1,0,8,60,34,29,25,50,0,0
18474,7,1,6,9,8,67,59,44,48,46,0,0
18527,2,0,2,3,9,60,62,31,61,0,0,0
18627,20,11,9,57,87,59,62,43,56,45,0,0
19484,2,0,2,1,4,67,40,35,42,100,0,0
19514,3,1,2,16,3,55,67,53,56,33,0,0
19729,1,0,1,11,6,56,71,44,62,0,0,0
19877,23,11,12,44,18,69,65,50,55,37,0,0
19910,2,0,2,2,5,67,61,48,50,14,0,0
20100,6,4,2,6,10,66,59,52,63,41,0,0
20235,13,7,6,70,44,55,70,51,54,41,0,0
20290,4,2,2,7,8,57,61,55,57,47,0,0
20537,8,2,6,20,18,66,65,41,62,46,0,0
20544,1,0,1,0,2,81,56,20,42,25,0,0
20557,1,0,1,1,4,69,52,57,42,100,0,0
20657,3,1,2,5,16,62,62,41,42,40,0,0
20700,1,0,1,1,4,62,61,40,33,36,0,0
20705,1,0,1,6,9,53,64,42,54,21,0,0
20987,8,0,8,8,47,54,62,38,52,28,0,0
21070,1,0,1,1,2,45,62,42,33,0,0,0
21254,4,2,2,2,6,61,64,47,50,50,0,0
21385,1,0,1,0,1,51,42,50,33,0,0,0
21396,3,1,2,5,6,64,62,42,45,40,0,0
21411,4,1,3,10,7,68,65,41,52,35,0,0
21559,5,2,3,20,18,53,67,51,73,50,0,0
21623,19,10,9,56,37,61,66,49,52,39,0,0
21751,6,3,3,2,15,68,61,44,44,48,0,0
21826,12,4,8,8,21,67,54,53,59,47,0,0
21887,6,2,4,7,20,66,65,46,54,33,0,0
21963,3,1,2,3,6,58,61,44,52,66,0,0
22025,5,3,2,14,18,56,69,49,51,51,0,0
22112,3,1,2,6,14,56,62,33,56,57,0,0
22444,1,0,1,10,9,56,72,46,69,18,0,0
22459,2,0,2,4,5,61,57,33,47,36,0,0
22479,1,0,1,0,3,49,67,31,44,0,0,0
22590,10,3,7,33,40,61,64,45,47,48,0,0
22808,3,1,2,12,6,63,62,40,41,25,0,0
