TOUR,DATE_GAME,ID1,ID2,ROUND,DRAW,RESULT,COMPLETE,LIVE,TIME_GAME,RESERVE_INT,RESERVE_CHAR
16116,"03/26/25 22:00:00",52500,34595,4,12,"6-0 6-4",,,,,
16116,"03/26/25 19:05:00",12570,62729,4,13,"6-2 6-2",,,,,
16116,"03/25/25 20:55:00",71438,12899,4,14,"2-6 6-4 6-4",,,,,
16116,"03/26/25 22:50:00",14188,43326,4,15,"6-4 6-4",,,,,
16116,"03/27/25 20:55:00",11959,11931,5,1,"6-4 6-1",,,,,
16116,"03/27/25 22:30:00",11306,61291,5,2,"7-6(4) 6-7(5) 7-5",,,,,
16116,"03/27/25 23:35:00",51696,12059,5,3,"3-6 6-1 6-4",,,,,
16116,"03/27/25 19:05:00",10343,26145,5,4,"6-3 1-6 6-1",,,,,
16116,"03/27/25 19:05:00",11066,42244,5,5,"7-5 6-2",,,,,
16116,"03/27/25 19:05:00",52500,25863,5,6,"6-4 6-3",,,,,
16116,"03/27/25 20:50:00",12570,71438,5,7,"6-2 6-1",,,,,
16116,"03/28/25 21:47:00",11959,11306,9,1,"6-2 6-1",,,,,
16116,"03/28/25 19:05:00",51696,10343,9,2,"3-6 6-4 6-2",,,,,
16116,"03/28/25 19:04:00",52500,11066,9,3,"2-6 6-2 6-3",,,,,
16116,"03/28/25 21:15:00",38210,12570,9,4,"6-0 6-2",,,,,
16116,,11959,51696,10,1,,,,,,
16116,,52500,38210,10,2,,,,,,
16116,,3700,3700,12,1,,,,,,
16125,"03/26/25 10:35:00",30669,62351,4,1,"6-2 6-1",,,,,
16125,"03/26/25 14:35:00",93626,4212,4,2,"6-4 7-6(6)",,,,,
16125,"03/26/25 12:00:00",16219,71879,4,4,"6-3 6-2",,,,,
15956,"03/16/25 18:00:00",27804,28585,1,1,"2-6 7-6(2) 6-2",,,,,
15956,"03/16/25 18:00:00",6651,78152,1,3,"6-3 6-1",,,,,
15956,"03/16/25 18:00:00",31728,25513,1,4,"3-6 6-3 6-2",,,,,
15956,"03/16/25 22:00:00",18427,12842,1,5,"6-4 6-3",,,,,
15956,"03/16/25 22:30:00",14609,10334,1,6,"2-6 6-1 7-5",,,,,
15956,"03/16/25 22:30:00",17774,31920,1,8,"2-6 6-4 6-3",,,,,
15956,"03/16/25 19:30:00",44525,7574,1,9,"7-5 6-3",,,,,
15956,"03/16/25 19:50:00",61481,90658,1,10,"6-2 6-3",,,,,
15956,"03/16/25 22:30:00",12402,17345,1,11,"6-4 3-0 ret.",,,,,
15956,"03/16/25 20:00:00",32633,24344,1,12,"6-4 1-6 6-3",,,,,
15956,"03/16/25 22:00:00",14259,66176,1,13,"5-7 6-4 6-4",,,,,
15956,"03/16/25 21:10:00",64341,71129,1,14,"6-2 6-0",,,,,
15956,"03/16/25 22:30:00",66591,33355,1,15,"6-7(5) 6-4 ret.",,,,,
15956,"03/16/25 22:30:00",13621,37530,1,16,"6-2 6-4",,,,,
15956,"03/16/25 20:30:00",4177,17673,1,17,"6-2 6-3",,,,,
15956,"03/16/25 23:55:00",72414,4121,1,19,"7-6(6) 7-6(4)",,,,,
15956,"03/16/25 20:30:00",4110,11959,1,21,"6-2 6-2",,,,,
15956,"03/16/25 18:00:00",41888,461,1,22,"5-7 6-1 6-1",,,,,
15956,"03/16/25 18:00:00",87188,43865,1,24,"6-3 7-5",,,,,
15956,"03/17/25 18:00:00",27804,13839,3,1,"7-6(4) 6-3",,,,,
15956,"03/17/25 22:40:00",18427,14609,3,3,"6-4 6-3",,,,,
15956,"03/17/25 22:30:00",17774,30451,3,4,"4-6 6-1 7-5",,,,,
15956,"03/17/25 18:00:00",61481,44525,3,5,"4-6 6-4 6-2",,,,,
16118,"03/26/25 22:00:00",73190,57761,5,9,"6-3 6-3",,,,,
16118,"03/26/25 21:55:00",58904,59449,5,11,"6-3 1-6 7-6(1)",,,,,
16118,"03/26/25 22:45:00",73836,75089,5,12,"6-2 6-2",,,,,
16118,"03/26/25 20:40:00",77378,37592,5,13,"6-4 2-1 ret.",,,,,
16118,"03/26/25 20:15:00",78153,14504,5,15,"6-0 6-0",,,,,
16118,"03/26/25 23:05:00",78152,79059,5,16,"6-1 6-4",,,,,
16118,"03/27/25 16:37:00",66592,32186,6,1,"6-4 6-3",,,,,
16118,"03/27/25 16:35:00",73977,87418,6,2,"6-2 6-4",,,,,
16118,"03/27/25 16:35:00",37530,71462,6,3,"7-5 6-3",,,,,
16118,"03/27/25 18:25:00",23648,32501,6,4,"6-4 6-7(6) 6-4",,,,,
16118,"03/27/25 18:25:00",73836,58904,6,6,"4-6 6-3 6-0",,,,,
16118,"03/27/25 16:35:00",12439,77378,6,7,"6-0 5-7 6-2",,,,,
16118,"03/27/25 18:55:00",78153,78152,6,8,"7-6(2) 6-2",,,,,
16118,"03/28/25 17:05:00",73977,66592,9,1,"2-6 6-3 6-3",,,,,
16118,"03/28/25 19:00:00",73190,73836,9,3,,,,,,
16118,"03/28/25 19:45:00",12439,78153,9,4,,,,,,
16118,,73977,37530,10,1,,,,,,
16118,,3700,3700,10,2,,,,,,
16118,,3700,3700,12,1,,,,,,
16120,"03/26/25 12:30:00",57375,42096,4,1,"6-1 2-6 6-3",,,,,
16120,"03/26/25 12:30:00",80418,25216,4,3,"3-6 7-5 6-3",,,,,
16120,"03/26/25 12:44:00",82563,13019,4,4,"3-6 6-4 ret.",,,,,
16120,"03/26/25 11:00:00",18452,71129,4,5,"6-1 6-4",,,,,
16120,"03/25/25 15:30:00",79778,26693,4,6,"6-3 6-2",,,,,
16120,"03/25/25 16:10:00",30197,38720,4,7,"6-3 6-1",,,,,
16120,"03/26/25 11:00:00",49988,41111,4,8,"6-3 6-4",,,,,
16120,"03/25/25 13:10:00",72126,85082,4,10,"6-3 6-3",,,,,
16120,"03/25/25 16:05:00",36397,72239,4,11,"6-2 6-1",,,,,
16120,"03/25/25 12:00:00",72468,74949,4,12,"6-4 6-3",,,,,
16120,"03/25/25 12:05:00",60758,52646,4,13,"6-7(3) 7-5 6-3",,,,,
16120,"03/25/25 13:15:00",59581,85887,4,14,"6-2 6-3",,,,,
16120,"03/25/25 12:05:00",51269,52774,4,15,"6-4 7-5",,,,,
16120,"03/26/25 17:35:00",57375,29704,5,1,"6-1 2-1 ret.",,,,,
16120,"03/26/25 17:30:00",80418,82563,5,2,"6-2 6-0",,,,,
16120,"03/26/25 17:25:00",79778,18452,5,3,"6-0 6-3",,,,,
16120,,30197,49988,5,4,"6-1 1-6 6-1",,,,,
15956,"03/17/25 23:00:00",32633,12402,3,6,"6-3 6-1",,,,,
15956,"03/17/25 22:30:00",14259,64341,3,7,"7-6(2) 6-4",,,,,
15956,"03/17/25 22:00:00",13621,66591,3,8,"4-6 7-6(2) 7-5",,,,,
15956,"03/17/25 22:00:00",28732,72414,3,10,"6-1 7-6(3)",,,,,
15956,"03/17/25 20:30:00",41888,4110,3,11,"6-4 6-3",,,,,
16125,,45191,83686,4,5,"6-2 6-1",,,,,
16125,,81564,53586,4,6,"6-0 7-5",,,,,
16125,"03/25/25 10:36:00",32188,45724,4,7,"6-3 6-3",,,,,
16125,"03/26/25 12:50:00",23860,73045,4,8,"6-3 6-0",,,,,
16125,"03/26/25 15:05:00",81640,93637,4,9,"6-0 6-1",,,,,
16125,"03/25/25 12:10:00",74694,80964,4,10,"6-2 2-6 7-6(3)",,,,,
16125,"03/25/25 14:55:00",40170,56466,4,11,"6-0 6-4",,,,,
16125,"03/25/25 15:50:00",72065,48559,4,12,"6-4 6-3",,,,,
16125,"03/26/25 13:40:00",17677,60345,4,13,"6-0 6-0",,,,,
16125,"03/26/25 14:20:00",60356,81717,4,14,"3-6 6-1 6-2",,,,,
16125,"03/26/25 15:25:00",63282,75301,4,16,"6-1 6-3",,,,,
16125,"03/27/25 12:10:00",30669,93626,5,1,"6-3 6-7(5) 6-0",,,,,
16125,"03/27/25 10:30:00",16219,38710,5,2,"6-3 6-0",,,,,
16125,"03/27/25 12:30:00",45191,81564,5,3,"6-1 6-4",,,,,
16125,"03/27/25 10:35:00",23860,32188,5,4,"6-2 6-2",,,,,
16125,"03/27/25 10:35:00",81640,74694,5,5,"6-2 6-7(5) 6-4",,,,,
16125,"03/27/25 10:40:00",40170,72065,5,6,"6-3 6-2",,,,,
16125,"03/27/25 13:15:00",17677,60356,5,7,"7-5 6-2",,,,,
16125,"03/27/25 10:30:00",63282,43164,5,8,"6-2 2-6 6-0",,,,,
16125,"03/28/25 10:35:00",30669,16219,9,1,"6-1 4-6 6-3",,,,,
16125,"03/28/25 10:35:00",23860,45191,9,2,"6-3 7-5",,,,,
16125,"03/28/25 13:20:00",81640,40170,9,3,"6-3 6-2",,,,,
16125,"03/28/25 10:36:00",17677,63282,9,4,"6-4 7-5",,,,,
16125,"03/29/25 11:00:00",30669,23860,10,1,,,,,,
16125,"03/29/25 11:00:00",81640,17677,10,2,,,,,,
16125,,3700,3700,12,1,,,,,,
16115,,78672,99924,4,1,"7-6(2) 2-6 10-5",,,,,
16119,,93441,97631,1,15,"6-0 2-6 10-6",,,,,
16119,,95596,90815,1,27,"6-2 6-2",,,,,
16122,,78929,83090,1,3,"4-6 7-5 11-9",,,,,
16122,,87615,75193,1,26,"6-1 6-1",,,,,
16115,,71092,73576,1,12,"6-1 6-3",,,,,
16116,"03/23/25 15:10:00",72821,13958,1,4,"3-6 6-3 6-4",,,,,
16121,,90636,95089,1,15,"3-6 7-5 10-4",,,,,
16122,,66328,58474,1,14,"6-0 6-1",,,,,
16120,"03/26/25 15:15:00",36397,72468,5,6,"6-3 6-4",,,,,
16120,"03/26/25 15:05:00",60758,59581,5,7,"6-1 6-3",,,,,
16120,"03/26/25 17:05:00",51269,24845,5,8,"6-1 6-2",,,,,
16120,"03/27/25 15:15:00",80418,57375,9,1,"2-6 6-2 6-2",,,,,
16120,"03/27/25 17:50:00",79778,30197,9,2,"6-3 6-2",,,,,
16120,"03/27/25 13:02:00",17040,36397,9,3,"7-6(6) 6-0",,,,,
16120,"03/27/25 13:05:00",60758,51269,9,4,"6-3 3-6 6-2",,,,,
16120,"03/28/25 16:05:00",79778,80418,10,1,"6-4 6-7(7) 6-3",,,,,
16120,"03/28/25 14:05:00",60758,17040,10,2,"6-2 7-5",,,,,
16120,"03/29/25 13:00:00",79778,60758,12,1,,,,,,
16120,,99889,3699,4,1,"bye",,,,,
16120,,99890,3699,4,2,"bye",,,,,
16120,,99891,3699,4,3,"bye",,,,,
16120,,92687,3699,4,4,"bye",,,,,
16120,,97327,3699,4,5,"bye",,,,,
16120,,99892,3699,4,6,"bye",,,,,
16120,,99894,99895,4,7,"6-3 6-4",,,,,
16120,,99896,3699,4,8,"bye",,,,,
16120,,99889,99890,9,1,"6-2 7-5",,,,,
16120,,99891,92687,9,2,"6-4 6-3",,,,,
16120,,99892,97327,9,3,"6-1 6-0",,,,,
16120,,99894,99896,9,4,"w/o",,,,,
16120,,99891,99889,10,1,"6-3 6-2",,,,,
16120,,99892,99894,10,2,"6-2 3-6 10-8",,,,,
16120,,99891,99892,12,1,"3-6 6-1 10-6",,,,,
16123,"03/24/25 07:40:00",38441,86048,3,4,"6-4 6-4",,,,,
16072,"03/24/25 21:00:00",30451,27775,4,2,"6-0 6-3",,,,,
16072,"03/24/25 22:10:00",33355,8549,4,3,"6-4 7-6(4)",,,,,
16072,"03/24/25 21:00:00",4110,32633,4,4,"6-2 6-2",,,,,
16072,"03/25/25 20:00:00",14259,27043,4,5,"6-1 6-4",,,,,
16072,"03/25/25 21:00:00",28732,461,4,6,"6-3 6-4",,,,,
16072,"03/25/25 03:00:00",69652,78146,4,8,"6-1 6-1",,,,,
16072,"03/25/25 21:30:00",13839,8668,4,9,"6-3 6-1",,,,,
16072,"03/25/25 22:30:00",11071,45990,4,10,"6-0 6-3",,,,,
16072,"03/26/25 00:00:00",66176,17673,4,11,"6-3 7-5",,,,,
16072,"03/26/25 04:30:00",54664,8665,4,12,"6-3 6-3",,,,,
16072,"03/25/25 19:00:00",65912,48254,4,13,"w/o",,,,,
16072,"03/25/25 04:10:00",10334,43865,4,14,"4-6 6-4 6-1",,,,,
16072,"03/24/25 23:27:00",16627,49995,4,15,"6-3 5-7 6-3",,,,,
16072,"03/25/25 23:00:00",72414,13511,4,16,"6-3 3-6 6-4",,,,,
16072,"03/27/25 03:00:00",17614,30451,5,1,"3-6 6-4 6-3",,,,,
16072,"03/28/25 03:00:00",28732,14259,5,3,"5-7 6-3 6-4",,,,,
16072,"03/27/25 01:00:00",25513,69652,5,4,"6-4 6-2",,,,,
16072,"03/28/25 01:00:00",11071,13839,5,5,"3-6 6-4 6-2",,,,,
16072,"03/28/25 04:30:00",66176,54664,5,6,"w/o",,,,,
16072,"03/27/25 05:00:00",65912,10334,5,7,"4-6 6-3 6-4",,,,,
16072,"03/29/25 03:00:00",17614,4110,9,1,,,,,,
16072,"03/29/25 04:30:00",28732,25513,9,2,,,,,,
16072,"03/28/25 23:00:00",11071,66176,9,3,"6-3 6-1",,,,,
16072,"03/29/25 00:30:00",65912,72414,9,4,,,,,,
16072,,3700,3700,10,1,,,,,,
16072,,11071,3700,10,2,,,,,,
16072,,3700,3700,12,1,,,,,,
16123,"03/26/25 06:05:00",41385,5300,4,1,"7-5 6-0",,,,,
16123,"03/26/25 08:25:00",81872,72260,4,2,"6-3 3-6 6-4",,,,,
16123,"03/26/25 09:35:00",73291,38441,4,3,"6-4 3-6 6-3",,,,,
16123,"03/26/25 07:40:00",53603,50750,4,4,"6-1 6-2",,,,,
16123,"03/25/25 06:05:00",82318,78687,4,6,"7-6(3) 4-6 6-3",,,,,
16123,"03/25/25 06:05:00",56736,87779,4,7,"6-4 7-5",,,,,
16123,"03/25/25 06:05:00",47867,80201,4,8,"6-2 7-5",,,,,
16123,"03/25/25 06:05:00",79099,43871,4,9,"7-5 6-4",,,,,
16115,,99925,96356,4,2,"7-5 4-6 10-5",,,,,
16115,,92076,85691,4,4,"6-3 6-1",,,,,
16115,,53239,93348,4,5,"6-1 6-2",,,,,
16115,,87150,23557,4,6,"3-6 7-5 10-3",,,,,
16115,,99927,99928,4,7,"6-0 6-4",,,,,
16115,,78672,99925,9,1,"6-4 6-3",,,,,
16115,,92076,97718,9,2,"6-3 6-1",,,,,
16115,,53239,87150,9,3,"6-2 6-7(3) 10-5",,,,,
16115,,97873,99927,9,4,"6-4 6-2",,,,,
16115,,53239,97873,10,2,"7-5 3-6 10-7",,,,,
16115,,78672,53239,12,1,,,,,,
16117,,99930,78420,4,1,"5-7 6-2 10-7",,,,,
16117,,99934,99935,4,3,"6-0 6-0",,,,,
16117,,65268,99936,4,4,"3-6 7-6(4) 10-5",,,,,
16117,,99937,99938,4,5,"7-5 6-3",,,,,
16117,,93744,99939,4,6,"6-2 6-2",,,,,
16117,,99941,99940,4,7,"6-4 6-4",,,,,
16117,,99930,99931,9,1,"6-1 6-4",,,,,
16123,"03/26/25 06:10:00",83975,49271,4,11,"6-4 6-3",,,,,
16123,"03/26/25 07:45:00",37909,74960,4,12,"6-3 6-4",,,,,
16123,"03/26/25 06:05:00",78455,50952,4,14,"6-1 7-5",,,,,
16123,"03/26/25 09:05:00",79609,79699,4,15,"1-6 6-2 6-1",,,,,
16123,"03/25/25 06:05:00",17696,62330,4,16,"6-1 6-4",,,,,
16123,"03/27/25 07:42:00",81872,41385,5,1,"6-3 6-2",,,,,
16123,"03/27/25 08:00:00",53603,73291,5,2,"6-2 6-7(2) 6-1",,,,,
16123,"03/27/25 06:05:00",51958,82318,5,3,"7-5 6-1",,,,,
16123,"03/27/25 06:05:00",47867,56736,5,4,"6-1 6-4",,,,,
16123,"03/27/25 07:35:00",37909,83975,5,6,"6-0 1-6 6-1",,,,,
16123,"03/27/25 06:05:00",78455,77410,5,7,"2-6 6-2 6-2",,,,,
16123,"03/27/25 06:05:00",17696,79609,5,8,"7-5 6-3",,,,,
16123,"03/28/25 07:50:00",53603,81872,9,1,"6-3 6-0",,,,,
16123,"03/28/25 06:05:00",51958,47867,9,2,"6-1 2-1 ret.",,,,,
16123,"03/28/25 06:05:00",17696,78455,9,4,"6-4 6-4",,,,,
16123,"03/29/25 06:00:00",53603,51958,10,1,,,,,,
16123,"03/29/25 07:00:00",79099,17696,10,2,,,,,,
16123,,3700,3700,12,1,,,,,,
16117,,65268,99934,9,2,"6-3 2-6 12-10",,,,,
16117,,99937,93744,9,3,"6-2 6-3",,,,,
16117,,99941,99942,9,4,"6-2 2-6 10-5",,,,,
16117,,99941,99937,10,2,"6-1 2-6 12-10",,,,,
16117,,65268,99941,12,1,,,,,,
16124,,86105,99943,4,1,"6-1 6-1",,,,,
16124,,99944,96042,4,2,"6-1 6-2",,,,,
16124,,99945,99946,4,3,"6-3 6-2",,,,,
16124,,99947,99799,4,4,"6-3 6-1",,,,,
16124,,99948,99949,4,5,"7-6(4) 7-5",,,,,
16124,,83775,99951,4,7,"6-1 6-3",,,,,
16124,,99953,99290,4,8,"6-3 6-3",,,,,
16124,,99944,86105,9,1,"w/o",,,,,
16124,,99947,99945,9,2,"6-4 7-6(3)",,,,,
16124,,83775,99953,9,4,"2-6 6-2 11-9",,,,,
16124,,99947,99944,10,1,"6-2 6-2",,,,,
16124,,69518,83775,10,2,"6-3 6-4",,,,,
16124,,99947,69518,12,1,,,,,,
16125,,99954,3699,4,1,"bye",,,,,
16125,,99858,99957,4,3,"7-5 6-1",,,,,
16125,,99879,99857,4,4,"6-4 6-1",,,,,
16125,,99959,99958,4,5,"6-2 6-4",,,,,
16125,,99852,3699,4,6,"bye",,,,,
16125,,89323,99960,4,7,"3-6 7-5 10-4",,,,,
16125,,99961,3699,4,8,"bye",,,,,
16125,,99954,99955,9,1,"6-2 6-4",,,,,
16125,,99858,99879,9,2,"4-6 7-5 10-8",,,,,
16125,,99852,99959,9,3,"6-1 6-1",,,,,
16125,,99954,99858,10,1,"6-3 6-2",,,,,
16125,,99852,99961,10,2,"6-3 6-1",,,,,
16125,,99954,99852,12,1,,,,,,
16118,"03/24/25 16:05:00",87418,55956,3,2,"6-2 6-1",,,,,
16122,,26130,91688,2,4,"6-1 6-2",,,,,
16122,,46576,97236,2,10,"6-1 6-2",,,,,
16122,,43007,82020,2,15,"6-4 6-2",,,,,
16124,,91952,91618,2,8,"6-3 7-6(6)",,,,,
16124,,46156,87261,2,15,"6-2 6-4",,,,,
16121,"03/26/25 11:05:00",75090,67791,4,2,"6-4 7-6(7)",,,,,
16121,"03/26/25 11:05:00",82915,93936,4,3,"6-1 6-1",,,,,
16121,"03/26/25 12:40:00",58621,39038,4,4,"6-1 6-4",,,,,
16121,"03/26/25 15:15:00",87780,77304,4,6,"7-5 6-2",,,,,
16121,"03/25/25 13:10:00",52528,54676,4,7,"4-6 6-3 6-2",,,,,
16121,"03/26/25 12:30:00",69064,93464,4,8,"6-2 6-2",,,,,
16121,,57745,46394,4,9,"2-6 7-5 6-3",,,,,
16121,"03/26/25 13:40:00",91884,64522,4,10,"6-0 1-6 7-6(4)",,,,,
16121,"03/26/25 13:40:00",81710,74597,4,11,"6-1 6-2",,,,,
16121,"03/25/25 13:10:00",16853,80351,4,12,"4-6 6-4 6-2",,,,,
16121,"03/26/25 11:05:00",71739,57209,4,13,"6-1 6-2",,,,,
16121,"03/26/25 12:45:00",68101,69395,4,14,"6-0 5-0 ret.",,,,,
16121,"03/26/25 14:00:00",80419,92610,4,15,"6-4 6-0",,,,,
16121,"03/26/25 15:00:00",57279,46378,4,16,"6-1 6-2",,,,,
16121,"03/27/25 13:15:00",75090,75649,5,1,"6-3 1-6 6-1",,,,,
16121,"03/27/25 14:40:00",82915,58621,5,2,"7-6(2) 6-3",,,,,
16121,"03/27/25 13:15:00",87780,40292,5,3,"6-3 6-3",,,,,
16121,"03/27/25 11:35:00",52528,69064,5,4,"6-1 6-3",,,,,
16121,,57745,91884,5,5,"6-0 6-4",,,,,
16121,"03/27/25 11:35:00",81710,16853,5,6,"6-0 6-4",,,,,
16121,"03/27/25 14:05:00",71739,68101,5,7,"6-0 6-2",,,,,
16121,"03/27/25 11:35:00",80419,57279,5,8,"7-5 3-6 6-2",,,,,
16121,"03/28/25 14:05:00",75090,82915,9,1,"2-6 6-1 6-4",,,,,
16121,"03/28/25 12:05:00",52528,87780,9,2,"6-3 6-1",,,,,
16121,"03/28/25 12:05:00",81710,57745,9,3,"6-1 6-0",,,,,
16121,"03/28/25 13:56:00",80419,71739,9,4,"6-2 6-2",,,,,
16121,"03/29/25 12:00:00",75090,52528,10,1,,,,,,
16121,"03/29/25 12:00:00",81710,80419,10,2,,,,,,
16121,,3700,3700,12,1,,,,,,
16121,,75090,81721,2,13,"6-3 6-0",,,,,
16125,,93626,57885,1,15,"6-3 3-6 10-6",,,,,
16121,,84129,99962,4,2,"3-6 6-3 10-4",,,,,
16121,,99827,99963,4,3,"6-4 6-1",,,,,
16121,,99965,99964,4,4,"6-2 6-4",,,,,
16121,,99966,89273,4,5,"6-3 6-2",,,,,
16121,,99823,99967,4,6,"6-3 6-3",,,,,
16121,,99968,99826,4,7,"6-3 6-1",,,,,
16121,,99970,99969,4,8,"6-3 6-4",,,,,
16121,,85244,84129,9,1,"6-0 6-3",,,,,
16121,,99827,99965,9,2,"6-1 6-2",,,,,
16121,,99823,99966,9,3,"6-1 6-1",,,,,
16121,,99968,99970,9,4,"6-2 6-2",,,,,
16121,,85244,99827,10,1,"6-2 7-6(4)",,,,,
16121,,99968,99823,10,2,"6-7(4) 6-2 10-6",,,,,
16121,,85244,99968,12,1,,,,,,
16115,"03/24/25 16:10:00",14629,73698,3,8,"6-4 6-7(5) 7-5",,,,,
16115,"03/26/25 17:20:00",69246,65417,4,1,"3-6 6-3 6-4",,,,,
16115,"03/25/25 13:10:00",73203,25509,4,2,"7-6(5) 6-2",,,,,
16115,"03/25/25 17:15:00",71092,39326,4,4,"6-4 6-4",,,,,
16115,"03/26/25 13:05:00",14654,6577,4,5,"6-2 7-5",,,,,
16115,"03/26/25 20:00:00",13311,70958,4,7,"5-7 6-4 7-5",,,,,
16115,"03/26/25 22:30:00",26509,14629,4,8,"6-3 6-7(5) 6-2",,,,,
16115,"03/25/25 13:10:00",44338,14397,4,9,"6-7(4) 7-5 6-2",,,,,
16115,"03/25/25 19:30:00",73274,49066,4,10,"6-1 7-6(4)",,,,,
16115,"03/26/25 11:35:00",17862,32313,4,11,"7-6(3) 6-2",,,,,
16115,"03/26/25 15:25:00",61688,17549,4,12,"6-4 6-2",,,,,
16115,"03/26/25 13:40:00",33094,27243,4,13,"6-3 6-1",,,,,
16115,"03/25/25 11:35:00",33357,57067,4,14,"6-4 7-5",,,,,
16115,,61096,70347,4,15,"6-1 6-3",,,,,
16115,"03/25/25 18:10:00",38911,63749,4,16,"6-4 6-1",,,,,
16115,"03/27/25 13:30:00",69246,73203,5,1,"7-6(7) 6-1",,,,,
16115,"03/27/25 14:15:00",18197,71092,5,2,"1-6 6-1 7-6(5)",,,,,
16115,"03/27/25 11:30:00",14654,63359,5,3,"7-5 6-3",,,,,
16115,"03/27/25 15:15:00",26509,13311,5,4,"6-0 6-3",,,,,
16115,"03/27/25 18:35:00",73274,44338,5,5,"6-1 6-0",,,,,
16115,"03/27/25 21:20:00",61688,17862,5,6,"6-3 6-1",,,,,
16115,"03/27/25 11:35:00",33357,33094,5,7,"6-4 4-6 6-3",,,,,
16115,"03/27/25 17:04:00",38911,61096,5,8,"6-2 6-4",,,,,
16115,"03/28/25 13:05:00",18197,69246,9,1,"6-4 3-6 6-3",,,,,
16115,"03/28/25 15:25:00",14654,26509,9,2,"6-1 ret.",,,,,
16115,"03/28/25 20:00:00",73274,61688,9,3,"6-0 6-1",,,,,
16115,"03/28/25 18:05:00",38911,33357,9,4,"6-4 6-2",,,,,
16115,"03/29/25 14:30:00",18197,14654,10,1,,,,,,
16115,,73274,38911,10,2,,,,,,
16115,,3700,3700,12,1,,,,,,
16118,"03/24/25 16:35:00",9362,70663,3,7,"6-7(5) 6-2 7-6(5)",,,,,
16116,,96501,97775,4,1,"6-4 7-5",,,,,
16116,,99850,99421,4,2,"6-2 6-1",,,,,
16116,,99563,99971,4,3,"6-1 7-6(6)",,,,,
16116,,99845,99972,4,4,"w/o",,,,,
16116,,99974,78883,4,6,"w/o",,,,,
16116,,88919,99849,4,7,"6-4 6-1",,,,,
16116,,99975,99847,4,8,"5-7 6-2 10-6",,,,,
16116,,96501,99850,9,1,"6-4 6-1",,,,,
16116,,99563,99845,9,2,"2-6 6-1 10-8",,,,,
16116,,99974,99973,9,3,"6-0 6-2",,,,,
16116,,88919,99975,9,4,"w/o",,,,,
16116,,96501,99563,10,1,,,,,,
16116,,99974,88919,10,2,,,,,,
16116,,3699,3699,12,1,,,,,,
16073,"03/26/25 15:30:00",98957,99976,4,1,"6-4 4-6 10-3",,,,,
16073,"03/25/25 13:20:00",94812,53375,4,2,"6-4 6-4",,,,,
16073,"03/25/25 11:00:00",99977,99762,4,3,"6-2 6-2",,,,,
16073,"03/26/25 17:20:00",74864,99978,4,4,"7-6(5) 6-2",,,,,
15956,"03/17/25 18:00:00",31728,6651,3,2,"6-3 2-6 7-6(5)",,,,,
15956,"03/17/25 19:30:00",65912,4177,3,9,"6-1 6-2",,,,,
15956,"03/17/25 20:30:00",26356,87188,3,12,"6-2 7-6(9)",,,,,
16073,"03/25/25 13:20:00",51038,93469,4,5,"7-5 6-1",,,,,
16073,"03/25/25 12:10:00",99763,98380,4,7,"6-3 6-1",,,,,
16073,"03/27/25 14:00:00",94812,98957,9,1,"6-4 6-4",,,,,
16073,"03/27/25 14:00:00",99977,74864,9,2,"7-6(6) 6-1",,,,,
16073,"03/27/25 14:00:00",51038,98865,9,3,"6-4 6-7(5) 12-10",,,,,
16073,"03/28/25 13:30:00",94812,99977,10,1,"6-1 6-4",,,,,
16073,"03/28/25 15:00:00",96498,51038,10,2,"7-6(5) 7-6(1)",,,,,
16073,,94812,96498,12,1,,,,,,
16118,"03/24/25 21:45:00",59449,51278,4,22,"6-1 6-3",,,,,
16072,"03/24/25 22:10:00",25513,34441,4,7,"6-1 6-2",,,,,
15956,"03/25/25 02:00:00",67792,17142,7,7,"w/o",,,,,
16123,"03/25/25 06:05:00",51958,12641,4,5,"6-2 6-2",,,,,
16123,"03/25/25 06:03:00",26342,92619,4,10,"2-6 6-2 6-2",,,,,
16118,,99979,99980,4,1,"6-2 6-1",,,,,
16118,,44556,99981,4,2,"6-1 6-3",,,,,
16118,,99867,99863,4,3,"7-5 3-6 10-7",,,,,
16118,,99985,99984,4,5,"6-1 7-5",,,,,
16118,,93345,93776,4,6,"4-6 6-1 12-10",,,,,
16118,,99297,99986,4,7,"6-1 6-4",,,,,
16118,,99987,97925,4,8,"7-6(3) 2-6 10-6",,,,,
16118,,99979,44556,9,1,"w/o",,,,,
16118,,99983,99867,9,2,"w/o",,,,,
16118,,93345,99985,9,3,"6-4 3-6 10-6",,,,,
16118,,99987,99297,9,4,"w/o",,,,,
16118,,99979,99983,10,1,,,,,,
16118,,93345,99987,10,2,,,,,,
16118,,3699,3699,12,1,,,,,,
16117,"03/25/25 11:00:00",74077,72530,4,1,"6-2 6-1",,,,,
16121,"03/25/25 11:35:00",74597,62608,3,1,"6-4 6-2",,,,,
16124,"03/25/25 10:40:00",11392,49868,3,1,"6-1 6-1",,,,,
16073,"03/25/25 11:00:00",44349,72881,4,3,"6-3 6-1",,,,,
16115,"03/25/25 11:35:00",18197,51925,4,3,"4-6 6-3 6-1",,,,,
16120,"03/25/25 12:05:00",24845,14680,4,16,"6-0 6-2",,,,,
16119,"03/25/25 11:40:00",27920,72666,3,3,"6-2 4-6 10-8",,,,,
16121,"03/25/25 11:35:00",93464,76662,3,6,"6-2 7-5",,,,,
