id_p,tm,tmw,tml,aces,df,fs,wfs,wss,bps,bpw,fsp,fssp
69233,17,6,11,23,66,60,59,41,45,51,0,0
69238,5,1,4,1,18,58,50,32,45,40,0,0
69241,18,8,10,27,103,57,62,36,47,46,0,0
69243,29,12,17,20,61,65,55,39,47,50,0,0
69245,11,2,9,12,35,59,53,41,46,47,0,0
69371,3,2,1,4,11,66,56,41,46,41,0,0
69376,1,0,1,0,7,51,52,36,16,0,0,0
69379,5,2,3,8,19,59,58,37,42,36,0,0
69397,14,6,8,18,23,66,58,39,55,50,0,0
69534,1,0,1,4,2,67,46,59,50,20,0,0
69646,21,2,19,25,80,67,53,35,48,42,0,0
69739,25,13,12,47,98,62,60,46,50,49,0,0
69740,4,2,2,0,20,58,52,44,34,55,0,0
69750,1,0,1,1,4,53,60,34,53,30,0,0
69753,5,2,3,1,10,73,53,45,58,50,0,0
69756,2,1,1,3,12,45,56,42,40,55,0,0
70028,1,0,1,0,4,60,55,46,55,62,0,0
70030,8,3,5,0,14,75,48,36,37,64,0,0
70052,1,0,1,0,7,56,57,21,38,50,0,0
70091,9,4,5,0,15,74,51,47,44,54,0,0
70100,4,0,4,0,39,49,53,35,54,28,0,0
70111,4,1,3,1,8,76,50,35,48,72,0,0
70187,1,0,1,1,3,67,55,40,28,36,0,0
70191,3,1,2,1,26,46,64,35,41,43,0,0
70202,5,2,3,5,12,65,57,39,49,49,0,0
70325,5,0,5,2,25,55,48,30,34,33,0,0
70408,17,3,14,8,117,53,53,37,50,41,0,0
70410,36,17,19,29,171,65,54,41,47,51,0,0
70414,7,5,2,7,32,64,61,40,46,54,0,0
70418,24,7,17,33,117,63,58,39,47,41,0,0
70507,1,0,1,0,2,68,51,50,73,0,0,0
70558,10,6,4,5,39,66,55,46,51,54,0,0
70559,5,2,3,2,24,69,53,36,49,46,0,0
70560,11,3,8,14,56,57,59,42,56,50,0,0
70650,2,0,2,0,8,71,56,35,55,50,0,0
70652,9,5,4,5,30,64,52,42,52,68,0,0
70658,2,0,2,1,14,49,46,35,38,42,0,0
70662,5,3,2,11,24,60,60,38,45,44,0,0
70752,13,6,7,38,66,57,67,45,59,44,0,0
70753,12,5,7,7,40,67,53,41,48,57,0,0
70756,6,3,3,4,50,59,59,38,50,67,0,0
70834,2,0,2,2,29,43,42,17,33,66,0,0
70835,3,1,2,3,10,58,57,35,54,53,0,0
70849,9,1,8,10,58,52,55,36,45,29,0,0
70850,1,0,1,0,2,70,40,44,46,66,0,0
70961,1,0,1,0,8,57,45,12,33,33,0,0
70962,3,1,2,3,18,63,63,37,63,42,0,0
70966,5,1,4,0,30,65,57,33,47,53,0,0
70968,2,0,2,0,10,55,34,30,42,33,0,0
71109,2,0,2,0,12,54,30,20,33,28,0,0
71130,12,1,11,13,64,57,49,35,46,40,0,0
71131,15,8,7,44,115,62,64,39,59,49,0,0
71132,5,3,2,26,21,64,72,47,60,27,0,0
71134,3,0,3,1,7,64,52,39,58,33,0,0
71135,21,7,14,25,101,63,57,40,50,50,0,0
71136,7,3,4,4,37,64,57,36,49,54,0,0
71137,1,0,1,0,0,71,39,30,45,50,0,0
71138,22,10,12,33,147,65,59,37,54,54,0,0
71169,14,6,8,19,95,60,59,39,53,50,0,0
71171,10,1,9,20,111,51,56,30,35,39,0,0
71172,2,1,1,6,11,65,67,40,30,87,0,0
71179,7,2,5,0,13,85,47,30,45,63,0,0
71182,5,1,4,3,14,66,38,40,35,34,0,0
71213,1,0,1,1,4,61,45,52,33,57,0,0
71232,6,1,5,2,14,67,52,34,46,60,0,0
71233,33,15,18,56,134,63,59,42,51,47,0,0
71235,25,14,11,101,83,61,66,44,56,46,0,0
71238,4,2,2,2,19,45,56,42,40,80,0,0
71291,10,2,8,4,22,63,50,36,43,35,0,0
71292,1,0,1,0,1,93,21,0,0,0,0,0
71304,8,2,6,9,76,58,56,23,38,50,0,0
71305,10,1,9,6,37,55,52,35,39,48,0,0
71370,32,10,22,57,143,58,57,42,50,54,0,0
71460,1,0,1,0,1,68,23,50,33,16,0,0
71461,8,3,5,1,33,65,54,45,46,46,0,0
71514,20,9,11,12,39,65,53,41,47,52,0,0
71535,2,0,2,0,16,62,44,24,20,66,0,0
71544,6,3,3,13,16,78,57,40,38,60,0,0
71549,1,0,1,0,0,62,13,46,25,100,0,0
71552,4,2,2,1,12,61,50,46,54,46,0,0
71554,10,2,8,10,53,56,49,34,46,42,0,0
71556,1,0,1,0,2,53,18,21,14,0,0,0
71645,4,0,4,5,24,58,53,35,45,54,0,0
71740,16,4,12,13,83,63,58,35,47,43,0,0
71741,1,0,1,1,0,74,55,20,54,0,0,0
71786,7,2,5,29,33,53,64,39,56,43,0,0
71827,23,8,15,10,64,65,53,42,50,47,0,0
71828,1,0,1,0,4,47,45,29,25,25,0,0
71833,10,7,3,15,18,73,56,46,48,55,0,0
71869,15,8,7,3,48,74,52,44,50,53,0,0
71873,34,14,20,25,195,54,56,40,46,52,0,0
71879,2,0,2,0,7,79,46,12,50,46,0,0
71933,4,2,2,7,15,54,69,38,42,34,0,0
71955,10,4,6,2,71,62,58,36,56,54,0,0
71959,15,4,11,4,67,58,52,40,45,42,0,0
71991,3,1,2,1,14,73,53,34,43,52,0,0
71995,25,8,17,22,76,64,52,46,47,45,0,0
72002,1,0,1,0,6,71,62,41,70,25,0,0
72003,33,9,24,39,128,62,57,37,50,48,0,0
72056,35,16,19,40,147,58,58,41,51,54,0,0
72060,11,2,9,7,47,66,55,43,58,56,0,0
72115,8,1,7,8,70,54,55,26,41,40,0,0
72119,5,0,5,0,24,59,46,27,33,36,0,0
72124,13,2,11,10,55,52,51,42,42,46,0,0
72130,7,1,6,9,31,47,60,38,37,50,0,0
72132,15,8,7,0,40,76,55,40,50,50,0,0
72178,1,0,1,1,6,44,45,46,44,100,0,0
72179,17,8,9,11,49,63,54,43,53,48,0,0
72241,1,0,1,1,4,66,41,42,57,66,0,0
72247,5,1,4,6,15,61,51,45,32,53,0,0
72250,1,0,1,0,1,63,41,45,28,71,0,0
72251,3,2,1,0,6,79,55,36,50,40,0,0
72257,6,0,6,2,12,63,40,40,40,31,0,0
72258,2,0,2,0,4,78,53,29,35,40,0,0
72260,29,12,17,56,100,54,61,44,50,44,0,0
72326,18,9,9,2,65,73,54,40,48,48,0,0
72330,16,8,8,9,49,67,56,41,51,50,0,0
72333,2,0,2,1,8,54,47,42,38,45,0,0
72334,2,1,1,0,14,62,50,36,52,58,0,0
72335,1,0,1,0,1,71,46,47,16,30,0,0
72412,2,1,1,5,7,54,67,40,35,55,0,0
72440,9,6,3,8,57,55,73,45,65,48,0,0
72467,1,0,1,0,3,65,57,30,65,55,0,0
72469,8,2,6,8,10,66,54,33,47,37,0,0
72470,12,5,7,15,97,60,57,39,55,49,0,0
72476,30,13,17,48,202,59,60,41,45,45,0,0
72522,17,8,9,8,31,69,54,45,52,37,0,0
72530,14,2,12,8,105,59,56,37,43,42,0,0
72538,9,3,6,29,57,52,63,41,37,44,0,0
72539,22,8,14,5,170,57,55,36,40,39,0,0
72543,16,6,10,4,39,69,51,40,52,47,0,0
72565,4,1,3,3,11,61,54,36,44,43,0,0
72640,2,0,2,0,12,58,50,38,40,33,0,0
72647,3,0,3,1,8,68,41,36,41,22,0,0
72648,1,0,1,0,5,60,50,42,28,0,0,0
72650,1,0,1,0,4,59,34,31,55,75,0,0
72651,27,9,18,2,101,73,53,38,47,50,0,0
72654,12,4,8,22,68,64,57,38,42,45,0,0
72655,1,0,1,0,3,62,54,40,57,30,0,0
72658,25,9,16,22,86,63,56,45,48,42,0,0
72664,3,0,3,0,9,57,31,26,29,66,0,0
72666,6,4,2,5,41,61,57,40,54,45,0,0
72740,1,0,1,0,8,70,40,35,45,25,0,0
72742,8,3,5,15,42,58,58,45,55,52,0,0
72743,8,1,7,12,42,61,58,41,50,41,0,0
72757,14,3,11,3,99,64,55,29,46,46,0,0
72759,21,12,9,4,93,69,56,42,50,51,0,0
72812,31,8,23,17,104,62,52,36,47,48,0,0
72814,11,3,8,2,20,71,44,35,34,49,0,0
72819,1,0,1,0,10,41,53,32,62,30,0,0
72897,4,0,4,12,18,62,54,37,44,26,0,0
72901,11,2,9,12,39,55,52,44,46,33,0,0
72902,20,5,15,7,99,62,53,37,40,48,0,0
72962,1,0,1,1,5,67,53,15,45,50,0,0
72965,1,0,1,0,5,56,29,7,14,0,0,0
72967,13,7,6,22,68,59,61,42,54,50,0,0
72971,3,0,3,0,13,64,41,38,43,50,0,0
72978,2,0,2,0,4,71,43,29,25,42,0,0
72979,21,9,12,14,83,61,54,38,49,48,0,0
72980,11,3,8,17,31,71,53,35,46,36,0,0
73027,25,12,13,12,131,68,56,35,44,51,0,0
73045,11,3,8,4,66,62,57,32,48,42,0,0
73051,12,6,6,6,24,66,53,50,44,52,0,0
73054,12,1,11,12,57,57,53,38,45,41,0,0
73135,3,0,3,0,4,66,33,35,27,100,0,0
73136,24,13,11,10,60,70,55,44,56,52,0,0
73137,2,0,2,0,2,72,48,17,42,66,0,0
73138,16,3,13,4,46,67,51,44,49,45,0,0
73191,1,0,1,0,3,67,33,0,14,0,0,0
73195,16,5,11,7,30,70,53,41,45,45,0,0
73201,3,0,3,0,21,61,45,30,25,42,0,0
73202,1,0,1,0,6,58,41,29,38,77,0,0
73282,18,6,12,4,129,54,58,37,45,44,0,0
73285,2,0,2,4,7,66,57,37,55,53,0,0
73291,12,8,4,9,59,57,61,46,52,56,0,0
73293,1,0,1,0,2,65,37,28,25,0,0,0
73310,1,0,1,0,2,59,41,42,33,100,0,0
73381,18,10,8,5,40,71,55,41,51,53,0,0
73451,3,0,3,0,13,61,45,35,51,35,0,0
73455,3,1,2,1,5,70,56,44,33,50,0,0
73456,20,7,13,17,145,58,56,38,50,42,0,0
73458,2,0,2,3,12,52,45,40,45,40,0,0
73472,6,1,5,9,38,43,59,35,45,46,0,0
73473,7,1,6,23,20,59,56,36,50,41,0,0
73475,1,0,1,0,4,58,33,35,44,0,0,0
73477,21,5,16,8,114,61,56,36,47,48,0,0
73486,1,0,1,0,2,65,39,35,22,40,0,0
73531,14,8,6,17,41,63,58,46,50,46,0,0
73576,5,0,5,3,22,63,50,39,46,33,0,0
73579,5,1,4,2,26,54,49,39,46,39,0,0
73580,1,0,1,0,2,84,36,44,52,62,0,0
73583,4,1,3,1,13,62,55,50,53,31,0,0
73584,39,19,20,78,98,60,63,43,54,48,0,0
73585,1,0,1,1,4,50,27,33,14,0,0,0
73590,3,2,1,0,9,76,52,44,53,60,0,0
73592,7,0,7,1,53,54,49,34,39,44,0,0
73597,29,12,17,36,172,57,56,39,41,47,0,0
73602,36,17,19,59,156,58,59,40,50,48,0,0
73697,5,2,3,7,20,56,52,38,41,44,0,0
73703,1,0,1,1,7,49,40,38,25,0,0,0
73707,24,9,15,17,151,67,56,33,45,50,0,0
73708,4,2,2,1,14,44,66,42,41,34,0,0
73711,2,0,2,1,11,62,51,34,47,22,0,0
73712,1,0,1,1,8,47,31,23,36,66,0,0
73714,1,0,1,1,2,53,48,27,14,50,0,0
73717,4,0,4,6,39,52,62,36,45,39,0,0
73718,15,7,8,30,74,61,63,39,49,43,0,0
73770,5,0,5,1,19,61,52,29,37,39,0,0
73838,18,7,11,49,43,60,60,46,45,46,0,0
73839,12,7,5,5,100,64,61,39,56,53,0,0
73844,1,0,1,0,1,75,41,41,44,0,0,0
73849,1,0,1,0,3,51,25,20,25,25,0,0
73851,1,0,1,0,6,35,36,10,14,0,0,0
73853,1,0,1,0,5,48,37,11,33,0,0,0
73948,1,0,1,2,13,44,70,16,45,42,0,0
73952,18,9,9,16,93,66,59,38,49,44,0,0
73958,16,9,7,26,54,58,64,45,47,58,0,0
74058,1,0,1,1,10,59,52,35,25,50,0,0
74060,18,6,12,8,68,64,54,40,53,54,0,0
74064,4,2,2,0,10,59,55,39,50,75,0,0
74067,4,2,2,6,13,61,58,48,63,55,0,0
74068,12,1,11,14,33,58,55,40,48,41,0,0
74174,23,11,12,42,137,52,61,40,43,52,0,0
74179,29,10,19,26,99,62,61,43,49,48,0,0
74188,23,9,14,28,113,60,58,39,45,48,0,0
74251,6,1,5,1,24,49,49,34,42,45,0,0
74252,6,1,5,8,25,57,48,27,35,53,0,0
74253,1,0,1,1,8,57,70,36,57,0,0,0
74255,17,6,11,28,82,58,60,38,47,48,0,0
74339,6,1,5,0,38,59,46,31,33,57,0,0
74340,1,0,1,0,4,57,27,31,45,0,0,0
74341,4,0,4,1,16,62,48,34,50,46,0,0
74432,4,2,2,13,22,51,64,40,48,61,0,0
74435,3,0,3,1,7,59,45,31,37,44,0,0
74436,13,6,7,9,59,62,55,39,32,47,0,0
74439,9,4,5,0,13,81,49,40,44,53,0,0
74442,2,0,2,3,20,51,59,32,41,40,0,0
74444,3,1,2,3,12,55,60,35,31,50,0,0
74448,1,0,1,0,12,41,14,20,22,100,0,0
74466,16,9,7,9,90,62,55,41,47,60,0,0
74496,17,13,4,15,37,73,60,50,57,45,0,0
74497,9,2,7,16,25,59,59,38,46,50,0,0
74566,7,1,6,1,31,60,49,28,32,41,0,0
74570,20,4,16,39,170,44,57,37,41,43,0,0
74573,5,1,4,1,17,64,50,27,36,55,0,0
74574,2,0,2,1,7,61,54,30,33,40,0,0
74580,15,7,8,2,115,58,55,39,51,52,0,0
74582,10,3,7,9,68,54,57,34,48,55,0,0
74583,1,0,1,1,13,53,56,38,40,66,0,0
74584,2,0,2,0,12,61,52,37,52,36,0,0
74593,1,0,1,0,4,56,32,33,36,44,0,0
74595,5,1,4,2,11,65,47,45,50,48,0,0
74597,20,14,6,12,115,65,57,42,49,53,0,0
74634,3,1,2,1,13,64,56,38,40,65,0,0
74635,7,3,4,5,56,59,65,39,47,40,0,0
74692,3,0,3,4,12,57,52,40,44,45,0,0
74694,33,13,20,12,109,66,51,38,44,48,0,0
74696,7,1,6,5,31,59,47,37,22,46,0,0
74738,22,7,15,24,103,61,57,35,48,46,0,0
74774,2,0,2,0,17,48,45,25,42,25,0,0
74776,13,5,8,19,40,62,57,43,44,46,0,0
74842,1,0,1,0,5,55,25,7,25,0,0,0
74844,13,2,11,9,27,76,48,42,42,44,0,0
74847,43,22,21,54,309,64,62,39,54,52,0,0
74848,3,0,3,2,14,48,45,22,30,25,0,0
74852,7,3,4,0,13,71,50,45,42,40,0,0
74945,9,5,4,19,43,56,62,43,49,48,0,0
74958,1,0,1,0,6,45,35,25,36,33,0,0
74959,7,3,4,7,29,63,56,44,46,51,0,0
74960,15,7,8,7,87,65,54,37,45,55,0,0
74962,1,0,1,0,4,42,40,15,25,33,0,0
74965,2,0,2,0,10,56,59,42,44,33,0,0
74970,1,0,1,0,0,97,50,100,58,75,0,0
74987,25,14,11,13,155,63,58,43,52,51,0,0
75083,4,0,4,2,29,47,47,29,36,40,0,0
75084,21,5,16,25,82,56,58,40,44,44,0,0
75090,28,13,15,52,142,55,62,44,54,44,0,0
75105,45,17,28,27,216,63,55,41,48,52,0,0
75193,3,0,3,0,20,46,52,14,34,57,0,0
75194,7,1,6,3,30,56,43,38,34,46,0,0
75196,2,0,2,1,16,52,52,33,36,66,0,0
75200,15,4,11,7,83,60,55,38,41,44,0,0
75201,5,2,3,3,22,67,51,43,47,38,0,0
75202,18,5,13,9,75,60,53,39,36,43,0,0
75205,16,5,11,7,43,67,50,37,36,41,0,0
75207,1,0,1,1,0,59,43,45,37,0,0,0
75214,15,5,10,10,90,64,54,40,43,53,0,0
75218,4,1,3,1,27,73,50,35,45,51,0,0
75284,1,0,1,2,5,56,46,39,25,40,0,0
75299,2,0,2,0,14,66,56,32,58,50,0,0
75301,23,7,16,11,145,59,54,37,41,43,0,0
75302,1,0,1,1,8,55,53,23,40,16,0,0
75307,6,3,3,3,18,71,52,48,50,38,0,0
75311,10,6,4,9,46,58,63,41,57,57,0,0
75333,4,1,3,3,19,59,55,47,41,44,0,0
75387,4,0,4,5,21,59,58,32,56,35,0,0
75389,8,3,5,2,36,53,57,39,47,52,0,0
75442,9,2,7,11,38,64,56,36,52,47,0,0
75446,2,0,2,0,19,34,40,25,8,0,0,0
75447,12,4,8,27,49,57,62,43,48,44,0,0
75532,1,0,1,0,6,71,36,37,41,38,0,0
75533,19,7,12,5,52,64,55,40,52,38,0,0
75534,4,1,3,4,27,53,58,40,50,50,0,0
75537,3,0,3,0,6,70,44,36,51,50,0,0
75540,6,0,6,5,39,57,60,35,42,28,0,0
75545,2,1,1,1,6,52,60,44,46,60,0,0
75546,6,4,2,15,45,57,60,44,48,43,0,0
75547,8,1,7,19,30,54,55,39,44,44,0,0
75548,32,14,18,130,168,57,65,42,51,46,0,0
75649,21,10,11,17,78,59,57,42,50,53,0,0
75650,1,0,1,0,3,74,39,23,40,100,0,0
75653,44,19,25,54,86,63,57,41,44,50,0,0
75656,11,4,7,23,44,52,61,38,50,49,0,0
75661,3,1,2,0,20,59,43,30,28,53,0,0
75662,6,2,4,11,34,51,59,33,45,41,0,0
75663,5,3,2,2,25,61,61,41,52,55,0,0
75664,1,0,1,0,4,50,37,31,16,0,0,0
75671,1,0,1,0,2,53,37,0,25,0,0,0
75674,3,1,2,2,28,57,55,34,54,55,0,0
75679,10,4,6,5,26,68,52,41,42,48,0,0
75733,8,1,7,3,15,65,55,43,44,35,0,0
75734,2,1,1,2,7,73,57,44,47,53,0,0
75801,4,0,4,1,19,54,45,28,38,41,0,0
75804,19,5,14,2,80,67,51,35,40,48,0,0
75829,8,2,6,2,27,67,45,29,36,51,0,0
75830,2,1,1,2,5,65,55,21,12,63,0,0
75833,6,1,5,12,26,57,57,37,48,44,0,0
75835,4,1,3,11,39,61,58,30,60,50,0,0
75884,8,3,5,1,17,71,50,39,38,53,0,0
75977,18,4,14,13,66,62,54,41,47,49,0,0
75983,12,4,8,8,63,55,51,39,50,47,0,0
75985,23,11,12,14,139,64,54,40,47,49,0,0
76088,5,1,4,5,19,54,56,39,44,56,0,0
76095,1,0,1,0,6,72,38,38,54,50,0,0
76096,36,16,20,28,166,56,62,43,53,49,0,0
76216,18,7,11,9,46,66,52,38,51,48,0,0
76217,7,2,5,4,28,53,53,42,41,45,0,0
76220,1,0,1,2,4,62,40,36,33,50,0,0
76221,7,0,7,2,29,57,41,24,34,33,0,0
76224,21,2,19,15,85,67,51,36,44,41,0,0
76226,1,0,1,0,13,21,50,6,20,50,0,0
76233,3,1,2,0,3,81,44,35,35,38,0,0
76235,1,0,1,0,4,50,45,32,30,22,0,0
76238,2,0,2,0,9,53,35,22,40,44,0,0
76239,6,3,3,6,19,62,56,45,45,46,0,0
76240,19,5,14,19,56,65,52,34,43,44,0,0
76364,2,1,1,0,10,68,63,45,57,70,0,0
76365,6,1,5,10,30,57,62,39,48,47,0,0
76367,1,0,1,1,9,48,60,33,37,16,0,0
76370,4,2,2,2,21,63,59,38,46,57,0,0
76371,1,0,1,1,2,39,54,32,41,50,0,0
76383,5,1,4,2,21,65,52,32,50,39,0,0
76390,22,11,11,11,95,62,55,42,53,51,0,0
76394,4,0,4,3,19,56,60,34,48,55,0,0
76396,8,3,5,14,20,52,59,40,37,34,0,0
76397,16,7,9,47,53,61,63,46,53,43,0,0
76398,32,14,18,12,96,68,53,42,41,55,0,0
76401,1,0,1,0,5,58,34,28,30,100,0,0
76402,23,6,17,50,97,56,56,36,41,46,0,0
76403,11,6,5,23,47,55,59,44,57,47,0,0
76404,3,0,3,1,11,60,53,45,60,43,0,0
76406,10,1,9,3,28,60,53,44,44,44,0,0
76415,1,0,1,0,7,55,38,44,50,57,0,0
76422,9,4,5,7,67,62,58,37,42,43,0,0
76503,4,2,2,0,19,73,51,34,51,46,0,0
76510,1,0,1,0,2,55,26,33,0,100,0,0
76516,4,1,3,2,26,59,55,35,29,47,0,0
76520,4,1,3,1,27,57,52,34,47,61,0,0
76523,1,0,1,0,5,48,53,25,50,33,0,0
76524,17,2,15,6,79,65,48,35,41,44,0,0
76531,2,0,2,7,5,63,53,47,47,44,0,0
76532,1,0,1,0,4,43,42,32,33,10,0,0
76590,3,1,2,2,10,53,54,51,50,25,0,0
76598,1,0,1,1,8,42,61,17,25,50,0,0
76628,9,0,9,5,52,62,48,21,30,33,0,0
76633,16,7,9,35,40,50,61,44,47,44,0,0
76635,10,4,6,2,23,71,50,39,41,50,0,0
76639,15,3,12,25,69,48,56,37,43,47,0,0
76641,25,9,16,21,68,59,57,43,45,48,0,0
76656,28,10,18,53,159,58,58,42,50,52,0,0
76661,1,0,1,9,5,43,77,37,70,75,0,0
76662,5,0,5,3,33,54,44,30,48,25,0,0
76663,9,0,9,2,50,56,42,28,35,24,0,0
76665,1,0,1,0,6,64,33,10,0,0,0,0
76666,2,0,2,7,9,63,56,45,50,38,0,0
76672,3,0,3,1,12,62,54,41,57,50,0,0
76688,13,2,11,24,76,53,55,41,48,37,0,0
76805,1,0,1,0,9,44,63,44,75,50,0,0
76806,3,0,3,6,33,50,54,34,54,45,0,0
76807,4,0,4,0,22,66,36,27,33,46,0,0
76812,3,1,2,2,16,51,59,40,52,27,0,0
76815,11,5,6,16,43,59,60,41,51,47,0,0
76817,13,7,6,22,71,62,58,41,43,51,0,0
76824,1,0,1,1,20,42,60,17,33,42,0,0
76827,2,0,2,1,19,44,62,12,25,33,0,0
76834,13,1,12,1,37,66,48,38,37,55,0,0
76835,12,6,6,3,53,67,54,37,51,45,0,0
76836,5,1,4,5,24,56,53,40,52,41,0,0
76838,4,2,2,0,13,69,56,51,63,46,0,0
76920,7,1,6,1,26,63,50,38,43,37,0,0
76931,3,1,2,6,19,51,57,27,37,50,0,0
76957,8,0,8,1,40,42,44,27,35,52,0,0
76958,4,0,4,3,18,59,48,38,35,35,0,0
76959,8,3,5,1,19,64,55,45,50,36,0,0
76963,27,14,13,36,130,57,61,45,58,46,0,0
76967,16,6,10,15,80,60,58,39,56,47,0,0
76969,2,0,2,0,7,54,31,27,36,8,0,0
77010,2,0,2,1,7,62,35,19,23,100,0,0
77044,18,6,12,5,52,71,53,38,45,55,0,0
77047,17,6,11,10,50,56,54,44,49,45,0,0
77113,3,1,2,2,10,60,51,39,55,36,0,0
77114,12,0,12,8,58,52,50,35,41,28,0,0
77118,10,4,6,6,54,56,56,38,48,50,0,0
77121,9,2,7,13,36,56,57,40,49,47,0,0
77122,39,16,23,16,275,66,55,38,51,46,0,0
77163,1,0,1,1,4,72,44,36,28,16,0,0
77165,4,1,3,4,8,69,50,46,36,72,0,0
77201,5,2,3,16,23,52,67,43,54,50,0,0
77202,3,1,2,3,13,65,52,27,50,69,0,0
77204,23,9,14,12,75,63,56,40,46,48,0,0
77205,6,3,3,21,23,64,61,38,43,54,0,0
77208,16,4,12,12,45,61,55,40,46,36,0,0
77209,4,1,3,16,13,63,58,42,53,34,0,0
77212,1,0,1,0,4,61,43,41,45,33,0,0
77213,13,3,10,18,73,55,57,38,45,46,0,0
77214,10,3,7,10,29,70,56,41,46,42,0,0
77218,26,7,19,8,82,69,56,38,43,50,0,0
77297,15,7,8,22,35,62,59,48,55,50,0,0
77298,9,1,8,11,37,65,52,33,47,40,0,0
77300,3,0,3,1,12,64,41,40,30,14,0,0
77301,1,0,1,0,1,56,17,15,0,0,0,0
77304,28,12,16,19,72,71,54,44,46,47,0,0
77307,13,1,12,9,57,60,46,31,39,34,0,0
77311,1,0,1,0,5,45,42,5,14,50,0,0
77312,8,5,3,3,36,64,55,37,52,49,0,0
77313,12,3,9,6,53,59,56,35,48,48,0,0
77314,4,2,2,2,15,67,53,35,36,66,0,0
77321,8,0,8,8,36,65,53,42,52,36,0,0
77337,3,1,2,2,10,65,45,42,39,42,0,0
77338,4,1,3,0,9,63,55,31,43,43,0,0
77404,20,6,14,4,86,76,52,33,47,53,0,0
77406,1,0,1,0,2,66,11,11,0,0,0,0
77409,1,0,1,0,6,62,48,26,20,0,0,0
77413,7,1,6,7,72,45,61,29,39,37,0,0
77422,25,2,23,13,156,56,49,33,38,40,0,0
77436,2,0,2,7,16,55,46,16,51,30,0,0
77514,5,3,2,4,19,58,62,44,39,51,0,0
77515,19,8,11,5,65,67,54,40,49,47,0,0
77520,10,2,8,26,63,60,61,36,42,39,0,0
77521,4,3,1,3,8,71,59,54,36,53,0,0
77523,6,0,6,5,47,62,53,39,42,45,0,0
77526,24,14,10,56,152,57,62,42,51,49,0,0
77530,2,1,1,6,17,49,65,45,66,50,0,0
77531,7,2,5,2,33,68,58,36,53,50,0,0
77612,12,5,7,9,49,59,55,38,43,49,0,0
77614,2,0,2,0,4,65,35,35,21,0,0,0
77624,30,9,21,8,111,62,52,41,49,49,0,0
77629,13,6,7,29,30,59,60,47,56,51,0,0
77631,8,2,6,7,67,53,53,39,43,44,0,0
77640,4,1,3,2,35,61,52,40,42,58,0,0
77695,4,0,4,5,14,57,54,40,53,43,0,0
77699,5,0,5,6,21,59,53,36,43,30,0,0
77701,1,0,1,2,9,40,56,35,64,33,0,0
77702,2,1,1,0,10,60,52,38,50,60,0,0
77705,1,0,1,0,3,68,37,20,33,100,0,0
77708,1,0,1,2,6,55,58,45,55,44,0,0
77709,4,1,3,4,22,48,50,36,42,57,0,0
77714,13,6,7,8,72,61,57,37,46,48,0,0
77721,15,4,11,5,79,60,51,39,42,53,0,0
77722,3,0,3,7,20,56,57,45,46,53,0,0
77724,12,5,7,3,58,63,51,39,45,45,0,0
77726,3,0,3,5,19,61,49,42,58,40,0,0
77727,36,16,20,26,252,60,59,40,52,46,0,0
77739,3,1,2,2,14,56,47,31,45,50,0,0
77852,5,2,3,3,15,59,53,43,48,50,0,0
77854,3,1,2,5,12,53,62,33,23,56,0,0
77858,18,6,12,23,50,65,56,37,51,51,0,0
77933,8,3,5,14,22,63,57,33,53,51,0,0
77951,11,2,9,3,39,66,51,40,45,43,0,0
77952,2,1,1,1,11,57,60,44,35,26,0,0
77960,1,0,1,1,7,57,47,44,50,66,0,0
78031,8,2,6,13,50,58,52,39,56,49,0,0
78034,1,0,1,0,9,30,45,28,50,0,0,0
78055,9,5,4,19,38,62,60,43,47,46,0,0
78137,1,0,1,0,8,54,51,38,50,0,0,0
78144,9,4,5,12,50,57,60,44,44,47,0,0
78146,23,8,15,1,92,68,53,38,52,47,0,0
78150,2,1,1,6,16,58,63,34,57,66,0,0
78151,1,0,1,0,8,61,30,26,33,66,0,0
78154,1,0,1,0,7,50,43,31,50,22,0,0
78233,1,0,1,0,2,60,26,29,12,66,0,0
78235,1,0,1,0,4,47,23,43,50,100,0,0
78237,7,1,6,4,39,59,56,39,42,38,0,0
78384,4,0,4,0,25,51,45,28,29,5,0,0
78389,14,4,10,6,74,63,56,41,50,49,0,0
78454,23,9,14,26,67,57,57,44,43,47,0,0
78455,16,4,12,57,45,52,64,45,46,34,0,0
78456,4,2,2,6,10,66,60,42,54,34,0,0
78457,5,1,4,0,9,66,53,42,30,38,0,0
78461,3,0,3,0,19,50,39,20,35,43,0,0
78537,14,2,12,15,65,60,54,37,46,40,0,0
78539,1,0,1,0,2,58,28,6,22,28,0,0
78542,4,1,3,7,28,52,56,44,38,57,0,0
78548,6,0,6,1,39,60,46,32,43,34,0,0
78550,1,0,1,0,8,60,54,47,63,25,0,0
78677,24,9,15,74,72,55,64,43,53,42,0,0
78687,9,2,7,9,44,51,60,44,55,41,0,0
78690,16,3,13,28,64,53,57,40,45,42,0,0
78719,1,0,1,0,4,51,26,7,0,0,0,0
78721,19,6,13,0,79,73,48,36,46,43,0,0
78791,5,2,3,0,8,74,48,39,43,44,0,0
78818,9,4,5,9,28,64,60,42,42,55,0,0
78819,1,0,1,2,3,55,58,42,33,57,0,0
78820,11,5,6,4,68,53,56,39,38,54,0,0
78862,11,1,10,7,69,58,56,35,46,43,0,0
78915,26,8,18,20,27,75,50,40,46,47,0,0
