ID_P,TURNED_PRO,WEIGHT,HEIGHT,BIRTHPLACE,RESIDENCE,PLAYS,COACH,SITE,PAGE,TWITTER,FACEBOOK,INSTAGRAM,LAST_REVISED
11366,,,,,,,,,"http://www.wtatennis.com/players/316736/caterina-ghedin",,,,"01.01.2023"
11367,,,,,,,,,"http://www.wtatennis.com/players/316735/alessandra-bonte",,,,"01.01.2023"
11368,,,,,,,,,"http://www.wtatennis.com/players/316734/marcella-cucca",,,,"01.01.2023"
11370,,,,,,,,,"http://www.wtatennis.com/players/316580/deeon-mladin",,,,"01.01.2023"
11371,"Pro(2010)",60,174,"Odessa, Ukraine","Monte Carlo, Monaco and Kharkiv, Ukraine","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/316738","https://twitter.com/ElinaSvitolina","https://www.facebook.com/elinasvitolinaofficial/","https://www.instagram.com/elisvitolina/","01.01.2023"
11372,"Pro(2009)",62,175,"Nikolayev, Ukraine","Moscow, Russia","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/316739","https://twitter.com/team_kozlova","https://www.facebook.com/kateryna.kozlova/","https://www.instagram.com/kateryna_kozlova","01.01.2023"
11382,,,,,,,,,"http://www.wtatennis.com/players/316760/ksenia-kirillova",,,,"01.01.2023"
11383,,,,,,,,,"http://www.wtatennis.com/players/316761/julia-valetova",,,,"01.01.2023"
11384,,,,,,,,,"http://www.wtatennis.com/players/316778/jacqueline-lorne",,,,"01.01.2023"
11385,,,,,,,,,"http://www.wtatennis.com/player-profile/312676",,,,"01.01.2023"
11386,,,,,,,,,"http://www.wtatennis.com/players/316779/ursula-castillejos",,,,"01.01.2023"
11387,,,,,,,,,"http://www.wtatennis.com/players/316780/alejandra-lozano",,,,"01.01.2023"
11388,,,,,,,,,"http://www.wtatennis.com/players/316781/sofia-espana",,,,"01.01.2023"
11389,,,,,,,,,"http://www.wtatennis.com/players/316776/maria-jose-buil-tellaeche",,,,"01.01.2023"
11390,,,,,,,,,"http://www.wtatennis.com/player-profile/316299",,"https://www.facebook.com/vanda.lukacs.7/","https://www.instagram.com/vanda_lukacs/","01.01.2023"
11391,,,,,,,,,"http://www.wtatennis.com/players/316777/ekaterina-tugarinova",,,,"01.01.2023"
11392,,,,,,,,,"http://www.wtatennis.com/players/316775/iveta-dapkute",,,,"01.01.2023"
11394,,,,,,,,,"http://www.wtatennis.com/players/316291/nanuli-pipiya",,,,"01.01.2023"
11395,,,,,,,,,"http://www.wtatennis.com/players/316800/karina-torres-ferrer",,,,"01.01.2023"
11396,,,,,,,,,"http://www.wtatennis.com/players/316801/daniela-vidal",,,,"01.01.2023"
11397,,,,,,,,,"http://www.wtatennis.com/players/316056/daiana-bazzano",,,,"01.01.2023"
11398,,,,,,,,,"http://www.wtatennis.com/player-profile/316802",,,,"01.01.2023"
11399,,,,,,,,,"http://www.wtatennis.com/players/316799/andrea-caamano",,,,"01.01.2023"
11400,,,,,,,,,"http://www.wtatennis.com/players/316803/marie-elise-casares",,,,"01.01.2023"
11401,,,,,,,,,"http://www.wtatennis.com/players/316798/marifer-abreu",,,,"01.01.2023"
11402,,,,,,,,,"http://www.wtatennis.com/players/316804/stephany-gamiz",,,,"01.01.2023"
11403,,,,,,,,,"http://www.wtatennis.com/players/316797/ana-paula-molero",,,,"01.01.2023"
11404,,,,,,,,,"http://www.wtatennis.com/players/316791/niriantsa-rasolomalala",,,,"01.01.2023"
11405,,,,,,,,,"http://www.wtatennis.com/players/316787/tracy-plant",,,,"01.01.2023"
11406,,,,,,,,,"http://www.wtatennis.com/players/316792/welma-luus",,,,"01.01.2023"
11407,,,,,,,,,"http://www.wtatennis.com/players/316793/rozike-janzen-van-rensburg",,,,"01.01.2023"
11408,,,,,,,,,"http://www.wtatennis.com/players/316794/dominique-bruce",,,,"01.01.2023"
11409,,,,,,,,,"http://www.wtatennis.com/players/316788/zarah-razafimahatratra",,,,"01.01.2023"
11410,,,,,,,,,"http://www.wtatennis.com/players/312929/chane-hines",,,,"01.01.2023"
11411,,,,,,,,,"http://www.wtatennis.com/players/316790/stacey-lock",,,,"01.01.2023"
11412,,,,,,,,,"http://www.wtatennis.com/players/316789/clorinda-wessels",,,,"01.01.2023"
11413,,,,,,,,,"http://www.wtatennis.com/players/316244/margarida-fernandes",,,,"01.01.2023"
11414,,,,,,,,,"http://www.wtatennis.com/players/316783/edita-raca",,,,"01.01.2023"
11415,,,,,,,,,"http://www.wtatennis.com/players/315829/diana-batista",,,,"01.01.2023"
11416,,,,,,,,,"http://www.wtatennis.com/players/316785/ana-claro",,,,"01.01.2023"
11417,,,,,,,,,"http://www.wtatennis.com/players/316786/candela-munoz-giron",,,,"01.01.2023"
11418,,,,,,,,,"http://www.wtatennis.com/players/316784/lucia-gallego-jover",,,,"01.01.2023"
11419,,,,,,,,,"http://www.wtatennis.com/players/316429/monica-cantele",,,,"01.01.2023"
11421,,,,,,,,,"http://www.wtatennis.com/players/316742/ximena-siles-luna",,,,"01.01.2023"
11422,,,,,,,,,"http://www.wtatennis.com/players/314823/jennie-brobeck",,,,"01.01.2023"
11423,,,,,,,,,"http://www.wtatennis.com/players/316638/marit-nordfors",,,,"01.01.2023"
11424,,,,,,,,,"http://www.wtatennis.com/players/315910/paola-villalon",,,,"01.01.2023"
11425,,,,,,,,,"http://www.wtatennis.com/players/316820/martha-sanchez",,,,"01.01.2023"
11426,,,,,,,,,"http://www.wtatennis.com/players/316826/caterina-lepore-palmisano",,,,"01.01.2023"
11427,,,,,,,,,"http://www.wtatennis.com/player-profile/316808","https://twitter.com/eraydinbasak","https://www.facebook.com/beraydin/","https://www.instagram.com/beraydin/","01.01.2023"
11428,,,,,,,,,"http://www.wtatennis.com/players/316814/anastasia-aleshcheva",,,,"01.01.2023"
11429,,,,,,,,,"http://www.wtatennis.com/players/316473/xenia-suworowa",,,,"01.01.2023"
11430,,,,,,,,,"http://www.wtatennis.com/players/314980/natasha-natalia-shigina",,,,"01.01.2023"
11431,,,,,,,,,"http://www.wtatennis.com/players/316811/noy-mor",,,,"01.01.2023"
11432,,,,,,,,,"http://www.wtatennis.com/players/316815/arina-alilueva",,,,"01.01.2023"
11433,,,,,,,,,"http://www.wtatennis.com/players/316810/or-meir",,,,"01.01.2023"
11434,,,,,,,,,"http://www.wtatennis.com/player-profile/316813","https://twitter.com/khazaniukarg","https://www.facebook.com/Deniz-Khazaniuk-312138195468738/","https://www.instagram.com/deniz_khazaniuk/","01.01.2023"
11435,,,,,,,,,"http://www.wtatennis.com/players/316816/shir-perkis",,,,"01.01.2023"
11436,,,,,,,,,"http://www.wtatennis.com/players/316809/or-sasson",,,,"01.01.2023"
11437,,,,,,,,,"http://www.wtatennis.com/players/316817/maayan-mastey",,,,"01.01.2023"
11438,,,,,,,,,"http://www.wtatennis.com/players/316812/daniel-kestenboum",,,,"01.01.2023"
11439,,,,,,,,,"http://www.wtatennis.com/players/316823/natasha-fourouclas",,,,"01.01.2023"
11440,,,,,,,,,"http://www.wtatennis.com/players/316822/stacey-grant",,,,"01.01.2023"
11441,,,,,,,,,"http://www.wtatennis.com/players/316824/denise-atzinger",,,,"01.01.2023"
11442,,56,160,"Boulogne-Billancourt, France","Paris, France","Right-handed (two-handed forehand and backhand)",,,"http://www.wtatennis.com/players/316831/laetitia-sarrazin",,,,"01.01.2023"
11443,,,,,,,,,"http://www.wtatennis.com/players/316568/tatiana-rodens",,,,"01.01.2023"
11444,,,,,,,,,"http://www.wtatennis.com/players/316832/pauline-lollia",,,,"01.01.2023"
11445,,,,,,,,,"http://www.wtatennis.com/players/316833/iris-mannarino",,,,"01.01.2023"
11446,,,,,,,,,"http://www.wtatennis.com/players/316326/elizaveta-kuzmina",,,,"01.01.2023"
11447,,62,170,"Asuncion, Paraguay","Asuncion, Paraguay","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/319854","https://twitter.com/mgonzal","https://www.facebook.com/MontseGonzalezOficial/","https://www.instagram.com/montsegonzalezb/","01.01.2023"
11448,,,,,,,,,"http://www.wtatennis.com/players/316845/dalma-maria-rojas-rodas",,,,"01.01.2023"
11449,"Pro(2010)",67,167,"Ksar El Hellar, Tunisia","Tunis, Tunisia","Right-handed (two-handed backhand)","Issam Jellali",,"http://www.wtatennis.com/player-profile/316847","https://twitter.com/ons_jabeur","https://www.facebook.com/Ons.Jabeur/","https://www.instagram.com/onsjabeur","01.01.2023"
11450,,,,,,,,,"http://www.wtatennis.com/players/316848/wiem-ben-sedrine",,,,"01.01.2023"
11451,,,,,,,,,"http://www.wtatennis.com/players/315610/danijela-tomic",,,,"01.01.2023"
11452,,,,,,,,,"http://www.wtatennis.com/players/316106/harshini-reddy",,,,"01.01.2023"
11453,,,,,,,,,"http://www.wtatennis.com/players/316840/avni-jain",,,,"01.01.2023"
11454,,,,,,,,,"http://www.wtatennis.com/players/316841/saneeya-singh",,,,"01.01.2023"
11455,,,,,,,,,"http://www.wtatennis.com/players/316842/ratnika-batra",,,,"01.01.2023"
11456,,,,,,,,,"http://www.wtatennis.com/players/316843/shweta-rana",,,,"01.01.2023"
11457,,,,,,,,,"http://www.wtatennis.com/players/315979/nataliya-pintusova",,,,"01.01.2023"
11458,,,,,,,,,"http://www.wtatennis.com/player-profile/315281",,,,"01.01.2023"
11459,,,,,,,,,"http://www.wtatennis.com/players/316857/karolina-kostro",,,,"01.01.2023"
11460,,,,,,,,,"http://www.wtatennis.com/player-profile/316839",,,,"01.01.2023"
11461,,,,,,,,,"http://www.wtatennis.com/players/316855/jimena-alvarez",,,,"01.01.2023"
11462,,,,,,,,,"http://www.wtatennis.com/players/316856/valeria-franco",,,,"01.01.2023"
11466,,,,,,,,,"http://www.wtatennis.com/players/316691/ilse-pacheco",,,,"01.01.2023"
11467,,,,,,,,,"http://www.wtatennis.com/players/314291/hilary-toole",,,,"01.01.2023"
11468,,,,,,,,,"http://www.wtatennis.com/player-profile/316854","https://twitter.com/fernandabrito5","https://www.facebook.com/fernanda.brito.73997/","https://www.instagram.com/fernandaaabrito/","01.01.2023"
11473,,,,,,,,,"http://www.wtatennis.com/players/316870/tatiana-postnikova",,,,"01.01.2023"
11474,,,,,,,,,"http://www.wtatennis.com/players/315239/anna-christine-patrimonio",,,,"01.01.2023"
11475,,,,,,,,,"http://www.wtatennis.com/players/316191/min-liu",,,,"01.01.2023"
11476,,,,,,,,,"http://www.wtatennis.com/players/316877/carolina-de-los-santos",,,,"01.01.2023"
11477,,,,,,,,,"http://www.wtatennis.com/players/316097/fiorella-nocino",,,,"01.01.2023"
11478,,,,,,,,,"http://www.wtatennis.com/players/316878/milagros-abal",,,,"01.01.2023"
11479,,,,,,,,,"http://www.wtatennis.com/players/316879/cecilia-mercier",,,,"01.01.2023"
11480,,,,,,,,,"http://www.wtatennis.com/players/315978/vladislava-kuzmenkova",,,,"01.01.2023"
11481,,,,,,,,,"http://www.wtatennis.com/players/190307/tracy-schroeder",,,,"01.01.2023"
11482,,,,,,,,,"http://www.wtatennis.com/players/316876/emily-leenen",,,,"01.01.2023"
11484,,,,,,,,,"http://www.wtatennis.com/players/316889/sara-mansoor",,,,"01.01.2023"
11485,,,,,,,,,"http://www.wtatennis.com/players/314300/prerana-prathap",,,,"01.01.2023"
11487,,,,,,,,,"http://www.wtatennis.com/players/316890/natasha-afridi",,,,"01.01.2023"
11488,,,,,,,,,"http://www.wtatennis.com/player-profile/316891",,,,"01.01.2023"
11489,,,,,,,,,"http://www.wtatennis.com/players/316892/meheq-khokhar",,,,"01.01.2023"
11490,,,,,,,,,"http://www.wtatennis.com/players/316893/ushna-suhail",,,,"01.01.2023"
11491,,,,,,,,,"http://www.wtatennis.com/players/316894/sarah-mahboob-khan",,,,"01.01.2023"
11493,,,,,,,,,"http://www.wtatennis.com/players/316885/maria-belen-mosca",,,,"01.01.2023"
11494,,,,,,,,,"http://www.wtatennis.com/players/316895/andrea-gomez-carus",,,,"01.01.2023"
11495,,,,,,,,,"http://www.wtatennis.com/players/316896/carolina-maso",,,,"01.01.2023"
11496,,,,,,,,,"http://www.wtatennis.com/players/316910/alejandra-sala-juste",,,,"01.01.2023"
11497,,,,,,,,,"http://www.wtatennis.com/players/314299/prathana-prathap",,,,"01.01.2023"
11498,,,,,,,,,"http://www.wtatennis.com/players/316914/mehreen-izhar",,,,"01.01.2023"
11500,,,,,,,,,"http://www.wtatennis.com/players/316901/antonella-la-viola",,,,"01.01.2023"
11501,,,,,,,,,"http://www.wtatennis.com/players/316880/priscila-nunez",,,,"01.01.2023"
11502,,,,,,,,,"http://www.wtatennis.com/players/316675/mariah-plauth",,,,"01.01.2023"
11503,,,,,,,,,"http://www.wtatennis.com/players/316905/paula-feitosa",,,,"01.01.2023"
11504,,,,,,,,,"http://www.wtatennis.com/players/316906/jessica-albuquerque",,,,"01.01.2023"
11505,,,,,,,,,"http://www.wtatennis.com/players/316907/lilia-carla-azevedo",,,,"01.01.2023"
11507,,,,,,,,,"http://www.wtatennis.com/players/316917/maria-pulido",,,,"01.01.2023"
11508,,,,,,,,,"http://www.wtatennis.com/players/316909/hisaimet-mendez-gonzalez",,,,"01.01.2023"
11568,,,,,,,,,"http://www.wtatennis.com/players/315673/katie-gater",,,,"01.01.2023"
11571,,,,,,,,,"http://www.wtatennis.com/players/317128/karina-pimkina",,,,"01.01.2023"
11572,"Pro",67,167,"Chantraburi, Thailand","Chantraburi, Thailand","Right-handed (two-handed both sides)",,,"http://www.wtatennis.com/player-profile/317033",,"https://www.facebook.com/Luksika-Kumkhum-1008051989248981/","https://www.instagram.com/luck_luksika/","01.01.2023"
11573,"Pro",59,175,"Odessa, Ukraine","Namur, Belgium","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/317094","https://twitter.com/zanevskamaryna","https://www.facebook.com/zanevskatennis/","https://www.instagram.com/marinazanevska/","01.01.2023"
11574,,,,,,,,,"http://www.wtatennis.com/player-profile/317086",,,,"01.01.2023"
11575,,64,178,"St. Petersburg, FL, USA","St. Petersburg, FL, USA","Right-handed",,,"http://www.wtatennis.com/player-profile/316925",,,"https://www.instagram.com/danimalcollins/","01.01.2023"
11576,,,,,,,,,"http://www.wtatennis.com/players/316926/claudia-coppola",,"https://www.facebook.com/claudia.coppola.9634/","https://www.instagram.com/claudia.coppola.0412/","01.01.2023"
11577,,,,,,,,,"http://www.wtatennis.com/players/315940/krystina-titz",,,,"01.01.2023"
11578,,,,,,,,,"http://www.wtatennis.com/players/316937/ashley-krysiak",,,,"01.01.2023"
11579,,,,,,,,,"http://www.wtatennis.com/players/316934/ankita-bhatia",,,,"01.01.2023"
11580,,,,,,,,,"http://www.wtatennis.com/players/316938/nilaya-tarimela",,,,"01.01.2023"
11581,,,,,,,,,"http://www.wtatennis.com/players/316936/sindhu-nila-partheepan",,,,"01.01.2023"
11582,,,,,,,,,"http://www.wtatennis.com/players/315798/arushi-sharma",,,,"01.01.2023"
11583,,,,,,,,,"http://www.wtatennis.com/players/316939/nithya-raj-babu-raj",,,,"01.01.2023"
11584,,,,,,,,,"http://www.wtatennis.com/players/316933/sonya-dayal",,,,"01.01.2023"
11585,,,,,,,,,"http://www.wtatennis.com/players/316935/zainab-ali-sajjad",,,,"01.01.2023"
11586,"Junior",56,164,,,"Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/324170",,,,"01.01.2023"
11592,,,,,,,,,"http://www.wtatennis.com/players/316948/nikarat-wateenukit",,,,"01.01.2023"
11593,,,,,,,,,"http://www.wtatennis.com/players/316949/pairin-panjasilpa",,,,"01.01.2023"
11616,,,,,,,,,"http://www.wtatennis.com/player-profile/316863",,,,"01.01.2023"
11617,,,,,,,,,"http://www.wtatennis.com/players/200335/fabienne-thill",,,,"01.01.2023"
11618,,,180,"Orange, CA, USA",,"Right-Handed","Leonardo Prieto",,"http://www.wtatennis.com/player-profile/315942",,"https://www.facebook.com/Kaitlyn-Christian-129496371061704/","https://www.instagram.com/kk.christian/","01.01.2023"
11619,,,,,,,,,"http://www.wtatennis.com/player-profile/316942","https://twitter.com/yvonnecavalle",,,"01.01.2023"
11620,,,,,,,,,"http://www.wtatennis.com/players/318286/kerrie-cartwright",,,,"01.01.2023"
11624,,,,,,,,,"http://www.wtatennis.com/player-profile/318388",,,,"01.01.2023"
11642,,,,,,,,,"http://www.wtatennis.com/players/315905/kristina-korochinskaya",,,,"01.01.2023"
11645,,,,,,,,,"http://www.wtatennis.com/players/316952/magda-riutort-bou",,,,"01.01.2023"
11656,,,,,,,,,"http://www.wtatennis.com/players/313276/ting-li",,,,"01.01.2023"
11663,,,,,,,,,"http://www.wtatennis.com/players/316001/april-bisharat",,,,"01.01.2023"
11664,,,,,,,,,"http://www.wtatennis.com/players/316953/olga-boulytcheva",,,,"01.01.2023"
11670,,,,,,,,,"http://www.wtatennis.com/player-profile/315755",,"https://www.facebook.com/pirazhenka/",,"01.01.2023"
11671,,,,,,,,,"http://www.wtatennis.com/players/316958/alina-jerjomina",,,,"01.01.2023"
11672,"Pro(February17,2009)",66,178,"Rock Island, IL, USA","Boca Raton, FL, USA","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/316959","https://twitter.com/Madison_Keys","https://www.facebook.com/MadisonKeysOfficial/","https://www.instagram.com/madisonkeys/","01.01.2023"
11673,,,,,,,,,"http://www.wtatennis.com/players/316962/jessica-ginier",,,,"01.01.2023"
11674,,,,,,,,,"http://www.wtatennis.com/players/316013/elyne-boeykens",,,,"01.01.2023"
11675,,,,,,,,,"http://www.wtatennis.com/players/316961/noura-abdul-aal",,,,"01.01.2023"
11685,,,,,,,,,"http://www.wtatennis.com/players/316967/manisha-chowdhury",,,,"01.01.2023"
11686,,,,,,,,,"http://www.wtatennis.com/player-profile/316965",,,,"01.01.2023"
11687,,,,,,,,,"http://www.wtatennis.com/players/316043/michelle-de-groot",,,,"01.01.2023"
11688,"Pro",59,170,"Giessen, Germany","Bonn, Germany","Right-handed (two-handed backhand)",,,"http://www.wtatennis.com/player-profile/316979","https://twitter.com/beckannika","https://www.facebook.com/AnnikaBeckTennis/","https://www.instagram.com/annikabeck_fans/","01.01.2023"
11689,,,,,,,,,"http://www.wtatennis.com/players/316980/daneika-borthwick",,,,"01.01.2023"
11690,,,,,,,,,"http://www.wtatennis.com/players/316766/jessica-ren",,,,"01.01.2023"
11691,,,,,,,,,"http://www.wtatennis.com/players/315800/elisha-gabb",,,,"01.01.2023"
11692,,,,,,,,,"http://www.wtatennis.com/players/316982/leela-beattie",,,,"01.01.2023"
11693,,,,,,,,,"http://www.wtatennis.com/players/316983/johana-maria-vitanzo-maravi",,,,"01.01.2023"
11705,,,,,,,,,"http://www.wtatennis.com/players/315116/yuriko-sakai",,,,"01.01.2023"
11706,,,,,,,,,"http://www.wtatennis.com/players/316987/haruka-suga",,,,"01.01.2023"
11707,,,,,,,,,"http://www.wtatennis.com/players/315748/naoko-ushiyama",,,,"01.01.2023"
11708,,,,,,,,,"http://www.wtatennis.com/players/316984/yana-koroleva",,,,"01.01.2023"
11709,,,,,,,,,"http://www.wtatennis.com/players/316990/kyle-mcphillips",,,,"01.01.2023"
11710,,,,,,,,,"http://www.wtatennis.com/players/315805/desiree-tran",,,,"01.01.2023"
11711,,,,,,,,,"http://www.wtatennis.com/players/316998/isabell-sedlitz",,,,"01.01.2023"
11712,"Pro(2012)",70,170,"Buffalo, NY, USA","Charleston, SC, USA","Right-handed (two-handed backhand)","David Witt",,"http://www.wtatennis.com/player-profile/316956","https://twitter.com/jlpegula",,"https://www.instagram.com/jpegula/","01.01.2023"
11727,,,,,,,,,"http://www.wtatennis.com/players/316991/julia-bochkareva",,,,"01.01.2023"
11728,,,,,,,,,"http://www.wtatennis.com/players/316995/alexandra-goncharova",,,,"01.01.2023"
11729,,,,,,,,,"http://www.wtatennis.com/players/315299/idil-haciraifoglu",,,,"01.01.2023"
11738,,,,,,,,,"http://www.wtatennis.com/players/317001/ellie-yates",,,,"01.01.2023"
11741,,,,,,,,,"http://www.wtatennis.com/players/316122/roberta-gerovac",,,,"01.01.2023"
11742,,,,,,,,,"http://www.wtatennis.com/players/316368/petra-capin",,,,"01.01.2023"
11743,,,,,,,,,"http://www.wtatennis.com/players/317016/michaela-frlicka",,,,"01.01.2023"
11744,,,,,,,,,"http://www.wtatennis.com/players/317015/marina-kachar",,,,"01.01.2023"
11753,,,,,,,,,"http://www.wtatennis.com/players/317012/mikele-irazusta",,,,"01.01.2023"
11754,,,,,,,,,"http://www.wtatennis.com/players/317020/inna-volkovich",,,,"01.01.2023"
11755,,,,,,,,,"http://www.wtatennis.com/players/317021/sabina-kairanbayeva",,,,"01.01.2023"
11756,,,,,,,,,"http://www.wtatennis.com/players/317019/dariya-berezhnaya",,,,"01.01.2023"
11757,,,,,,,,,"http://www.wtatennis.com/players/316041/anna-kechko",,,,"01.01.2023"
11758,,,,,,,,,"http://www.wtatennis.com/players/317022/yekaterina-sagitova",,,,"01.01.2023"
11759,,,,,,,,,"http://www.wtatennis.com/players/317023/kamila-abdukadirova",,,,"01.01.2023"
11760,,,,,,,,,"http://www.wtatennis.com/players/317024/natalia-berezhnaya",,,,"01.01.2023"
11761,,,,,,,,,"http://www.wtatennis.com/players/316216/marina-zhurba",,,,"01.01.2023"
11766,,,,,,,,,"http://www.wtatennis.com/players/317663/mateja-kraljevic",,,,"01.01.2023"
11770,,,,,,,,,"http://www.wtatennis.com/players/317044/fatyha-berjane",,,,"01.01.2023"
11771,,,,,,,,,"http://www.wtatennis.com/players/317043/intissar-rassif",,,,"01.01.2023"
11796,,,183,"Minsk, Belarus",,"Right-Handed",,,"http://www.wtatennis.com/player-profile/316850","https://twitter.com/92lida",,"https://www.instagram.com/lida_marozava92/","01.01.2023"
11797,,,,,,,,,"http://www.wtatennis.com/players/317035/ana-batiri",,,,"01.01.2023"
11798,,,,,,,,,"http://www.wtatennis.com/players/317031/andrea-paredes",,,,"01.01.2023"
