match_id,player,row,returnable,shallow,deep,very_deep,unforced,err_net,err_deep,err_wide,err_wide_deep
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,Total,25,9,13,5,3,1,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,v1st,12,6,6,2,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,v2nd,13,3,7,3,3,1,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,fh,10,2,8,4,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,bh,15,7,5,1,3,1,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,gs,14,4,7,3,3,1,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,sl,11,5,6,2,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,D,16,7,8,1,1,1,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,A,9,2,5,4,2,0,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,4,14,5,8,2,1,1,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,5,3,2,1,1,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,6,8,2,4,2,2,0,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,4D,11,5,5,0,1,1,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,4A,3,0,3,2,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,5D,2,1,1,1,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,5A,1,1,0,0,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,6D,3,1,2,0,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Thiago Monteiro,6A,5,1,2,2,2,0,1,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,Total,35,9,24,11,2,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,v1st,17,6,11,5,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,v2nd,18,3,13,6,2,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,fh,17,3,13,6,1,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,bh,18,6,11,5,1,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,gs,29,5,22,9,2,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,sl,6,4,2,2,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,D,19,7,11,4,1,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,A,16,2,13,7,1,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,4,18,5,12,4,1,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,5,4,0,3,1,1,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,6,13,4,9,6,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,4D,7,3,4,1,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,4A,11,2,8,3,1,0,0,1,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,5D,3,0,2,0,1,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,5A,1,0,1,1,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,6D,9,4,5,3,0,0,0,0,0
20241229-M-United_Cup-RR-Thiago_Monteiro-Alexander_Zverev,Alexander Zverev,6A,4,0,4,3,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,Total,71,20,47,23,4,1,2,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,v1st,52,16,36,17,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,v2nd,19,4,11,6,4,1,2,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,fh,36,7,26,15,3,0,2,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,bh,35,13,21,8,1,1,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,gs,53,15,34,18,4,1,2,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,sl,18,5,13,5,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,D,35,12,22,11,1,0,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,A,36,8,25,12,3,1,1,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,4,28,5,21,10,2,1,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,5,12,5,5,4,2,0,1,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,6,31,10,21,9,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,4D,10,1,8,5,1,0,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,4A,18,4,13,5,1,1,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,5D,6,4,2,2,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,5A,6,1,3,2,2,0,1,1,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,6D,19,7,12,4,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Stefanos Tsitsipas,6A,12,3,9,5,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,Total,52,11,33,10,3,2,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,v1st,25,4,16,3,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,v2nd,27,7,17,7,3,2,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,fh,28,7,19,6,2,2,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,bh,24,4,14,4,1,0,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,gs,44,9,31,10,3,2,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,sl,8,2,2,0,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,D,28,7,18,3,3,2,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,A,24,4,15,7,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,4,29,5,17,4,2,2,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,5,0,0,0,0,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,6,23,6,16,6,1,0,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,4D,12,3,7,0,2,2,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,4A,17,2,10,4,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,5A,0,0,0,0,0,0,0,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,6D,16,4,11,3,1,0,1,0,0
20241228-M-United_Cup-RR-Stefanos_Tsitsipas-Pablo_Carreno_Busta,Pablo Carreno Busta,6A,7,2,5,3,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,Total,34,6,27,8,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,v1st,17,3,14,4,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,v2nd,17,3,13,4,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,fh,19,2,16,4,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,bh,15,4,11,4,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,gs,29,4,24,8,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,sl,5,2,3,0,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,D,19,4,14,4,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,A,15,2,13,4,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,4,16,1,14,4,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,5,4,0,4,0,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,6,14,5,9,4,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,4D,7,0,6,2,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,4A,9,1,8,2,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,5D,4,0,4,0,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,5A,0,0,0,0,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,6D,8,4,4,2,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Alex De Minaur,6A,6,1,5,2,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,Total,32,7,22,6,2,1,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,v1st,10,3,7,3,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,v2nd,22,4,15,3,2,1,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,fh,12,1,9,3,1,1,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,bh,20,6,13,3,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,gs,30,6,21,5,2,1,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,sl,2,1,1,1,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,D,17,3,12,4,1,1,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,A,15,4,10,2,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,4,17,3,13,5,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,5,1,0,0,0,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,6,14,4,9,1,1,1,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,4D,5,0,5,3,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,4A,12,3,8,2,1,0,0,1,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,5D,1,0,0,0,0,0,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,6D,11,3,7,1,1,1,0,0,0
20241228-M-United_Cup-RR-Alex_De_Minaur-Tomas_Martin_Etcheverry,Tomas Martin Etcheverry,6A,3,1,2,0,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,Total,36,3,32,13,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,v1st,19,3,16,5,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,v2nd,17,0,16,8,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,fh,17,0,16,5,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,bh,19,3,16,8,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,gs,31,2,28,11,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,sl,5,1,4,2,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,D,17,1,15,6,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,A,19,2,17,7,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,4,13,0,13,6,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,5,17,2,14,6,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,6,6,1,5,1,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,4D,9,0,9,3,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,4A,4,0,4,3,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,5D,6,0,5,2,1,0,0,0,1
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,5A,11,2,9,4,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,6D,2,1,1,1,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Nishesh Basavareddy,6A,4,0,4,0,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,Total,64,16,47,21,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,v1st,32,11,21,8,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,v2nd,32,5,26,13,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,fh,36,8,28,14,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,bh,28,8,19,7,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,gs,55,13,41,18,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,sl,9,3,6,3,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,D,36,10,25,9,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,A,28,6,22,12,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,4,36,9,27,12,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,5,13,3,9,3,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,6,15,4,11,6,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,4D,22,6,16,7,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,4A,14,3,11,5,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,5D,9,2,6,2,1,1,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,5A,4,1,3,1,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,6D,5,2,3,0,0,0,0,0,0
20241220-M-NextGen_Finals-RR-Nishesh_Basavareddy-Luca_Van_Assche,Luca Van Assche,6A,10,2,8,6,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,Total,61,11,47,21,3,3,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,v1st,34,7,27,9,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,v2nd,27,4,20,12,3,3,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,fh,20,1,18,9,1,1,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,bh,41,10,29,12,2,2,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,gs,49,7,39,18,3,3,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,sl,12,4,8,3,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,D,35,6,26,11,3,3,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,A,26,5,21,10,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,4,22,5,17,6,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,5,24,3,19,9,2,2,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,6,15,3,11,6,1,1,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,4D,8,1,7,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,4A,14,4,10,4,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,5D,12,2,8,3,2,2,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,5A,12,1,11,6,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,6D,15,3,11,6,1,1,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Nishesh Basavareddy,6A,0,0,0,0,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,Total,35,8,27,15,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,v1st,22,6,16,9,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,v2nd,13,2,11,6,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,fh,18,5,13,7,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,bh,17,3,14,8,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,gs,31,6,25,15,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,sl,4,2,2,0,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,D,22,4,18,11,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,A,13,4,9,4,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,4,11,1,10,3,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,5,10,1,9,7,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,6,14,6,8,5,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,4D,7,0,7,3,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,4A,4,1,3,0,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,5D,7,1,6,5,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,5A,3,0,3,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,6D,8,3,5,3,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Nishesh_Basavareddy-Juncheng_Shang,Juncheng Shang,6A,6,3,3,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,Total,26,4,22,6,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,v1st,17,3,14,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,v2nd,9,1,8,4,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,fh,14,2,12,5,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,bh,12,2,10,1,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,gs,22,4,18,4,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,sl,4,0,4,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,D,15,3,12,5,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,A,11,1,10,1,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,4,10,1,9,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,5,9,2,7,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,6,7,1,6,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,4D,5,1,4,1,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,4A,5,0,5,1,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,5D,8,2,6,2,0,0,0,0,0
20241219-M-NextGen_Finals-RR-Learner_Tien-Joao_Fonseca,Learner Tien,5A,1,0,1,0,0,0,0,0,0
