match_id,match_timestamp,p1_name,p2_name,p1_avg_1st_sv_speed,p2_avg_1st_sv_speed,p1_avg_2nd_sv_speed,p2_avg_2nd_sv_speed,p1_winners,p2_winners,p1_unforced_errors,p2_unforced_errors,p1_net_points_won,p2_net_points_won,p1_net_points_played,p2_net_points_played,data_added_timestamp
6sssnsC4,1754419500,Bueno G.,Nijboer R.,,,,,26.0,50.0,36.0,65.0,7.0,30.0,9.0,38.0,1754646804.109181
S4P4fm5k,1754414100,Torres J. B.,Clarke J.,,,,,12.0,10.0,36.0,17.0,7.0,2.0,10.0,3.0,1754646800.832891
lQYcraBT,1754413800,Neumayer L.,Kestelboim M.,,,,,21.0,13.0,22.0,33.0,5.0,7.0,5.0,13.0,1754646797.760047
pShYm3sh,1754412000,Alcala Gurri M.,Giustino L.,,,,,20.0,32.0,23.0,52.0,4.0,12.0,6.0,24.0,1754646794.483825
pdKTxwZj,1754408700,De Krom M.,Vacherot V.,,,,,15.0,27.0,23.0,21.0,7.0,10.0,11.0,13.0,1754646791.207351
hbukpLtH,1754405700,Kicker N.,Prado Angelo J. C.,,,,,9.0,9.0,20.0,21.0,3.0,2.0,3.0,6.0,1754646787.933264
dfQ9ZOqd,1754404500,Kolar Z.,Piros Z.,,,,,17.0,15.0,35.0,37.0,6.0,3.0,9.0,5.0,1754646784.654058
fy1siEbc,1754399700,Rodriguez Taverna S.,Sanchez Izquierdo N.,,,,,31.0,17.0,37.0,36.0,7.0,11.0,10.0,22.0,1754646781.377426
0SW0yoFq,1754399400,Sanchez Jover C.,Vrbensky M.,,,,,13.0,22.0,22.0,37.0,3.0,10.0,4.0,15.0,1754646778.102052
E1aVuljd,1754399400,Caniato C. A.,Paulson A.,,,,,15.0,12.0,10.0,30.0,1.0,3.0,3.0,9.0,1754646774.824409
dMYYa9sS,1754398800,Olivieri G. A.,Piros Z.,,,,,,,,,,,,,1754646772.148304
QRH6YdvS,1754444700,Banerjee S.,Rybakov A.,,,,,18.0,14.0,20.0,37.0,4.0,11.0,5.0,15.0,1754646759.260309
r97H5Mq1,1754442600,Holmgren A.,King D.,,,,,27.0,13.0,31.0,20.0,13.0,3.0,20.0,4.0,1754646755.778728
dA8xTz2k,1754440800,Zhou Y.,Sheehy J.,,,,,13.0,11.0,14.0,27.0,6.0,3.0,7.0,4.0,1754646752.503655
IPdoREW1,1754437200,Fenty A.,Hsu Y. H.,,,,,10.0,20.0,24.0,15.0,4.0,4.0,5.0,9.0,1754646749.634962
UaOczJ9F,1754436600,Jung J.,Svajda T.,,,,,32.0,28.0,39.0,29.0,10.0,8.0,18.0,13.0,1754646746.358063
2VwBszHr,1754434800,Bolt A.,Huang T.,,,,,20.0,18.0,28.0,32.0,7.0,7.0,11.0,9.0,1754646743.081067
4fUUEQME,1754428200,Tobon M.,Sell K.,,,,,15.0,15.0,30.0,26.0,3.0,8.0,4.0,10.0,1754646739.805887
O25p9ejg,1754427900,Pacheco Mendez R.,Zheng M.,,,,,27.0,32.0,37.0,22.0,16.0,8.0,24.0,11.0,1754646736.528099
2mHyBHLt,1754427900,Kang K.,Habib H.,,,,,16.0,15.0,30.0,36.0,3.0,14.0,5.0,20.0,1754646733.455933
vy1Q30ED,1754424000,Wu Tung-Lin,Rybakov A.,,,,,,,,,,,,,1754646730.164771
Sf215DkI,1754362500,Johns G.,Harris B.,,,,,27.0,36.0,23.0,41.0,6.0,7.0,10.0,15.0,1754646727.516495
2awGk1zK,1754424600,Gaubas V.,Dedura D.,,,,,20.0,7.0,30.0,31.0,4.0,2.0,5.0,4.0,1754646724.855839
IPjbsbPq,1754421600,Fajta P.,Collignon R.,,,,,27.0,13.0,33.0,19.0,7.0,3.0,8.0,4.0,1754646721.577388
QX2JkJKD,1754418900,Schwaerzler J. J.,Negritu Ch.,,,,,23.0,18.0,18.0,26.0,4.0,6.0,5.0,8.0,1754646718.301175
OAgio7QH,1754417100,Cecchinato M.,Coria F.,,,,,21.0,14.0,43.0,16.0,6.0,4.0,8.0,5.0,1754646714.818511
Q9KWbNcR,1754416500,Kym J.,Yevseyev D.,,,,,22.0,10.0,32.0,17.0,8.0,6.0,10.0,6.0,1754646711.543715
buARnK1M,1754412900,Krumich M.,Zahraj P.,,,,,17.0,24.0,16.0,30.0,6.0,9.0,7.0,10.0,1754646708.265528
WARN0qTE,1754408700,Reis Da Silva J.,Wallin O.,,,,,24.0,19.0,29.0,42.0,1.0,5.0,3.0,7.0,1754646704.987803
jwk6uxfd,1754408100,McDonald N.,Milev Y.,,,,,18.0,32.0,44.0,43.0,6.0,8.0,9.0,8.0,1754646701.710331
IBBPSbAj,1754407200,Rosenkranz M.,Tabur C.,,,,,19.0,15.0,27.0,29.0,2.0,3.0,4.0,5.0,1754646692.495158
jF6JltX9,1754403000,Boscardin Dias P.,Midon L.,,,,,9.0,16.0,42.0,24.0,2.0,8.0,3.0,9.0,1754646688.499214
UaIAj22c,1754401500,Villanueva G.,Moller E.,,,,,14.0,27.0,22.0,29.0,3.0,4.0,4.0,7.0,1754646685.22281
Mu62g1Ll,1754400900,Choinski J.,Blancaneaux G.,,,,,15.0,20.0,24.0,15.0,10.0,3.0,16.0,4.0,1754646681.945017
xfkpgzsC,1754378100,Michelsen A.,Khachanov K.,194.0,192.0,163.0,160.0,24.0,16.0,40.0,27.0,12.0,6.0,16.0,6.0,1754646678.664774
08093iKU,1754367000,Zverev A.,Popyrin A.,203.0,200.0,166.0,162.0,28.0,30.0,30.0,45.0,13.0,16.0,14.0,21.0,1754646675.393211
lEjRATL8,1754444700,Kypson P.,Gigante M.,,,,,18.0,27.0,20.0,33.0,11.0,5.0,14.0,7.0,1754646668.839799
p2ZHw1Zj,1754443800,Nardi L.,Mayo A.,,,,,24.0,21.0,26.0,32.0,3.0,7.0,5.0,11.0,1754646665.564879
EJrnqNBT,1754442000,Jasika O.,Atmane T.,,,,,10.0,28.0,23.0,38.0,2.0,2.0,6.0,7.0,1754646662.08144
dvfZ87jL,1754440500,Mannarino A.,Krueger M.,,,,,23.0,9.0,6.0,21.0,4.0,2.0,5.0,5.0,1754646658.972345
pviVn5C4,1754440500,Kachmazov A.,Blockx A.,,,,,9.0,2.0,15.0,5.0,1.0,2.0,3.0,3.0,1754646655.734328
hWGAqW5C,1754437800,Duckworth J.,Tu L.,,,,,26.0,22.0,34.0,21.0,6.0,3.0,9.0,7.0,1754646653.073036
8IDvmQT1,1754436900,Schoolkate T.,Smith C.,,,,,18.0,25.0,27.0,30.0,6.0,9.0,10.0,11.0,1754646649.795231
0Yokx9Fq,1754435100,Harris L.,Spizzirri E.,,,,,31.0,22.0,45.0,33.0,9.0,7.0,16.0,11.0,1754646646.519722
0A32oDhc,1754433900,Shevchenko A.,Zink T.,,,,,40.0,36.0,44.0,46.0,12.0,9.0,16.0,13.0,1754646643.319007
vTjyVWjJ,1754433900,Bagnis F.,Mochizuki S.,,,,,15.0,19.0,41.0,40.0,5.0,11.0,10.0,14.0,1754646640.213442
OjPgmE6m,1754433300,Daniel T.,Galan D. E.,,,,,14.0,25.0,43.0,25.0,7.0,6.0,13.0,6.0,1754646637.100067
GOz63oEr,1754432400,Eubanks C.,Basilashvili N.,,,,,31.0,35.0,33.0,40.0,4.0,2.0,7.0,3.0,1754646633.823656
fyZNhzqQ,1754430600,Carreno-Busta P.,Riedi L.,,,,,20.0,29.0,7.0,27.0,1.0,11.0,2.0,12.0,1754646630.549492
dQE0f8yS,1754427600,Cerundolo J. M.,Wong C.,,,,,13.0,22.0,19.0,18.0,3.0,13.0,7.0,16.0,1754646627.272129
06LlDDWr,1754423400,Fery A.,Svajda Z.,,,,,40.0,47.0,41.0,53.0,15.0,10.0,25.0,10.0,1754646623.995214
nXYrRNko,1754422800,Tseng C. H.,Svajda Z.,,,,,,,,,,,,,1754646620.703453
h4fwoqsH,1754422800,Royer V.,Ficovich J. P.,,,,,20.0,7.0,22.0,16.0,8.0,2.0,11.0,5.0,1754646617.441024
p6D2ohy0,1754422800,Martin A.,Draxl L.,,,,,29.0,24.0,26.0,21.0,14.0,21.0,20.0,25.0,1754646614.193951
Mmzbzmpd,1754422800,Landaluce M.,Garin C.,,,,,21.0,19.0,47.0,32.0,5.0,6.0,7.0,7.0,1754646611.503654
fLnK4Q1B,1754323200,Berankis R.,Pieczonka F.,,,,,13.0,11.0,14.0,11.0,3.0,4.0,3.0,8.0,1754646596.963922
8v32H6V6,1754321400,Andaloro F.,Jones M.,,,,,6.0,17.0,29.0,13.0,4.0,2.0,7.0,2.0,1754646593.483304
CxVTg9mg,1754319600,Shelbayh A.,Rossi L.,,,,,15.0,17.0,26.0,30.0,7.0,7.0,7.0,8.0,1754646590.208212
EeCsphBm,1754316600,Albot R.,Paroulek T.,,,,,19.0,13.0,28.0,40.0,9.0,7.0,13.0,10.0,1754646586.931683
6ivO23Mj,1754316300,Kodat T.,Jodar R.,,,,,2.0,9.0,10.0,11.0,1.0,6.0,4.0,6.0,1754646584.272019
S4c1UDQh,1754316300,Glinka D.,Vales A.,,,,,14.0,5.0,24.0,32.0,2.0,2.0,2.0,5.0,1754646581.00025
rcH0xfS6,1754334600,Majchrzak K.,Ivashka I.,,,,,27.0,20.0,40.0,53.0,6.0,14.0,7.0,20.0,1754646577.721482
CzEyv73B,1754328300,Durasovic V.,Pieczkowski O.,,,,,16.0,9.0,33.0,22.0,3.0,4.0,7.0,5.0,1754646574.444436
EHu8xFq4,1754327400,Onclin G.,Prizmic D.,,,,,11.0,23.0,21.0,24.0,5.0,6.0,7.0,6.0,1754646571.169263
hfsvXiU0,1754325000,Kolar Z.,Vanshelboim E.,,,,,,,,,,,,,1754646568.077363
4U8jtd7E,1754322600,Nijboer R.,Sorger S.,,,,,14.0,10.0,23.0,33.0,5.0,3.0,9.0,3.0,1754646565.020847
4AhQO9fU,1754322300,Kestelboim M.,Vrbensky M.,,,,,22.0,31.0,19.0,44.0,7.0,23.0,12.0,31.0,1754646561.746294
GxvEr0it,1754316600,Prado Angelo J. C.,De Krom M.,,,,,27.0,8.0,18.0,17.0,8.0,6.0,10.0,13.0,1754646558.468716
zDNuTpI5,1754316600,Kicker N.,Guerrieri A.,,,,,12.0,16.0,37.0,50.0,2.0,3.0,5.0,4.0,1754646555.192455
MJIrmzpI,1754316300,Alcala Gurri M.,Kellovsky D.,,,,,9.0,18.0,14.0,36.0,3.0,9.0,5.0,13.0,1754646551.914541
M3KjmWcM,1754346900,Arnaboldi F.,Stebe C.,,,,,14.0,19.0,43.0,24.0,4.0,2.0,12.0,5.0,1754646548.663367
0fuQ1VCF,1754341800,Dellien Velasco M. A.,Lajovic D.,,,,,10.0,8.0,34.0,16.0,4.0,4.0,5.0,4.0,1754646544.850304
rcXOYWrT,1754330700,Coppejans K.,Pereira T.,,,,,22.0,26.0,61.0,45.0,8.0,11.0,11.0,14.0,1754646541.369325
2sEeTA6j,1754312400,Bueno G.,Mrva M.,,,,,,,,,,,,,1754646538.283421
fRg2KBj5,1754354400,Banerjee S.,Boulais J.,,,,,,,,,,,,,1754646535.223977
4ftSMKZo,1754349000,Kozlov S.,Huang T.,,,,,19.0,34.0,32.0,39.0,8.0,19.0,14.0,29.0,1754646532.361165
GK81vpo2,1754347800,Banerjee S.,Kim A.,,,,,27.0,16.0,35.0,28.0,8.0,12.0,10.0,22.0,1754646529.083173
lr6I2HlU,1754346900,Ghibaudo A.,Johnson S.,,,,,13.0,23.0,16.0,49.0,4.0,10.0,7.0,18.0,1754646526.421445
UuQ2Agqf,1754342100,Hussey G.,Svajda T.,,,,,16.0,18.0,37.0,23.0,8.0,4.0,9.0,4.0,1754646523.144414
GhEd2B9N,1754341800,Suresh D.,Fenty A.,,,,,17.0,18.0,22.0,10.0,5.0,2.0,7.0,3.0,1754646520.073851
84OxhmI5,1754341800,Sheehy J.,Hilderbrand T.,,,,,26.0,11.0,16.0,13.0,3.0,1.0,3.0,3.0,1754646515.773268
Oz9e0R7L,1754274900,Johnson S.,Martin D.,,,,,22.0,11.0,30.0,30.0,12.0,7.0,13.0,7.0,1754646512.496774
WS8h7ZK5,1754358600,Zhukayev B.,Maloney P.,,,,,43.0,29.0,41.0,25.0,11.0,6.0,16.0,9.0,1754646505.229096
ObiriNU7,1754358000,Wu Y.,Ilagan A.,,,,,12.0,9.0,23.0,32.0,0.0,1.0,1.0,2.0,1754646501.952032
jBSxD4iR,1754350800,Nakagawa N.,Perez A.,,,,,15.0,20.0,37.0,29.0,7.0,7.0,8.0,10.0,1754646498.674711
YDWgCFEs,1754322300,Rosenkranz M.,Fajta P.,,,,,21.0,41.0,24.0,27.0,8.0,2.0,13.0,2.0,1754646495.810133
dSmVYDal,1754321100,Cecchinato M.,Nicod J.,,,,,31.0,33.0,36.0,52.0,12.0,8.0,15.0,10.0,1754646492.738299
jsq5BgL6,1754321100,Boscardin Dias P.,Ymer M.,,,,,,,,,,,,,1754646489.445667
QqcavzxR,1754314800,Villanueva G.,Fomin S.,,,,,27.0,17.0,18.0,29.0,3.0,1.0,4.0,3.0,1754646486.388775
GCxrDxMU,1754314800,Molcan A.,Krumich M.,,,,,25.0,26.0,31.0,39.0,3.0,3.0,4.0,5.0,1754646483.112417
nRuzETUi,1754314500,Milev Y.,Gima S.,,,,,25.0,10.0,35.0,19.0,9.0,2.0,11.0,8.0,1754646479.998447
I7aBiuj1,1754338200,Hassan B.,Jianu F. C.,,,,,51.0,9.0,50.0,22.0,13.0,10.0,18.0,16.0,1754646476.459321
44Zywty8,1754337900,Nagal S.,Rodionov J.,,,,,20.0,29.0,27.0,22.0,5.0,5.0,9.0,10.0,1754646473.181632
rkoTv26e,1754331000,Skatov T.,Popko D.,,,,,16.0,15.0,27.0,28.0,6.0,4.0,8.0,5.0,1754646469.90494
zPsLtOyq,1754331000,Mackenzie J.,Pucinelli de Almeida M.,,,,,24.0,11.0,22.0,22.0,9.0,2.0,11.0,2.0,1754646466.62907
6gPdnpEL,1754312400,Van De Zandschulp B.,Tabur C.,,,,,,,,,,,,,1754646463.338738
8vi49bQN,1754290500,Lehecka J.,Fritz T.,201.0,201.0,165.0,165.0,34.0,31.0,52.0,48.0,11.0,7.0,17.0,9.0,1754646460.720381
2H87Ri36,1754280600,Cobolli F.,Shelton B.,189.0,204.0,153.0,169.0,31.0,26.0,44.0,46.0,11.0,13.0,15.0,20.0,1754646457.41619
llH07a9j,1754233800,Echargui M.,Maestrelli F.,,,,,10.0,8.0,20.0,35.0,1.0,5.0,2.0,9.0,1754646443.081241
pCCtglXr,1754235600,Olivieri G. A.,Bueno G.,,,,,,,,,,,,,1754646439.804472
tEG2tcc6,1754259000,Svajda Z.,Tomic B.,,,,,27.0,19.0,24.0,32.0,5.0,6.0,7.0,12.0,1754646436.529367
IFFv0nlJ,1754242200,Den Ouden G.,Hanfmann Y.,,,,,23.0,32.0,45.0,28.0,9.0,12.0,14.0,15.0,1754646433.253372
Q9KZdcYG,1754231400,Hanfmann Y.,Wallin O.,,,,,17.0,11.0,19.0,27.0,1.0,1.0,1.0,1.0,1754646429.976395
2DIAYy8k,1754230500,Den Ouden G.,Kym J.,,,,,20.0,14.0,12.0,29.0,3.0,4.0,4.0,7.0,1754646426.702225
dtgJPGr1,1754255400,Berankis R.,Knitter K.,,,,,17.0,7.0,31.0,29.0,7.0,1.0,9.0,5.0,1754646423.424477
bVrvZKLE,1754253600,Rossi L.,Malige M.,,,,,12.0,14.0,30.0,38.0,5.0,8.0,11.0,9.0,1754646420.35405
fcxmXbjR,1754252700,Shelbayh A.,Piasek I.,,,,,10.0,6.0,14.0,29.0,7.0,5.0,8.0,10.0,1754646417.076729
A92qDwae,1754251200,Pieczonka F.,Ursu V.,,,,,19.0,8.0,18.0,21.0,6.0,5.0,9.0,10.0,1754646413.5973
jTNIRxEl,1754240400,Vales A.,Potenza L.,,,,,17.0,27.0,32.0,60.0,4.0,11.0,6.0,12.0,1754646409.093349
d6xAbvp2,1754240400,Andaloro F.,Majchrzak A.,,,,,13.0,17.0,25.0,34.0,5.0,4.0,6.0,6.0,1754646406.226078
CEKdMsx9,1754238900,Latinovic S.,Jones M.,,,,,19.0,7.0,44.0,27.0,7.0,4.0,11.0,6.0,1754646403.154254
pSI4KL6L,1754235600,Albot R.,Plenkiewicz H.,,,,,19.0,13.0,13.0,26.0,7.0,3.0,8.0,7.0,1754646399.674973
Akv200Fk,1754235000,Glinka D.,Poljak D.,,,,,18.0,13.0,17.0,34.0,1.0,8.0,2.0,18.0,1754646396.397993
46dRNfDD,1754230200,Kodat T.,Matsuoka H.,,,,,15.0,16.0,31.0,53.0,8.0,9.0,12.0,11.0,1754646393.121074
WOjhBHT7,1754230200,Juszczak P.,Paroulek T.,,,,,7.0,18.0,23.0,18.0,6.0,9.0,8.0,11.0,1754646389.640816
4CayFaUr,1754229900,Nam Ji S.,Jodar R.,,,,,7.0,17.0,26.0,18.0,4.0,7.0,8.0,11.0,1754646386.368282
ruEXyTz3,1754247300,Janvier M.,Vrbensky M.,,,,,21.0,9.0,48.0,27.0,7.0,4.0,13.0,5.0,1754646383.091154
Q3qmUGHd,1754246400,Kestelboim M.,Balestrieri A.,,,,,11.0,4.0,11.0,30.0,2.0,1.0,2.0,1.0,1754646380.224408
IwtuWxmp,1754241600,Sorger S.,Couacaud E.,,,,,9.0,8.0,24.0,42.0,4.0,3.0,5.0,8.0,1754646376.946966
GhCuz75F,1754241000,Nijboer R.,Basic M.,,,,,11.0,12.0,16.0,22.0,5.0,6.0,8.0,9.0,1754646373.673097
pWhhusQc,1754240400,Miletich I.,Vanshelboim E.,,,,,29.0,17.0,56.0,32.0,25.0,14.0,38.0,19.0,1754646371.012154
QLxJQsB4,1754236200,Pampanin P.,De Krom M.,,,,,2.0,12.0,32.0,17.0,1.0,7.0,3.0,8.0,1754646367.734097
hx66HwYj,1754235600,Kolar Z.,Planinsek F. J.,,,,,16.0,9.0,19.0,17.0,2.0,3.0,3.0,6.0,1754646363.816666
tbn1wLfA,1754233800,Donski A.,Kellovsky D.,,,,,30.0,25.0,50.0,27.0,7.0,8.0,13.0,11.0,1754646360.67698
IeZAS3th,1754232300,Prado Angelo J. C.,Fondriest M.,,,,,3.0,3.0,10.0,13.0,1.0,3.0,2.0,4.0,1754646357.39807
nyRROLuH,1754226900,Guerrieri A.,Kivattsev K.,,,,,17.0,22.0,15.0,34.0,4.0,4.0,5.0,10.0,1754646354.528466
YiPZMaAT,1754226600,Kicker N.,Scomparin P. R.,,,,,12.0,7.0,14.0,24.0,3.0,2.0,5.0,3.0,1754646351.299511
Y548yaPM,1754226600,Alcala Gurri M.,Dominko S.,,,,,9.0,26.0,16.0,48.0,1.0,8.0,1.0,15.0,1754646348.206421
f5Kht6Gk,1754271000,Kozlov S.,Ramanathan R.,,,,,41.0,38.0,22.0,45.0,15.0,24.0,22.0,37.0,1754646342.493198
GYmzgq0e,1754269800,Seggerman R.,Huang T.,,,,,17.0,11.0,35.0,15.0,8.0,14.0,13.0,18.0,1754646339.385337
W6FDkAg3,1754269500,Boulais J.,Miyoshi K.,,,,,40.0,28.0,63.0,39.0,27.0,14.0,35.0,20.0,1754646335.901746
K6fRf5Vr,1754265300,Fenty A.,Watt J.,,,,,14.0,23.0,7.0,29.0,6.0,11.0,6.0,19.0,1754646331.907493
O0hnZl9M,1754260200,Ghibaudo A.,Kumar P.,,,,,37.0,20.0,46.0,44.0,12.0,8.0,16.0,12.0,1754646328.633862
4KDLmlOF,1754259300,Hussey G.,Heck H.,,,,,10.0,17.0,14.0,45.0,3.0,4.0,4.0,11.0,1754646325.358356
OMTMoShS,1754258700,Matsuda R.,Suresh D.,,,,,16.0,28.0,33.0,30.0,3.0,3.0,4.0,4.0,1754646322.084387
8YTITSWq,1754252100,Vandecasteele Q.,Svajda T.,,,,,30.0,8.0,47.0,15.0,9.0,4.0,13.0,6.0,1754646318.806933
rR0m2mw9,1754252100,Hilderbrand T.,Ganesan A.,,,,,41.0,29.0,37.0,43.0,8.0,8.0,17.0,11.0,1754646315.123307
GbXQR61d,1754251800,Tudorica A. N.,Sheehy J.,,,,,6.0,32.0,22.0,41.0,7.0,8.0,14.0,15.0,1754646312.274037
MqdEAaem,1754259000,Rosenkranz M.,Hardt N.,,,,,21.0,11.0,29.0,20.0,10.0,4.0,16.0,6.0,1754646307.67776
rgsDHY8U,1754253900,Fajta P.,Matusevich A.,,,,,28.0,11.0,37.0,30.0,1.0,3.0,2.0,6.0,1754646304.176454
ja4vYggB,1754250300,Ymer M.,Campana Lee G.,,,,,32.0,21.0,37.0,32.0,8.0,3.0,12.0,4.0,1754646300.907829
jPmV6HfC,1754247900,Boscardin Dias P.,Schifris J.,,,,,15.0,11.0,28.0,38.0,4.0,5.0,6.0,7.0,1754646297.625836
MJCNyxfn,1754243400,Dedura-Palomero M.,Nicod J.,,,,,12.0,19.0,38.0,23.0,2.0,3.0,4.0,3.0,1754646294.350419
IBkN8wQa,1754241600,Cecchinato M.,Vasquez A.,,,,,26.0,14.0,24.0,26.0,7.0,4.0,10.0,6.0,1754646291.281833
AR3W4ePO,1754240100,Leite W.,Fomin S.,,,,,8.0,29.0,36.0,29.0,4.0,3.0,6.0,3.0,1754646288.098452
Auq5JfvI,1754238600,Molcan A.,Raquillet L.,,,,,16.0,16.0,23.0,23.0,3.0,4.0,4.0,7.0,1754646284.994673
UqGVZFOb,1754235300,Villanueva G.,Schoenhaus M.,,,,,11.0,24.0,13.0,47.0,3.0,5.0,3.0,5.0,1754646281.862159
UVzcLG95,1754230200,Braynin A.,Krumich M.,,,,,12.0,32.0,36.0,46.0,6.0,6.0,9.0,10.0,1754646278.58572
M5XlNxug,1754229900,Oberleitner N.,Milev Y.,,,,,38.0,27.0,42.0,32.0,10.0,2.0,14.0,6.0,1754646275.306128
0jqtPbAt,1754229900,Gima S.,Broska F.,,,,,8.0,11.0,17.0,38.0,2.0,6.0,3.0,9.0,1754646272.235994
QZ3QVKZH,1754219400,Binda A.,Budkov Kjaer N.,,,,,1.0,4.0,0.0,4.0,,,,,1754646269.576496
vR3WQF3t,1754267400,Rublev A.,Davidovich Fokina A.,201.0,186.0,147.0,162.0,26.0,22.0,37.0,37.0,12.0,5.0,14.0,7.0,1754646266.297766
xITUaDON,1754257500,Tiafoe F.,De Minaur A.,194.0,189.0,143.0,152.0,29.0,23.0,49.0,35.0,3.0,4.0,4.0,8.0,1754646262.815539
6ybUYgId,1754202900,Zverev A.,Cerundolo F.,202.0,164.0,164.0,133.0,7.0,3.0,15.0,16.0,3.0,1.0,3.0,3.0,1754646259.539035
nHOMnJbU,1754194500,Popyrin A.,Rune H.,198.0,188.0,159.0,157.0,29.0,24.0,24.0,39.0,7.0,19.0,10.0,21.0,1754646256.730352
846fZGUI,1754155200,Grenier H.,Echargui M.,,,,,21.0,39.0,28.0,34.0,12.0,16.0,22.0,17.0,1754646242.37526
QLW9ogB5,1754147400,Maestrelli F.,Moro Canas A.,,,,,25.0,7.0,35.0,31.0,9.0,3.0,15.0,5.0,1754646239.284989
EwHGGZBN,1754155800,Bueno G.,Gombos N.,,,,,,,,,,,,,1754646236.197732
hYgxIw4j,1754148600,Michalski D.,Olivieri G. A.,,,,,,,,,,,,,1754646233.119188
rw39IipT,1754145900,Gombos N.,Mrva M.,,,,,,,,,,,,,1754646230.396532
2Z1wOIdE,1754172600,Tomic B.,Spizzirri E.,,,,,10.0,2.0,,,,,,,1754646226.97568
f1QkIoL8,1754164800,Svajda Z.,Hsu Y. H.,,,,,14.0,14.0,13.0,30.0,3.0,7.0,4.0,11.0,1754646223.8043
0zBg2xxS,1754111100,Hussey G.,Tomic B.,,,,,23.0,13.0,44.0,23.0,16.0,14.0,18.0,18.0,1754646219.813813
UTXaHf26,1754155800,Choinski J.,Hanfmann Y.,,,,,14.0,29.0,37.0,30.0,8.0,5.0,11.0,5.0,1754646216.574597
2muFyjtC,1754148600,Wallin O.,Gaubas V.,,,,,27.0,27.0,53.0,32.0,9.0,1.0,10.0,1.0,1754646213.462711
Eer4Recl,1754145600,Van De Zandschulp B.,Den Ouden G.,,,,,21.0,18.0,55.0,40.0,,,,,1754646210.204288
6c3ardiC,1754144400,Kym J.,McDonald N.,,,,,24.0,19.0,26.0,35.0,5.0,2.0,12.0,3.0,1754646207.546245
SQId10Hl,1754150100,Imai S.,Budkov Kjaer N.,,,,,6.0,4.0,1.0,2.0,,,,,1754646204.247402
dtugkyCt,1754133000,Shelbayh A.,Binda A.,,,,,0.0,3.0,4.0,0.0,,,,,1754646200.970631
KArskckB,1754176800,Khachanov K.,Ruud C.,195.0,191.0,151.0,159.0,29.0,23.0,23.0,25.0,6.0,2.0,6.0,8.0,1754646197.743907
pW8F4i7l,1754170800,Michelsen A.,Tien L.,191.0,185.0,163.0,162.0,13.0,9.0,11.0,20.0,8.0,4.0,10.0,5.0,1754646194.677077
nRiQHzlS,1754164800,O'Connell C.,De Minaur A.,,,,,,,,,,,,,1754646191.538651
6mW2k8B5,1754113500,Nakashima B.,Shelton B.,190.0,207.0,146.0,177.0,19.0,46.0,30.0,47.0,16.0,13.0,19.0,22.0,1754646188.482019
2agcAht2,1754107800,Diallo G.,Fritz T.,204.0,199.0,171.0,158.0,15.0,11.0,33.0,16.0,7.0,1.0,13.0,2.0,1754646185.001966
0zcBsrk1,1754100600,Cobolli F.,Marozsan F.,188.0,178.0,155.0,154.0,29.0,16.0,44.0,53.0,6.0,8.0,7.0,14.0,1754646181.808266
xfy8FYWI,1754073600,Ymer E.,Grenier H.,,,,,28.0,27.0,33.0,33.0,9.0,17.0,11.0,26.0,1754646167.60532
QwAwDAjg,1754072100,Echargui M.,Butvilas E.,,,,,14.0,23.0,31.0,50.0,8.0,10.0,11.0,14.0,1754646164.532479
Eu2OWfTj,1754067300,Maestrelli F.,Escoffier A.,,,,,14.0,12.0,27.0,33.0,7.0,9.0,7.0,11.0,1754646161.263305
j5DrV1b5,1754061300,Rocha H.,Moro Canas A.,,,,,4.0,17.0,27.0,26.0,2.0,7.0,3.0,9.0,1754646158.200111
nLn9BK3c,1754069700,Collarini A.,Bueno G.,,,,,,,,,,,,,1754646155.146311
h2X702v1,1754064000,Michalski D.,Vacherot V.,,,,,,,,,,,,,1754646152.467459
6afnnuH6,1754061600,Pinnington Jones J.,Olivieri G. A.,,,,,,,,,,,,,1754646149.168703
ABTchNUh,1754093400,Suresh D.,Spizzirri E.,,,,,29.0,17.0,37.0,23.0,16.0,9.0,19.0,10.0,1754646145.914134
U788JnmD,1754087100,Zheng M.,Hsu Y. H.,,,,,7.0,25.0,27.0,28.0,3.0,7.0,6.0,10.0,1754646142.841398
AoEFBPVp,1754079000,Basavareddy N.,Svajda Z.,,,,,18.0,30.0,32.0,41.0,5.0,12.0,9.0,14.0,1754646139.746241
vD6hyuPH,1754026200,Sakamoto R.,Spizzirri E.,,,,,40.0,20.0,54.0,35.0,9.0,2.0,14.0,3.0,1754646136.473798
2kYugBNi,1754061000,Nagal S.,McDonald N.,,,,,17.0,31.0,31.0,41.0,3.0,11.0,7.0,14.0,1754646133.196926
hYqDZXC6,1754073000,Berankis R.,Budkov Kjaer N.,,,,,3.0,4.0,1.0,4.0,,,,,1754646130.117871
lEQSEqtS,1754069400,Imai S.,Bakshi A.,,,,,7.0,2.0,2.0,4.0,,,,,1754646126.840656
8O046bnD,1754059200,Chidekh C.,Shelbayh A.,,,,,3.0,6.0,7.0,3.0,,,,,1754646123.563774
jo5cxrqK,1754058600,Singh K.,Binda A.,,,,,7.0,6.0,3.0,4.0,,,,,1754646120.33848
IgSqWvSs,1754094600,Tiafoe F.,Vukic A.,183.0,185.0,141.0,159.0,22.0,21.0,36.0,45.0,6.0,7.0,7.0,10.0,1754646113.976297
