match_id,match_timestamp,p1_name,p2_name,p1_avg_1st_sv_speed,p2_avg_1st_sv_speed,p1_avg_2nd_sv_speed,p2_avg_2nd_sv_speed,p1_winners,p2_winners,p1_unforced_errors,p2_unforced_errors,p1_net_points_won,p2_net_points_won,p1_net_points_played,p2_net_points_played,data_added_timestamp
zZSd5xQi,1745590200,Cerundolo F.,Mayot H.,188.0,187.0,144.0,151.0,30.0,10.0,25.0,20.0,6.0,5.0,9.0,8.0,1745712020.044559
4YhwlMxR,1745589900,Bonzi B.,Hurkacz H.,197.0,199.0,167.0,170.0,,,,,,,,,1745712016.790971
8hrjAsdT,1745586000,Diallo G.,Alcaraz C.,,,,,,,,,,,,,1745712013.539753
AwEIlulC,1745540100,Bu Y.,Fearnley J.,199.0,202.0,158.0,171.0,12.0,29.0,27.0,26.0,5.0,4.0,8.0,5.0,1745711978.526396
SzbYjADr,1745538000,Opelka R.,Hijikata R.,218.0,187.0,187.0,157.0,26.0,19.0,16.0,8.0,11.0,8.0,20.0,10.0,1745711975.249993
r3M1dWkL,1745533500,Griekspoor T.,Kopriva V.,200.0,179.0,168.0,147.0,19.0,7.0,21.0,18.0,7.0,2.0,9.0,2.0,1745711971.772032
hnVtmSdL,1745531400,Tien L.,Giron M.,180.0,195.0,143.0,152.0,19.0,28.0,19.0,18.0,3.0,11.0,9.0,11.0,1745711968.499654
tbM1hNlm,1745529300,Fonseca J.,Moller E.,199.0,179.0,172.0,152.0,16.0,10.0,26.0,28.0,1.0,3.0,2.0,4.0,1745711965.229022
OMsyBV4E,1745523300,Van De Zandschulp B.,Struff J-L.,207.0,206.0,157.0,163.0,24.0,13.0,39.0,23.0,5.0,5.0,7.0,6.0,1745711962.161408
I3HQnJIO,1745522400,Arnaldi M.,Coric B.,191.0,196.0,157.0,156.0,36.0,28.0,32.0,46.0,5.0,17.0,8.0,18.0,1745711958.916806
Olpffq4l,1745520900,Landaluce M.,Norrie C.,197.0,190.0,174.0,148.0,42.0,24.0,37.0,10.0,2.0,11.0,3.0,19.0,1745711955.829801
f1ny7M3t,1745517000,Altmaier D.,Jarry N.,184.0,207.0,154.0,173.0,11.0,26.0,10.0,17.0,1.0,12.0,1.0,14.0,1745711952.780108
dEQCs6Kr,1745514000,Halys Q.,Darderi L.,197.0,187.0,160.0,160.0,27.0,18.0,32.0,8.0,8.0,3.0,14.0,3.0,1745711949.430888
hUyBj13D,1745511900,Sonego L.,Kecmanovic M.,193.0,188.0,164.0,152.0,39.0,11.0,45.0,25.0,16.0,5.0,21.0,10.0,1745711945.978243
pCbirfw9,1745511600,Bergs Z.,Diallo G.,186.0,200.0,170.0,181.0,14.0,13.0,19.0,3.0,5.0,4.0,8.0,4.0,1745711942.700505
KGw3hNY0,1745508600,Bergs Z.,Nishioka Y.,,,,,,,,,,,,,1745711939.549919
h0AF1RBE,1745503800,Vukic A.,Nishikori K.,193.0,173.0,156.0,142.0,20.0,28.0,33.0,37.0,2.0,7.0,3.0,10.0,1745711936.557719
UROKupke,1745503800,Goffin D.,Muller A.,179.0,175.0,155.0,149.0,23.0,15.0,36.0,20.0,5.0,5.0,7.0,5.0,1745711933.48032
QgITwOJ7,1745503800,Etcheverry T. M.,Medjedovic H.,,,,,19.0,34.0,26.0,35.0,11.0,10.0,19.0,13.0,1745711930.194507
EFbOa5tR,1745503800,Dzumhur D.,Bellucci M.,173.0,194.0,146.0,164.0,18.0,32.0,31.0,59.0,15.0,7.0,23.0,16.0,1745711926.915373
Cz8cKxNH,1745451600,Marozsan F.,Cobolli F.,,,,,22.0,29.0,34.0,24.0,6.0,9.0,16.0,10.0,1745458702.256378
je4fbhL8,1745450400,Monfils G.,Gojo B.,,,,,15.0,29.0,20.0,36.0,5.0,7.0,7.0,13.0,1745458698.976166
nTMXPtgt,1745444100,Michelsen A.,Bublik A.,,,,,23.0,22.0,35.0,33.0,11.0,4.0,15.0,8.0,1745458695.717256
WSfkmSC7,1745443500,Cerundolo J. M.,Kovacevic A.,,,,,24.0,36.0,30.0,61.0,6.0,10.0,9.0,14.0,1745458692.422053
z11tklre,1745438100,Fognini F.,Djere L.,,,,,3.0,14.0,34.0,22.0,1.0,2.0,2.0,2.0,1745458689.326229
xIgF7awC,1745438100,Comesana F.,Martinez P.,,,,,38.0,24.0,24.0,22.0,4.0,10.0,7.0,17.0,1745458686.074539
lOP9j1Ja,1745435400,Ofner S.,Gaston H.,,,,,28.0,17.0,31.0,25.0,12.0,7.0,14.0,8.0,1745458682.797275
p2L4IGiU,1745434200,Bautista-Agut R.,Munar J.,,,,,36.0,29.0,37.0,23.0,19.0,10.0,21.0,11.0,1745458679.522748
SEpq50Yh,1745431800,Lajovic D.,Quinn E.,,,,,17.0,21.0,15.0,9.0,4.0,6.0,8.0,10.0,1745458676.415145
Otvh3v35,1745429100,Moutet C.,Mayot H.,,,,,6.0,18.0,17.0,30.0,2.0,15.0,6.0,20.0,1745458673.17016
Uij79L8a,1745423700,Borges N.,Carreno-Busta P.,,,,,42.0,21.0,41.0,27.0,12.0,10.0,13.0,15.0,1745458669.893966
h8rWYyxB,1745423400,O'Connell C.,Ugo Carabelli C.,,,,,21.0,21.0,18.0,22.0,6.0,0.0,12.0,3.0,1745458666.618543
OSjFxKxn,1745423400,Bonzi B.,Cilic M.,,,,,20.0,23.0,17.0,32.0,1.0,10.0,1.0,13.0,1745458663.341969
jLJlMbh5,1745417400,Safiullin R.,Rinderknech A.,,,,,16.0,28.0,19.0,21.0,0.0,5.0,3.0,7.0,1745458660.064096
reGtOKNh,1745417400,Mpetshi Perricard G.,Navone M.,,,,,20.0,13.0,38.0,10.0,14.0,3.0,19.0,4.0,1745458656.786732
dtkNzb7b,1745417400,Cina F.,Wong C.,,,,,19.0,14.0,17.0,26.0,3.0,7.0,3.0,12.0,1745458653.680321
WGnO5w8O,1745413200,Carballes Baena R.,Thompson J.,,,,,,,,,,,,,1745458650.637155
QFmCZVl3,1745358600,Hijikata R.,Fognini F.,,,,,32.0,37.0,44.0,49.0,5.0,9.0,12.0,16.0,1745458624.625412
CEpS5oCF,1745353800,Majchrzak K.,Moller E.,,,,,32.0,53.0,35.0,39.0,10.0,7.0,14.0,8.0,1745458621.588812
OnHxn0vQ,1745352000,Monteiro T.,Quinn E.,,,,,34.0,38.0,42.0,43.0,4.0,12.0,5.0,19.0,1745458618.495602
GfPeX5lg,1745351100,Altmaier D.,Galan D. E.,,,,,38.0,19.0,34.0,26.0,21.0,9.0,25.0,13.0,1745458615.218817
A75PBSdd,1745348100,Gaston H.,Nardi L.,,,,,21.0,20.0,22.0,31.0,9.0,9.0,11.0,18.0,1745458611.936403
0pC6U9XI,1745343900,Diallo G.,Coric B.,,,,,30.0,13.0,31.0,19.0,5.0,3.0,12.0,7.0,1745458608.865977
Srf9Q7pp,1745343600,Gojo B.,Kym J.,,,,,26.0,22.0,21.0,33.0,5.0,2.0,7.0,3.0,1745458605.588683
UT3y2v0K,1745338200,Kopriva V.,Royer V.,,,,,25.0,25.0,39.0,47.0,8.0,8.0,10.0,13.0,1745458602.310819
Ic0ILGwR,1745337600,Lajovic D.,Garin C.,,,,,25.0,19.0,22.0,24.0,5.0,4.0,8.0,7.0,1745458599.03449
pMRYllS8,1745331300,Fearnley J.,Dellien H.,,,,,24.0,14.0,12.0,15.0,9.0,3.0,13.0,5.0,1745458595.757138
QgxPQwIU,1745331000,Van De Zandschulp B.,Cerundolo J. M.,,,,,45.0,33.0,57.0,40.0,24.0,12.0,38.0,15.0,1745458592.481351
Iqsspyht,1745331000,Boyer T.,Mayot H.,,,,,17.0,25.0,31.0,26.0,8.0,2.0,10.0,5.0,1745458589.204324
6gXXXMff,1745281200,Monteiro T.,Krueger M.,,,,,24.0,9.0,13.0,12.0,3.0,7.0,4.0,9.0,1745458574.869235
Cdekhos2,1745277000,Quinn E.,Harris B.,,,,,20.0,13.0,10.0,8.0,4.0,3.0,6.0,3.0,1745458571.795344
4Wisf7Ck,1745276700,Hijikata R.,Harris L.,,,,,25.0,38.0,38.0,57.0,7.0,13.0,9.0,16.0,1745458568.109626
KOBeQVho,1745275200,Gaston H.,Hanfmann Y.,,,,,36.0,43.0,37.0,54.0,9.0,18.0,13.0,29.0,1745458564.836064
0IypES3L,1745274900,Majchrzak K.,Blanch Dar.,,,,,7.0,16.0,5.0,16.0,5.0,3.0,6.0,6.0,1745458561.55887
KbGAaTlS,1745273400,Moller E.,Basavareddy N.,,,,,21.0,13.0,6.0,19.0,3.0,4.0,4.0,7.0,1745458558.075207
K0T8ZZVb,1745268600,Ritschard A.,Fognini F.,,,,,18.0,22.0,10.0,12.0,6.0,6.0,10.0,8.0,1745458554.803626
G4IkLqBl,1745267700,Dhamne M.,Nardi L.,,,,,6.0,14.0,21.0,20.0,8.0,3.0,8.0,6.0,1745458551.521734
S4wxGlZ8,1745267100,Dedura D.,Galan D. E.,,,,,28.0,23.0,46.0,26.0,6.0,10.0,14.0,15.0,1745458548.245844
KdF6H1AD,1745265000,Virtanen O.,Coric B.,,,,,27.0,23.0,23.0,17.0,7.0,16.0,12.0,20.0,1745458544.96069
v7VuW0P6,1745262600,Diallo G.,Moreno De Alboran N.,,,,,28.0,8.0,24.0,12.0,5.0,1.0,9.0,1.0,1745458541.690244
CWBbJNu1,1745259600,Altmaier D.,van Assche L.,,,,,26.0,24.0,31.0,33.0,9.0,10.0,16.0,12.0,1745458538.55204
SQWGXD0B,1745258400,Lajovic D.,Tirante T. A.,,,,,21.0,23.0,26.0,26.0,7.0,3.0,10.0,3.0,1745458535.521369
j3rH6pde,1745257500,Daniel T.,Royer V.,,,,,16.0,26.0,26.0,17.0,2.0,2.0,3.0,3.0,1745458532.284252
0hhgu52K,1745255700,Kopriva V.,Burruchaga R. A.,,,,,22.0,35.0,51.0,58.0,9.0,5.0,14.0,6.0,1745458528.994565
rwu986Rr,1745253600,Kym J.,McDonald M.,,,,,10.0,13.0,26.0,11.0,2.0,3.0,3.0,4.0,1745458525.715746
vPOBSRIE,1745250300,Fucsovics M.,Gojo B.,,,,,12.0,25.0,33.0,34.0,5.0,3.0,5.0,4.0,1745458522.453291
bou0yd1n,1745247600,Garin C.,Tseng C. H.,,,,,33.0,26.0,47.0,27.0,18.0,2.0,29.0,4.0,1745458519.16252
CIWP4OQ7,1745247000,Fearnley J.,Kotov P.,,,,,29.0,15.0,36.0,24.0,3.0,5.0,6.0,10.0,1745458515.885577
KYWJQ5mR,1745246700,Mannarino A.,Dellien H.,,,,,14.0,11.0,36.0,31.0,8.0,2.0,10.0,2.0,1745458512.810472
noIXXsCi,1745241300,Van De Zandschulp B.,Kouame M.,,,,,15.0,12.0,21.0,32.0,9.0,5.0,10.0,6.0,1745458509.742254
ARwPZrQs,1745241000,Mayot H.,Shevchenko A.,,,,,13.0,14.0,8.0,11.0,5.0,4.0,6.0,5.0,1745458506.465466
OhQPViVN,1745241000,De Jong J.,Boyer T.,,,,,27.0,40.0,21.0,37.0,12.0,14.0,13.0,19.0,1745458503.187972
zZOlUvfJ,1745241000,Cerundolo J. M.,Seyboth Wild T.,,,,,19.0,19.0,8.0,9.0,5.0,7.0,6.0,11.0,1745458499.968141
bgJt6M3M,1745167500,Zverev A.,Shelton B.,,,,,13.0,11.0,7.0,21.0,8.0,3.0,10.0,4.0,1745458474.721533
phQFeEqm,1745176500,Alcaraz C.,Rune H.,,,,,16.0,18.0,32.0,24.0,5.0,8.0,10.0,11.0,1745458471.240576
bV4tFIPH,1745089800,Zverev A.,Marozsan F.,,,,,22.0,24.0,13.0,28.0,4.0,9.0,8.0,11.0,1745115411.79607
GCtQMSgo,1745080800,Cerundolo F.,Shelton B.,,,,,21.0,16.0,39.0,36.0,8.0,8.0,11.0,15.0,1745115408.678688
WKERvQQj,1745090100,Alcaraz C.,Fils A.,,,,,11.0,13.0,13.0,38.0,3.0,2.0,5.0,4.0,1745115405.206859
bJOHg4an,1745080800,Khachanov K.,Rune H.,,,,,5.0,20.0,17.0,13.0,5.0,5.0,12.0,5.0,1745115401.7131
jZC9rP5M,1745008200,Marozsan F.,Bergs Z.,,,,,21.0,14.0,27.0,32.0,13.0,5.0,19.0,8.0,1745115371.897692
tOXiaH0E,1744996800,Zverev A.,Griekspoor T.,,,,,37.0,37.0,35.0,48.0,24.0,23.0,29.0,30.0,1745115367.292636
SEnYEeo9,1744991100,Darderi L.,Shelton B.,,,,,12.0,28.0,18.0,17.0,7.0,5.0,13.0,8.0,1745115363.414016
lIlJVHY8,1744985400,Cerundolo F.,Goffin D.,,,,,17.0,7.0,26.0,27.0,2.0,1.0,3.0,4.0,1745115359.926584
dt1OP1i5,1745010900,Tsitsipas S.,Fils A.,,,,,1.0,4.0,3.0,4.0,0.0,0.0,1.0,0.0,1745115356.445592
zoyiiglf,1745003400,Alcaraz C.,De Minaur A.,,,,,16.0,10.0,34.0,33.0,8.0,10.0,8.0,15.0,1745115352.752552
29bUjm9m,1744993500,Rune H.,Ruud C.,,,,,15.0,14.0,20.0,29.0,3.0,7.0,3.0,11.0,1745115348.689958
6ZC5aS4s,1744985400,Khachanov K.,Davidovich Fokina A.,,,,,23.0,19.0,29.0,29.0,3.0,10.0,5.0,15.0,1745115344.972782
vJV8fovn,1744919700,Humbert U.,Marozsan F.,,,,,12.0,17.0,22.0,19.0,4.0,8.0,5.0,10.0,1745115320.805483
YyJSOiqH,1744914600,Bergs Z.,Dedura-Palomero D.,,,,,23.0,4.0,26.0,22.0,6.0,0.0,7.0,2.0,1745115317.14856
jwaEX8Er,1744908300,Cerundolo F.,Shevchenko A.,,,,,18.0,6.0,30.0,30.0,1.0,3.0,4.0,3.0,1745115313.389283
ljxUQYV1,1744899000,Goffin D.,Navone M.,,,,,18.0,17.0,45.0,38.0,7.0,4.0,8.0,6.0,1745115309.583802
I18HeoRp,1744922700,Fearnley J.,De Minaur A.,,,,,5.0,13.0,28.0,21.0,3.0,5.0,4.0,5.0,1745115305.650813
KMQFjCdf,1744917000,Alcaraz C.,Djere L.,,,,,,,17.0,27.0,4.0,5.0,4.0,5.0,1745115301.864959
fi7yNVDT,1744908000,Davidovich Fokina A.,Rublev A.,,,,,36.0,13.0,43.0,26.0,10.0,6.0,13.0,8.0,1745115298.377772
zLccc66t,1744899000,Munar J.,Khachanov K.,,,,,21.0,24.0,29.0,37.0,10.0,10.0,12.0,15.0,1745115294.439797
4bhQlId3,1744835100,Griekspoor T.,Hanfmann Y.,,,,,26.0,16.0,19.0,18.0,5.0,8.0,8.0,8.0,1745115280.672397
WxxzKZW0,1744829100,Zverev A.,Altmaier D.,,,,,14.0,9.0,22.0,24.0,14.0,4.0,15.0,7.0,1745115277.390857
O08RndRF,1744822800,Van De Zandschulp B.,Shelton B.,,,,,19.0,14.0,31.0,16.0,9.0,7.0,14.0,11.0,1745115273.602544
GGIjBB8s,1744812600,Darderi L.,Kecmanovic M.,,,,,34.0,29.0,44.0,40.0,1.0,8.0,3.0,11.0,1745115270.218434
8SdCn8lU,1744837500,Medjedovic H.,Ruud C.,,,,,37.0,19.0,44.0,29.0,4.0,5.0,6.0,8.0,1745115266.567936
AJN9KOC5,1744830600,Tsitsipas S.,Korda S.,,,,,15.0,16.0,30.0,34.0,4.0,7.0,5.0,12.0,1745115263.299456
MJ0Vj8Ab,1744818000,Rune H.,Baez S.,,,,,22.0,21.0,36.0,35.0,12.0,5.0,17.0,12.0,1745115259.6743
08fR8tWq,1744812900,Martinez P.,Fils A.,,,,,6.0,27.0,19.0,24.0,2.0,0.0,2.0,1.0,1745115255.905393
trKr34Dj,1744746900,Bergs Z.,Bublik A.,,,,,39.0,34.0,40.0,44.0,21.0,4.0,34.0,8.0,1744829759.349568
4lLY0YL0,1744746000,Navone M.,Auger-Aliassime F.,,,,,17.0,25.0,42.0,68.0,5.0,9.0,10.0,14.0,1744829755.868171
xILjL9gm,1744740900,Dedura-Palomero D.,Shapovalov D.,,,,,3.0,15.0,10.0,39.0,0.0,6.0,0.0,6.0,1744829752.182208
SMx3Aogc,1744739400,Humbert U.,Jarry N.,,,,,15.0,36.0,21.0,52.0,4.0,15.0,5.0,19.0,1744829748.70044
AoOtaCjD,1744736700,Cerundolo F.,Struff J-L.,,,,,14.0,3.0,13.0,22.0,0.0,1.0,1.0,3.0,1744829745.312798
OGp0nZ67,1744736400,Monfils G.,Shapovalov D.,,,,,,,,,,,,,1744829741.729913
Sz0wPozA,1744736400,Cobolli F.,Shevchenko A.,,,,,40.0,31.0,58.0,52.0,7.0,14.0,14.0,23.0,1744829738.255288
CE8I2ZZj,1744734000,Engel J.,Marozsan F.,,,,,19.0,14.0,26.0,14.0,2.0,2.0,2.0,2.0,1744829734.468025
4YAVamxh,1744725900,O'Connell C.,Darderi L.,,,,,28.0,43.0,24.0,24.0,12.0,9.0,17.0,14.0,1744829730.678942
GOnoAxaE,1744725900,Hanfmann Y.,Mensik J.,,,,,25.0,37.0,35.0,46.0,13.0,11.0,15.0,15.0,1744829727.196218
SbrQFscd,1744725900,Bautista-Agut R.,Van De Zandschulp B.,,,,,22.0,38.0,35.0,38.0,10.0,15.0,19.0,22.0,1744829723.510615
fygqjH7r,1744725600,Lehecka J.,Darderi L.,,,,,,,,,,,,,1744829719.818932
rBMTLlGG,1744752000,Wawrinka S.,Davidovich Fokina A.,,,,,4.0,14.0,30.0,22.0,1.0,3.0,3.0,3.0,1744829716.547204
ldTy4dYP,1744750200,Khachanov K.,Norrie C.,,,,,36.0,28.0,28.0,40.0,6.0,9.0,6.0,12.0,1744829712.860195
8tA8bzdm,1744744200,Alcaraz C.,Quinn E.,,,,,14.0,9.0,26.0,35.0,4.0,7.0,5.0,16.0,1744829709.291058
6sTsICZg,1744739100,Tiafoe F.,Munar J.,,,,,40.0,22.0,51.0,23.0,12.0,6.0,21.0,12.0,1744829705.897457
U7df7k1N,1744733100,Etcheverry T. M.,De Minaur A.,,,,,9.0,14.0,18.0,25.0,7.0,6.0,7.0,7.0,1744829702.211531
tf8GdEQa,1744732500,Djere L.,Rinderknech A.,,,,,29.0,18.0,29.0,38.0,6.0,10.0,6.0,15.0,1744829698.524165
CzhzDZAt,1744731600,Galan D. E.,Ruud C.,,,,,11.0,25.0,18.0,25.0,3.0,9.0,7.0,10.0,1744829694.837807
4QAxKSpT,1744726200,Tsitsipas S.,Opelka R.,,,,,6.0,13.0,9.0,35.0,2.0,4.0,3.0,10.0,1744829690.4346
0AB7E68j,1744726200,Carreno-Busta P.,Fils A.,,,,,15.0,35.0,15.0,29.0,5.0,7.0,6.0,9.0,1744829687.055838
K0erBDug,1744726200,Baez S.,Dzumhur D.,,,,,26.0,13.0,29.0,30.0,6.0,8.0,10.0,12.0,1744829683.369688
6LBUQ75c,1744662600,Tseng C. H.,Altmaier D.,,,,,15.0,30.0,28.0,35.0,8.0,19.0,10.0,24.0,1744829673.949708
8MRP2fil,1744661100,Zverev A.,Muller A.,,,,,27.0,11.0,24.0,19.0,10.0,4.0,14.0,6.0,1744829670.467608
fopIH3Sq,1744651500,Gojo B.,Shelton B.,,,,,40.0,34.0,28.0,31.0,14.0,19.0,17.0,27.0,1744829666.780584
z13oNP4M,1744645200,Harris B.,Goffin D.,,,,,26.0,26.0,51.0,36.0,5.0,9.0,8.0,10.0,1744829663.301074
Cjtf8GTQ,1744639800,Kecmanovic M.,Giron M.,,,,,35.0,55.0,33.0,43.0,8.0,14.0,12.0,15.0,1744829659.957894
McwC8QkT,1744639800,Griekspoor T.,Tien L.,,,,,23.0,7.0,27.0,21.0,10.0,2.0,11.0,3.0,1744829656.765721
21dilexe,1744635600,Tabilo A.,Altmaier D.,,,,,,,,,,,,,1744829653.46153
0zyB8PN9,1744635600,Bergs Z.,Halys Q.,,,,,,,,,,,,,1744829650.184266
0dOHfheC,1744668900,De Jong J.,Rublev A.,,,,,12.0,23.0,17.0,16.0,2.0,8.0,2.0,16.0,1744829646.709921
zoJLNAo4,1744661100,Rune H.,Ramos A.,,,,,27.0,15.0,29.0,33.0,2.0,5.0,3.0,12.0,1744829643.023709
8MRPhWPO,1744656900,Medjedovic H.,Mpetshi Perricard G.,,,,,42.0,25.0,20.0,22.0,9.0,7.0,11.0,13.0,1744829639.338686
dAp7uIeo,1744652700,Carballes Baena R.,Fearnley J.,,,,,11.0,33.0,21.0,36.0,1.0,9.0,4.0,19.0,1744829635.447469
h21VCgXo,1744648800,Arnaldi M.,Korda S.,,,,,18.0,32.0,17.0,32.0,4.0,11.0,5.0,14.0,1744829632.003215
vJPCPWGi,1744646400,Carballes Baena R.,Thompson J.,,,,,,,,,,,,,1744829628.873118
0S4wBX1b,1744639800,Martinez P.,Nakashima B.,,,,,26.0,39.0,43.0,51.0,11.0,19.0,17.0,21.0,1744829625.796636
Msgn9BWA,1744635600,Musetti L.,Munar J.,,,,,,,,,,,,,1744829622.335799
nPxR1TOp,1744635600,Machac T.,Tiafoe F.,,,,,,,,,,,,,1744829619.014058
0r5RfUUq,1744559400,Tseng C. H.,Harris B.,,,,,21.0,29.0,24.0,41.0,1.0,9.0,4.0,15.0,1744829608.167593
fchpxJJt,1744558800,Bublik A.,Dedura-Palomero D.,,,,,23.0,8.0,24.0,22.0,5.0,3.0,8.0,8.0,1744829604.117148
MFOKO5ll,1744553400,Tien L.,Van De Zandschulp B.,,,,,9.0,16.0,14.0,33.0,3.0,9.0,4.0,15.0,1744829600.414417
xdbXxSYH,1744553400,Gojo B.,Shevchenko A.,,,,,24.0,16.0,24.0,27.0,5.0,0.0,8.0,2.0,1744829597.138766
IFJ3giDL,1744557000,Musetti L.,Alcaraz C.,181.0,186.0,151.0,163.0,10.0,30.0,29.0,32.0,2.0,13.0,4.0,17.0,1744829593.927868
Iiozljht,1744573500,Coric B.,Quinn E.,,,,,16.0,27.0,31.0,37.0,7.0,10.0,10.0,17.0,1744829588.212294
6oorIFYO,1744565100,Medjedovic H.,Diallo G.,,,,,22.0,20.0,21.0,21.0,2.0,4.0,5.0,7.0,1744829584.393779
GKOMA3jI,1744564800,Dzumhur D.,Norrie C.,,,,,27.0,29.0,35.0,42.0,9.0,19.0,15.0,26.0,1744829580.695359
ELy7Bpj4,1744564200,De Jong J.,Rinderknech A.,,,,,26.0,15.0,10.0,32.0,6.0,8.0,10.0,16.0,1744829577.520333
pClwnyyh,1744557900,Rincon D.,Djere L.,,,,,12.0,20.0,29.0,29.0,6.0,5.0,8.0,7.0,1744829572.656234
IDvmXd2d,1744557900,Galan D. E.,Fearnley J.,,,,,11.0,29.0,17.0,48.0,3.0,6.0,11.0,8.0,1744829569.511288
CnIoHiYO,1744481400,Bublik A.,Ritschard A.,,,,,15.0,13.0,20.0,29.0,5.0,4.0,6.0,5.0,1744829537.204081
2Ht4ZYmg,1744480500,Dedura-Palomero D.,McDonald M.,,,,,21.0,10.0,13.0,23.0,3.0,4.0,4.0,8.0,1744829533.460183
8fLUKZYa,1744475400,Harris B.,Vukic A.,,,,,24.0,21.0,34.0,28.0,6.0,4.0,7.0,4.0,1744829529.611408
4MEwJD3C,1744474200,Tien L.,Squire H.,,,,,17.0,12.0,34.0,42.0,5.0,5.0,5.0,8.0,1744829526.259601
WERjSHtQ,1744473600,O'Connell C.,Tseng C. H.,,,,,18.0,18.0,35.0,18.0,11.0,4.0,14.0,7.0,1744829522.60697
48Z44ElJ,1744468800,Rehberg M. H.,Van De Zandschulp B.,,,,,8.0,17.0,21.0,20.0,6.0,8.0,7.0,9.0,1744829518.918857
zsNMMe4m,1744467300,Shevchenko A.,Hijikata R.,,,,,23.0,33.0,26.0,38.0,7.0,8.0,16.0,10.0,1744829515.621983
ns634whC,1744467300,Masur D.,Gojo B.,,,,,17.0,30.0,27.0,23.0,6.0,5.0,7.0,6.0,1744829512.246227
G0rdyeJt,1744466400,Bu Y.,Gojo B.,,,,,,,,,,,,,1744829508.674261
GQRnAIKs,1744483200,Musetti L.,De Minaur A.,188.0,203.0,141.0,158.0,20.0,23.0,43.0,45.0,9.0,18.0,11.0,23.0,1744829505.459543
YJaYqwE5,1744474200,Davidovich Fokina A.,Alcaraz C.,178.0,191.0,159.0,158.0,19.0,21.0,40.0,28.0,12.0,7.0,15.0,8.0,1744829502.126534
Ycd8M7R1,1744486200,Kovalik J.,Rinderknech A.,,,,,31.0,42.0,31.0,44.0,8.0,12.0,11.0,17.0,1744829498.439083
CjWmZPgA,1744485300,Quinn E.,Moutet C.,,,,,37.0,26.0,47.0,20.0,28.0,10.0,38.0,13.0,1744829494.790797
va3aOTdk,1744481100,Bellucci M.,Coric B.,,,,,14.0,17.0,28.0,22.0,1.0,3.0,6.0,6.0,1744829491.476866
A9Ek1Du3,1744478400,Harris L.,De Jong J.,,,,,20.0,22.0,35.0,15.0,12.0,14.0,21.0,18.0,1744829487.789211
CEEzQLGd,1744476300,Medjedovic H.,Dellien H.,,,,,43.0,24.0,44.0,32.0,8.0,8.0,19.0,9.0,1744829484.103055
KGZeX3OM,1744474500,Landaluce M.,Diallo G.,,,,,12.0,19.0,29.0,26.0,1.0,7.0,1.0,8.0,1744829480.352324
n1OKVB4F,1744473600,Navone M.,De Jong J.,,,,,,,,,,,,,1744829476.780022
QcjgDrXj,1744470900,Dzumhur D.,Alcala Gurri M.,,,,,36.0,10.0,30.0,19.0,24.0,5.0,30.0,8.0,1744829473.559737
jyruynPc,1744469700,Norrie C.,Gaston H.,,,,,17.0,12.0,18.0,21.0,9.0,3.0,12.0,5.0,1744829470.264642
Yo0grgzH,1744468800,Basilashvili N.,Galan D. E.,,,,,17.0,12.0,41.0,20.0,7.0,0.0,9.0,1.0,1744829467.058413
v1GSRsnp,1744468800,Ugo Carabelli C.,Galan D. E.,,,,,,,,,,,,,1744829463.51188
vyLCXXZ2,1744463100,Coria F.,Djere L.,,,,,4.0,19.0,10.0,28.0,0.0,7.0,4.0,10.0,1744829460.143087
WdYKVjmI,1744463100,Borg L.,Fearnley J.,,,,,11.0,40.0,31.0,37.0,7.0,7.0,12.0,8.0,1744829456.818735
8GCTTkZR,1744463100,Bonzi B.,Rincon D.,,,,,12.0,22.0,25.0,26.0,9.0,6.0,12.0,9.0,1744829453.387386
fa9gxCX8,1744400100,Musetti L.,Tsitsipas S.,177.0,200.0,145.0,160.0,21.0,25.0,17.0,15.0,9.0,19.0,11.0,28.0,1744460430.971054
GA1IcJan,1744395900,Dimitrov G.,De Minaur A.,194.0,204.0,164.0,159.0,1.0,7.0,23.0,8.0,0.0,1.0,2.0,1.0,1744460427.695776
SxDMstUq,1744386000,Fils A.,Alcaraz C.,190.0,189.0,155.0,163.0,23.0,18.0,53.0,41.0,8.0,3.0,13.0,6.0,1744460424.423028
zsotPUIt,1744380600,Davidovich Fokina A.,Popyrin A.,181.0,202.0,154.0,162.0,11.0,17.0,13.0,31.0,4.0,4.0,4.0,7.0,1744460421.349893
G0CC8tQc,1744318800,Tabilo A.,Dimitrov G.,183.0,203.0,146.0,168.0,15.0,26.0,23.0,16.0,6.0,8.0,15.0,10.0,1744406295.76553
S4u2TlGM,1744318800,Borges N.,Tsitsipas S.,191.0,201.0,155.0,161.0,3.0,21.0,22.0,23.0,3.0,5.0,6.0,5.0,1744406292.71624
CdZIqUR8,1744313100,Medvedev D.,De Minaur A.,198.0,202.0,143.0,153.0,9.0,15.0,27.0,21.0,3.0,9.0,6.0,10.0,1744406289.633772
4zpJO5T1,1744311900,Berrettini M.,Musetti L.,209.0,172.0,171.0,143.0,18.0,9.0,44.0,11.0,7.0,2.0,11.0,4.0,1744406286.617372
tQYobUef,1744305300,Altmaier D.,Alcaraz C.,183.0,196.0,151.0,158.0,5.0,16.0,29.0,33.0,3.0,11.0,8.0,15.0,1744406283.565256
