match_id,tournament_date,tournament_name,tournament_country,match_date,p1_name,p2_name,round,p1_winners,p1_unforced_errors,p1_net_points_won,p1_net_points_played,p2_winners,p2_unforced_errors,p2_net_points_won,p2_net_points_played
67b015651216a1aaf0b59c4d918abd9a,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Alejandro Davidovich Fokina,Borna Coric,First Round,22,28,12,22,21,46,13,30
f19354e18dc15f8fc439ff635bc3f4b0,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Benjamin Bonzi,Arthur Rinderknech,First Round,17,9,6,8,23,22,10,13
1ea51e5e8238c332d90f6bca044897c0,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Christopher Eubanks,Maxime Cressy,First Round,40,18,14,25,44,8,39,55
574f62cd21891f2d38f5b207ab0e1931,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Fabio Fognini,Pablo Andujar,First Round,38,33,14,14,17,26,12,15
701f4ca31ad55bd85550c7d1f2aa8adc,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Federico Coria,Pablo Cuevas,First Round,9,17,3,7,25,34,7,11
1999279e3ede6253cd85200b3f12e4a3,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Filip Krajinovic,Dusan Lajovic,First Round,28,18,15,21,36,27,9,14
1b11aadeb8c631cb62c5d38ef1d076b2,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Jack Sock,Juan Manuel Cerundolo,First Round,18,15,13,16,7,20,6,12
659a56db2ec64d1944dbe350857132ff,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Jeff Wolf,Hugo Gaston,First Round,41,22,19,36,20,14,9,12
47711b231d5156a3eab32a6f33aae6a5,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Jenson Brooksby,Roberto Carballes Baena,First Round,20,14,11,16,9,27,9,14
71cadfe42f177f6e7ae60558122160e0,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Laslo Djere,Soon-Woo Kwon,First Round,28,47,10,16,14,28,4,6
84fbb3ff37258d14f311b3e51c220c70,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Lorenzo Musetti,Marcos Giron,First Round,18,22,10,19,15,16,8,12
f330e4a5fd748813921a895e61bac9e2,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Mackenzie Mcdonald,Marton Fucsovics,First Round,22,27,17,23,29,37,18,29
76bc3dcd80cea6c2814ea7f80d4c5c52,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Nick Kyrgios,Sebastian Baez,First Round,27,14,6,12,15,18,8,15
beb708ec59faa8db3c6c0254f6c32cf3,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Pedro Martinez Portero,Joao Sousa,First Round,25,28,23,38,23,19,18,33
54a691a918871d14dd92ab9360c4ef68,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Sebastian Korda,Thanasi Kokkinakis,First Round,22,18,14,21,12,17,9,16
632913eb6a217f65fdc28a146874006c,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-10,Tomas Machac,Alexei Popyrin,First Round,31,17,20,24,25,30,12,20
d8d11804bb006f67bbc88887b3487dba,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Andy Murray,Taro Daniel,First Round,14,15,7,16,29,19,15,20
f24d070eb7bc312d55573248680389a9,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Botic Van De Zandschulp,Tennys Sandgren,First Round,22,12,14,20,16,13,10,13
1d73a8ea8a83bc6e9c394761340c024a,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Brandon Nakashima,Adrian Mannarino,First Round,20,21,12,17,15,27,3,8
ff90d9e307df98165ec58ecfc06ddb9f,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Dominik Koepfer,Benoit Paire,First Round,22,31,8,20,38,49,16,27
cb29fb24645ef5d91d23ee17334ae219,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Emil Ruusuvuori,Philipp Kohlschreiber,First Round,15,18,3,3,13,21,3,11
b3d7b40a11613997d898f6a7c012375f,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Facundo Bagnis,Henri Laaksonen,First Round,12,9,5,7,27,33,5,8
d41e0ddd297d327dd2149ec2304d7879,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Holger Rune,Ugo Humbert,First Round,11,9,5,5,12,25,4,9
a76df66748b025d7d2512906d289eb52,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Jaume Antoni Munar Clar,Juncheng Shang,First Round,24,17,11,13,16,30,7,12
1584990bcb9c1669423c284ee213fc4e,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,John Millman,Jan-Lennard Struff,First Round,21,13,2,3,34,30,11,25
fefe275cc116c48c67f184b56322bab3,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Jordan Thompson,David Goffin,First Round,28,37,19,27,30,34,11,20
2bc42724397cd9eeab74021089ef76cd,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Kamil Majchrzak,Aljaz Bedene,First Round,19,6,9,10,22,24,5,6
0402f9404f491ed037b7abca65684c01,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Miomir Kecmanovic,Liam Broady,First Round,31,24,12,21,36,29,18,22
368901452ae8111db6a1506a5c040254,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Oscar Otte,Richard Gasquet,First Round,23,22,13,25,30,19,9,16
60c392a2039aafd9d51fb35857051fcc,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Sam Querrey,Tallon Griekspoor,First Round,45,16,12,22,30,24,16,23
d44730d404129104a8eda9d79df008e3,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Steve Johnson,Daniel Altmaier,First Round,29,21,23,23,24,20,13,19
60e195b93148a23940f4dcb17a290ccf,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-11,Tommy Paul,Mikhail Kukushkin,First Round,22,16,15,26,14,18,7,8
bd86cc917b3c61bbddb2de26343244f3,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Benjamin Bonzi,Lorenzo Sonego,Second Round,18,10,17,22,27,23,11,16
80b58c9d337c95af4104bcb9822a2e94,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Cameron Norrie,Pedro Martinez Portero,Second Round,16,8,11,14,18,27,8,14
22db5de3e91121ed51e74dc5eab40f8c,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Carlos Alcaraz,Mackenzie Mcdonald,Second Round,22,20,19,26,12,22,11,24
4b7f8c49c8a6bd85294eb76477799aa2,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Casper Ruud,Christopher Eubanks,Second Round,17,9,6,8,30,15,17,26
bf8e9a4796b84ad11df8369555f960a3,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Daniel Evans,Federico Coria,Second Round,13,10,13,19,9,21,4,6
2ad9f38cb9d1e1fad46e664b3affadf9,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Daniil Medvedev,Tomas Machac,Second Round,14,10,11,13,13,25,17,27
2eb0106d2e6e42c7df0b2ea32677b9de,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Denis Shapovalov,Alejandro Davidovich Fokina,Second Round,34,40,17,25,17,26,6,9
a882a04b2627dbb870f5b426e5fbf589,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Gael Monfils,Filip Krajinovic,Second Round,21,13,3,7,15,14,6,8
e6ccb1bed0aa4865da575a66a326728b,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Jannik Sinner,Laslo Djere,Second Round,14,17,8,14,19,30,3,6
c18d0efe0e0d936a5989bdfd803400ca,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Jenson Brooksby,Karen Khachanov,Second Round,26,16,7,11,11,15,7,15
71a07226cf2e927763d1329e0281cdbe,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Nick Kyrgios,Federico Delbonis,Second Round,19,10,3,7,18,14,8,10
76eaf0dd3f01aa25b80153423374fa4a,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Rafael Nadal,Sebastian Korda,Second Round,18,24,4,4,25,35,16,22
80f3837cc1f194f63fc96ccdad849cba,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Reilly Opelka,Lorenzo Musetti,Second Round,37,13,11,14,8,13,2,5
52c0e275daccdb141569af66f4e5abe4,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Roberto Bautista Agut,Jeff Wolf,Second Round,39,22,6,8,65,48,19,35
0133c8a628a738c9b1153cb44041b2b6,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-12,Stefanos Tsitsipas,Jack Sock,Second Round,34,20,25,31,37,26,24,30
fa341208495c8370dc7dadf59e64ad32,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Alex De Minaur,John Millman,Second Round,19,23,9,14,13,26,7,8
1cccea3ca540f869942101fe941b6d27,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Alexander Bublik,Andy Murray,Second Round,38,33,19,33,17,18,17,32
20a7261d950eff5e864f093c9c95cf43,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Andrey Rublev,Dominik Koepfer,Second Round,33,24,12,19,16,26,7,10
33fc55376b380d5cbf8e1a22f5034cf5,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Botic Van De Zandschulp,Felix Auger Aliassime,Second Round,27,26,16,23,36,43,21,39
d5b4eff0c85b3d0e534d0527195ee43c,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Diego Sebastian Schwartzman,Emil Ruusuvuori,Second Round,19,41,8,15,17,43,7,15
c312dd8e658e4f17e5472ee8b8da3d27,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Frances Tiafoe,Brandon Nakashima,Second Round,21,13,11,15,19,18,7,13
a3d877c16b6a619714abdb6c3287a868,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Grigor Dimitrov,Jordan Thompson,Second Round,18,16,8,14,12,29,12,17
170f88f7a793c64ab346ace42d7287c5,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Hubert Hurkacz,Oscar Otte,Second Round,40,17,19,24,32,21,16,23
d8a97f75d2d7f142f95d5d303e97729f,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Jaume Antoni Munar Clar,Pablo Carreno-Busta,Second Round,22,33,20,32,38,43,27,39
f9d8ae5a422f51fdbae00ee807281bb8,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,John Isner,Sam Querrey,Second Round,32,12,9,11,35,17,7,10
210e8588b5ead48db851acc609e4bdb6,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Lloyd Harris,Facundo Bagnis,Second Round,38,28,12,15,19,28,9,15
c821acccd7d606480d3af776506ece2d,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Matteo Berrettini,Holger Rune,Second Round,29,19,11,19,26,23,17,23
2018f7889b8af23a8d217ea3d66a894c,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Miomir Kecmanovic,Marin Cilic,Second Round,13,16,4,8,64,59,19,24
26db38e8fe3fda6c21477144cdfdf0ab,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Steve Johnson,Aslan Karatsev,Second Round,30,10,9,12,33,25,11,17
fa287ab518853f357c2830d75d5c3468,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Taylor Harry Fritz,Kamil Majchrzak,Second Round,23,10,3,6,6,20,3,7
287ca22d630cefe26dfc2b8a187e19db,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-13,Tommy Paul,Alexander Zverev,Second Round,21,19,30,42,26,25,17,23
8843b69b6823cbf7783ee7eb48aeeb18,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Cameron Norrie,Nikoloz Basilashvili,Third Round,12,15,3,4,28,53,6,7
3de45f726ca37098c8cb445db5d03df4,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Carlos Alcaraz,Roberto Bautista Agut,Third Round,16,4,9,9,2,5,0,2
2419c231e026f683c852080370317679,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Gael Monfils,Daniil Medvedev,Third Round,28,30,16,17,20,28,5,14
efa09cbce95671267b01c86cb12f33a7,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Jannik Sinner,Benjamin Bonzi,Third Round,25,33,12,23,33,32,20,29
00770d4dce2f76a595246019d321fe12,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Jenson Brooksby,Stefanos Tsitsipas,Third Round,24,23,10,18,22,24,20,28
52eb8b697515cab7bfd65c290719effa,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Nick Kyrgios,Casper Ruud,Third Round,23,13,8,15,17,15,5,6
8c7a2b50d9d9f856819f1c8ffc98b020,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Rafael Nadal,Daniel Evans,Third Round,25,16,8,12,18,16,9,20
45d9c71e1701a75c98295eda3724f9a9,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-14,Reilly Opelka,Denis Shapovalov,Third Round,27,21,15,26,37,28,11,14
79475b0dcb631ee8b9be478980f7a220,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Alex De Minaur,Tommy Paul,Third Round,22,23,13,18,23,30,15,25
fded87cbcb52e16d91a1e520fccde160,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Andrey Rublev,Frances Tiafoe,Third Round,21,7,6,8,11,17,5,10
223e030548f4cb3b53eeecc542d09483,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Grigor Dimitrov,Alexander Bublik,Third Round,14,11,13,18,20,18,9,24
04e6d996c38a1db6339235fd76a8e8d0,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Hubert Hurkacz,Steve Johnson,Third Round,22,7,13,18,28,20,12,16
9da5aa10ac16a0033e07c1270dec3dd5,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,John Isner,Diego Sebastian Schwartzman,Third Round,30,10,16,22,18,11,5,7
53fc27a839d7540241a1249edf24e235,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Matteo Berrettini,Lloyd Harris,Third Round,22,14,5,6,15,24,8,15
a524ba69729d7cb62b202caa6cbd2a24,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Miomir Kecmanovic,Botic Van De Zandschulp,Third Round,22,12,8,13,32,35,9,18
1a5fad84f596ea6cd30160dea00bda38,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-15,Taylor Harry Fritz,Jaume Antoni Munar Clar,Third Round,48,40,23,39,40,18,27,33
e17f9a53a6c64913c795b4c58108ace6,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Andrey Rublev,Hubert Hurkacz,Fourth Round,23,10,7,8,29,25,12,15
9c57323b871685a004121217d444bab5,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Cameron Norrie,Jenson Brooksby,Fourth Round,14,14,13,19,17,22,3,5
ab0c2ccb96d6dc65b0f3ba194da55e60,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Carlos Alcaraz,Gael Monfils,Fourth Round,24,10,7,7,10,20,4,7
12e477cff1e76b17ea2c46d507fe7db8,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Grigor Dimitrov,John Isner,Fourth Round,18,8,5,6,17,11,8,14
cef8c1be76d7b796a24380e8cf831194,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Miomir Kecmanovic,Matteo Berrettini,Fourth Round,21,8,11,17,48,39,17,21
cc9730996ebe3dfd81f60179ce49b482,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Rafael Nadal,Reilly Opelka,Fourth Round,23,9,8,9,26,25,14,21
7eed40e169b4f12bf5e75ba975bee9dd,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-16,Taylor Harry Fritz,Alex De Minaur,Fourth Round,32,37,15,26,22,18,14,18
36f8a114dc6a5baf9bc4b95b2f123024,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-17,Carlos Alcaraz,Cameron Norrie,Quarter-Finals,39,21,13,18,24,16,15,27
d6340735ab97c4d1f0c5935a3ffddb1a,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-17,Rafael Nadal,Nick Kyrgios,Quarter-Finals,30,26,16,20,29,19,13,23
3b3928da8b878ba0a79fc298bb2eb99d,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-18,Andrey Rublev,Grigor Dimitrov,Quarter-Finals,11,8,1,5,14,13,9,13
b737a60233d34b0ff7916c695e53ee57,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-18,Taylor Harry Fritz,Miomir Kecmanovic,Quarter-Finals,35,12,8,13,15,15,7,16
22ace5de7bb3a5a6e8f925de2ca41b5b,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-19,Rafael Nadal,Carlos Alcaraz,Semi-Finals,24,26,20,35,41,34,18,27
b41ec7b2396073dee84f83f05caff43f,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-19,Taylor Harry Fritz,Andrey Rublev,Semi-Finals,23,13,8,9,23,16,9,11
cad1ccf95b74300710ea5b95cec0fb24,2022-03-07,BNP Paribas Open - Indian Wells,United States of America,2022-03-20,Taylor Harry Fritz,Rafael Nadal,Final,21,22,11,20,23,26,11,13
b9869e766d766bd4456b5d9a3bfc28df,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Borna Coric,Fernando Verdasco,First Round,18,20,4,8,17,28,5,12
ae9a35e92b96bfc899b25ec44f55016c,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Daniel Elahi Galan,John Millman,First Round,17,13,5,8,11,20,7,12
334e4c1f925c05e2d02da63c00ec87cd,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,David Goffin,Roberto Carballes Baena,First Round,23,15,10,14,11,15,9,17
aade404430b61aaa33b1445ba2a33893,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Denis Kudla,Juncheng Shang,First Round,25,28,7,23,32,39,10,12
2bafe619a3a3365b594ce09197412362,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Emil Ruusuvuori,Maxime Cressy,First Round,14,9,5,6,15,14,10,21
202fd32c885f426fdc0fd6035ab0a851,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Henri Laaksonen,Benoit Paire,First Round,33,31,5,11,34,17,9,18
654a3b00d6a9ab7c494578faf2f70795,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Jack Draper,Gilles Simon,First Round,20,16,9,12,10,19,5,7
2c8ab9811f4ff9fe3d7cb552ca9d32d1,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Juan Manuel Cerundolo,Dusan Lajovic,First Round,15,11,6,7,22,35,17,21
3728e35a993f2fd1915543831c237c73,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Nick Kyrgios,Adrian Mannarino,First Round,27,15,7,9,15,10,11,14
a40e2424a1c23a3fc39582253b5f29e4,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Oscar Otte,Mitchell Krueger,First Round,28,14,14,17,13,16,9,16
9a4aa0c474bcf925050d91b008958613,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Taro Daniel,Jaume Antoni Munar Clar,First Round,28,8,21,24,20,5,7,11
452e6e339d82902e0ff89a60d3a4874b,2022-03-21,Miami Open - Miami,United States of America,2022-03-23,Thanasi Kokkinakis,Richard Gasquet,First Round,32,14,10,15,22,13,10,15
506ea7324758810eac4d6cd23400d513,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Alexei Popyrin,Lorenzo Musetti,First Round,33,21,17,27,23,8,8,14
cad655eb6665b4c76bb1a721a1c7ae7c,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Arthur Rinderknech,Laslo Djere,First Round,21,19,15,20,19,8,2,3
68e9c1c3ea0d87bf9060d0d01736006f,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Jeff Wolf,Daniel Altmaier,First Round,21,16,10,12,13,18,2,4
f5dfe51947cfc6890d61ef6f2f894f3f,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Jenson Brooksby,Federico Coria,First Round,26,22,2,8,23,22,6,10
3ea407ef35b9072393ba3f704a92488f,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Jordan Thompson,Jo-Wilfried Tsonga,First Round,23,22,20,29,32,31,8,11
6b6f02dc8d489f5e780c41b8d44fa5f3,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Kamil Majchrzak,Sebastian Baez,First Round,18,13,9,13,16,12,5,10
494a050028327a973d6802d36867b970,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Lloyd Harris,Facundo Bagnis,First Round,22,18,7,13,13,20,6,10
b0a37ccecf6e083aaa8c575eaaa73778,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Marton Fucsovics,Marcos Giron,First Round,25,20,13,20,12,15,11,16
90a6866d4a5fe7168888e5c64a0c6ef9,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Mikhail Kukushkin,Botic Van De Zandschulp,First Round,23,17,14,19,29,22,8,18
5404081610afa91afc550001000c568c,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Miomir Kecmanovic,Jack Sock,First Round,23,10,2,4,26,20,9,13
aca9a698545c004727d53c992e522f97,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Sebastian Korda,Alejandro Davidovich Fokina,First Round,18,7,3,6,14,18,3,4
64061affdb847c1ef67269dc3a284621,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Tommy Paul,Benjamin Bonzi,First Round,23,10,12,17,20,11,5,8
d39103a824a71e982c96a8258e9747b5,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Ugo Humbert,Aljaz Bedene,First Round,24,22,2,4,17,23,6,12
5f2cdd4b49641faab2b3fc78cc56737b,2022-03-21,Miami Open - Miami,United States of America,2022-03-24,Yoshihito Nishioka,Emilio Gomez,First Round,19,13,11,17,32,30,16,20
faa63825a0d34890316e57ae31eadb5e,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Alexander Zverev,Borna Coric,Second Round,36,19,15,21,26,20,11,17
5b7bfa15ec2f8fd16db32d6b78460057,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Cameron Norrie,Jack Draper,Second Round,27,24,10,16,25,33,8,14
21b09b7d9377554bc6d3dec21b976c39,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Denis Kudla,Lorenzo Sonego,Second Round,16,18,19,26,31,15,11,16
7e6dd2c12b8c4ca8d39142e58e4895f0,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Fabio Fognini,Taro Daniel,Second Round,43,41,18,23,22,27,11,18
7dc31d567e1e19fb88438284170b2972,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Gael Monfils,Oscar Otte,Second Round,12,14,9,10,10,10,14,27
6b2d5a877a55a444e728d18ef49e9eb3,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Jannik Sinner,Emil Ruusuvuori,Second Round,19,36,7,12,29,34,5,12
220723cfb355c7457621a4c5d7b53ae1,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Juan Manuel Cerundolo,Kevin Anderson,Second Round,19,15,5,6,43,44,23,32
92cad4a9f12ca354e412e5c899ef2a1f,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Mackenzie Mcdonald,Grigor Dimitrov,Second Round,16,9,11,15,19,15,7,8
716fa034095b2619e8fdabe730f74a3d,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Nick Kyrgios,Andrey Rublev,Second Round,21,5,3,5,14,7,4,6
5d4c6d8d42b315a7845fe377eedb8584,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Pablo Carreno-Busta,David Goffin,Second Round,10,19,4,5,13,26,2,3
afee1bb6891d225c03b5b98db4e56753,2022-03-21,Miami Open - Miami,United States of America,2022-03-25,Thanasi Kokkinakis,Diego Sebastian Schwartzman,Second Round,25,22,25,29,20,19,22,29
1c410a5fdc1a33282ec8e657b8255699,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Alex De Minaur,Jordan Thompson,Second Round,16,5,5,13,13,22,12,20
562ec320f40fd29bdaf084b8c2fbbafd,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Aslan Karatsev,Ugo Humbert,Second Round,25,30,7,7,11,27,2,2
d1c47cf996d7ebe3194d9299fefa46b6,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Daniil Medvedev,Andy Murray,Second Round,23,13,13,20,14,17,8,12
7530d76b3500f1864c86df0a4e77b697,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Hubert Hurkacz,Arthur Rinderknech,Second Round,27,4,9,14,11,9,9,15
01e3383cce2baba4665dce12d7fb7a2a,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Jenson Brooksby,Nikoloz Basilashvili,Second Round,16,11,1,2,18,20,6,12
bf1215ff435c5c906fe3953d4788a794,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Miomir Kecmanovic,Felix Auger Aliassime,Second Round,23,11,7,8,19,22,4,9
7eb3ddcd82230bca1ff18d27e2eac340,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Pedro Martinez Portero,Cristian Garin,Second Round,21,19,14,15,16,25,12,27
8067088d54f36e7527851b2557f9b96f,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Roberto Bautista Agut,Kamil Majchrzak,Second Round,16,10,8,11,17,22,9,17
b378097026dca0546089c3576b9039eb,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Sebastian Korda,Albert Ramos-Vinolas,Second Round,46,37,22,27,24,19,7,13
604326bc134b00f706b69492150e0f98,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Taylor Harry Fritz,Mikhail Kukushkin,Second Round,38,23,4,7,16,17,5,7
3b91bef89ffd2ae822e6bea67b411aae,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Tommy Paul,Karen Khachanov,Second Round,29,28,16,21,25,35,11,20
0c12f642fac49a6e00b7cbf093729e70,2022-03-21,Miami Open - Miami,United States of America,2022-03-26,Yoshihito Nishioka,Daniel Evans,Second Round,37,15,13,23,41,35,26,43
29e14908aa05e6e157c8d8c5af911034,2022-03-21,Miami Open - Miami,United States of America,2022-03-27,Alexander Zverev,Mackenzie Mcdonald,Third Round,22,8,11,15,17,19,9,15
1477f8e2017aff174408d68f85801034,2022-03-21,Miami Open - Miami,United States of America,2022-03-27,Cameron Norrie,Hugo Gaston,Third Round,18,4,19,30,16,19,9,19
